type,name,tree,rep,model,optim,logl,k,AIC,AICc,BIC,rf_true,treelength
rtree,NP,3,5,q5,inferredtree,-130575.0210,197,261544.0420,261804.0820,262373.5303,86,116.16419298279999
rtree,NP,3,5,q3,inferredtree,-121725.7917,198,243847.5835,244111.1420,244681.2823,104,141.15222327900005
rtree,NP,3,5,q2,inferredtree,-120246.8879,198,240889.7758,241153.3343,241723.4746,94,119.26346657979992
rtree,NP,3,5,pogofit,inferredtree,-116618.3097,198,233632.6194,233896.1780,234466.3183,80,105.71558709640007
rtree,NP,3,5,q1,optimizedtruetree,-118291.4730,217,237016.9459,237354.8459,237930.6461,0,115.36664251509998
rtree,NP,3,5,q1,inferredtree,-118056.1465,217,236546.2929,236884.1929,237459.9931,98,113.36414033140001
rtree,NP,3,5,q5,optimizedtruetree,-131012.2020,197,262418.4040,262678.4440,263247.8922,0,118.10647730090001
rtree,NP,3,5,poisson,optimizedtruetree,-124130.6284,197,248655.2568,248915.2968,249484.7450,0,83.74488551650008
rtree,NP,3,5,hbstyle,inferredtree,-120474.4736,217,241382.9473,241720.8473,242296.6475,90,116.50577631520007
rtree,NP,3,5,q3,optimizedtruetree,-122017.4207,198,244430.8415,244694.4000,245264.5403,0,145.44725611400003
rtree,NP,3,5,q2,optimizedtruetree,-120503.0904,198,241402.1808,241665.7393,242235.8796,0,120.08549413410003
rtree,NP,3,5,poisson,inferredtree,-123718.3415,197,247830.6830,248090.7230,248660.1712,96,82.28120693190003
rtree,NP,0.3,6,pogofit,inferredtree,-61201.7097,198,122799.4194,123062.9779,123633.1182,0,26.307657754099996
rtree,NP,0.3,6,q1,optimizedtruetree,-64432.9062,217,129299.8123,129637.7123,130213.5125,0,27.146798164600003
rtree,NP,0.3,6,q5,optimizedtruetree,-76522.2923,197,153438.5846,153698.6246,154268.0728,0,40.16470981159999
rtree,NP,0.3,6,hbstyle,optimizedtruetree,-61736.5219,217,123907.0438,124244.9438,124820.7440,0,26.050909656600002
rtree,NP,0.3,6,pogofit,optimizedtruetree,-61201.7105,198,122799.4210,123062.9795,123633.1198,0,26.322107464100004
rtree,NP,0.3,6,q1,inferredtree,-64432.9061,217,129299.8121,129637.7121,130213.5124,0,27.1407384394
rtree,NP,0.3,6,q3,inferredtree,-67355.8640,198,135107.7281,135371.2866,135941.4269,0,26.626793781700012
rtree,NP,0.3,6,q2,inferredtree,-66338.5842,217,133111.1684,133449.0684,134024.8686,0,30.078199006199988
rtree,NP,0.3,6,q4,inferredtree,-68784.9120,216,138001.8241,138335.4326,138911.3137,0,29.392142654400004
rtree,NP,0.3,6,q4,optimizedtruetree,-68784.9121,216,138001.8241,138335.4327,138911.3137,0,29.391270943200002
rtree,NP,0.3,6,q5,inferredtree,-76522.2922,197,153438.5845,153698.6245,154268.0727,0,40.16261112990001
rtree,NP,0.3,6,poisson,inferredtree,-69825.6479,197,140045.2957,140305.3357,140874.7839,0,26.440576504299997
rtree,NP,0.3,6,q2,optimizedtruetree,-66338.5859,217,133111.1719,133449.0719,134024.8721,0,30.105878998900014
rtree,NP,0.3,6,poisson,optimizedtruetree,-69825.6479,197,140045.2958,140305.3358,140874.7841,0,26.439332756899997
rtree,NP,0.3,6,hbstyle,inferredtree,-61736.5214,217,123907.0429,124244.9429,124820.7431,0,26.038429938399997
rtree,NP,0.3,6,q3,optimizedtruetree,-67355.8647,198,135107.7294,135371.2880,135941.4283,0,26.636775867200004
rtree,NP,1.5,6,q1,inferredtree,-112582.5230,217,225599.0459,225936.9459,226512.7462,22,81.20378248509995
rtree,NP,1.5,6,q3,inferredtree,-115834.5791,216,232101.1583,232434.7668,233010.6479,30,95.10042588579992
rtree,NP,1.5,6,q2,inferredtree,-114498.4212,198,229392.8424,229656.4009,230226.5412,26,82.43351669400002
rtree,NP,1.5,6,q4,inferredtree,-118075.3782,197,236544.7565,236804.7965,237374.2447,32,81.9470600861
rtree,NP,1.5,6,poisson,inferredtree,-118156.4194,197,236706.8389,236966.8789,237536.3271,26,69.12778339080003
rtree,NP,1.5,6,q5,inferredtree,-125662.6848,197,251719.3696,251979.4096,252548.8578,32,179.12838892429997
rtree,NP,1.5,6,q2,optimizedtruetree,-114565.6755,198,229527.3509,229790.9095,230361.0498,0,82.78241163549998
rtree,NP,1.5,6,poisson,optimizedtruetree,-118230.9358,197,236855.8716,237115.9116,237685.3598,0,69.44036170249994
rtree,NP,1.5,6,hbstyle,inferredtree,-113180.5168,217,226795.0337,227132.9337,227708.7339,14,85.24712928400004
rtree,NP,1.5,6,q3,optimizedtruetree,-115910.5627,216,232253.1254,232586.7339,233162.6150,0,95.77307727660008
rtree,NP,1.5,6,q5,optimizedtruetree,-125784.1298,197,251962.2596,252222.2996,252791.7479,0,181.32903746309992
rtree,NP,1.5,6,pogofit,inferredtree,-110632.4308,198,221660.8616,221924.4201,222494.5604,26,75.81122591599996
rtree,NP,1.5,6,q1,optimizedtruetree,-112637.6964,217,225709.3928,226047.2928,226623.0931,0,81.96742490610002
rtree,NP,1.5,6,pogofit,optimizedtruetree,-110674.5684,198,221745.1367,222008.6953,222578.8356,0,75.98233465370004
rtree,NP,1.5,6,q4,optimizedtruetree,-118154.3580,197,236702.7161,236962.7561,237532.2043,0,82.40511859189996
rtree,NP,1.5,6,hbstyle,optimizedtruetree,-113225.7623,217,226885.5245,227223.4245,227799.2247,0,85.04391848490002
rtree,NP,3,6,hbstyle,optimizedtruetree,-120709.0484,217,241852.0969,242189.9969,242765.7971,0,118.79054166289993
rtree,NP,3,6,poisson,inferredtree,-123861.6637,197,248117.3273,248377.3673,248946.8156,104,82.41045144720002
rtree,NP,3,6,q2,optimizedtruetree,-120585.5527,198,241567.1054,241830.6639,242400.8042,0,127.75296167260005
rtree,NP,3,6,pogofit,optimizedtruetree,-116894.9848,198,234185.9696,234449.5281,235019.6684,0,108.37565252759993
rtree,NP,3,6,hbstyle,inferredtree,-120488.3422,217,241410.6844,241748.5844,242324.3847,84,119.09652875810006
rtree,NP,3,6,q3,optimizedtruetree,-122024.7468,216,244481.4935,244815.1021,245390.9831,0,138.59454972910012
rtree,NP,3,6,q5,optimizedtruetree,-130957.5160,197,262309.0320,262569.0720,263138.5203,0,118.00747330700008
rtree,NP,3,6,poisson,optimizedtruetree,-124253.8251,197,248901.6502,249161.6902,249731.1384,0,83.74298888760002
rtree,NP,3,6,pogofit,inferredtree,-116723.4667,198,233842.9334,234106.4920,234676.6323,92,106.68116314390001
rtree,NP,3,6,q1,optimizedtruetree,-118261.1806,217,236956.3611,237294.2611,237870.0613,0,114.839482187
rtree,NP,3,6,q4,optimizedtruetree,-124390.1855,198,249176.3710,249439.9295,250010.0698,0,262.11091741710004
rtree,NP,3,6,q1,inferredtree,-118067.8088,217,236569.6177,236907.5177,237483.3179,96,113.87379846069996
rtree,NP,3,6,q2,inferredtree,-120323.9886,198,241043.9772,241307.5357,241877.6760,90,124.12782754749993
rtree,NP,3,6,q3,inferredtree,-121703.9155,216,243839.8310,244173.4395,244749.3206,100,136.1823266058
rtree,NP,3,6,q5,inferredtree,-130514.1311,197,261422.2621,261682.3021,262251.7503,98,116.23930357779994
rtree,NP,3,6,q4,inferredtree,-124172.5160,198,248741.0320,249004.5905,249574.7308,106,271.48246537180006
rtree,NP,0.3,7,q4,optimizedtruetree,-69540.3357,198,139476.6714,139740.2299,140310.3702,0,35.7592742273
rtree,NP,0.3,7,poisson,optimizedtruetree,-70798.0998,197,141990.1996,142250.2396,142819.6878,0,26.90808726220001
rtree,NP,0.3,7,q5,optimizedtruetree,-76878.1342,197,154150.2685,154410.3085,154979.7567,0,41.5231251386
rtree,NP,0.3,7,pogofit,inferredtree,-62025.4415,198,124446.8830,124710.4415,125280.5818,0,26.63809963480001
rtree,NP,0.3,7,q1,optimizedtruetree,-65440.2498,198,131276.4996,131540.0581,132110.1984,0,26.71482489849999
rtree,NP,0.3,7,hbstyle,optimizedtruetree,-62558.4723,217,125550.9446,125888.8446,126464.6449,0,26.589328027500013
rtree,NP,0.3,7,hbstyle,inferredtree,-62558.4721,217,125550.9442,125888.8442,126464.6444,0,26.582516211000012
rtree,NP,0.3,7,q3,optimizedtruetree,-68174.0819,198,136744.1639,137007.7224,137577.8627,0,26.99257993339999
rtree,NP,0.3,7,q5,inferredtree,-76878.1342,197,154150.2684,154410.3084,154979.7566,0,41.52119940860001
rtree,NP,0.3,7,q4,inferredtree,-69540.3354,198,139476.6708,139740.2294,140310.3697,0,35.74411964249999
rtree,NP,0.3,7,pogofit,optimizedtruetree,-62025.4417,198,124446.8834,124710.4419,125280.5822,0,26.646175142699995
rtree,NP,0.3,7,q2,inferredtree,-67284.5204,197,134963.0409,135223.0809,135792.5291,0,27.366658060799995
rtree,NP,0.3,7,q3,inferredtree,-68174.0812,198,136744.1623,137007.7209,137577.8611,0,26.973295474600004
rtree,NP,0.3,7,q1,inferredtree,-65440.2495,198,131276.4990,131540.0575,132110.1978,0,26.703856879399982
rtree,NP,0.3,7,poisson,inferredtree,-70798.0997,197,141990.1995,142250.2395,142819.6877,0,26.909243288000003
rtree,NP,0.3,7,q2,optimizedtruetree,-67284.5205,197,134963.0410,135223.0810,135792.5292,0,27.3655514851
rtree,NP,1.5,7,hbstyle,inferredtree,-112890.9538,217,226215.9077,226553.8077,227129.6079,20,82.38799418949996
rtree,NP,1.5,7,q3,optimizedtruetree,-115952.4774,216,232336.9548,232670.5634,233246.4445,0,95.31449246349995
rtree,NP,1.5,7,pogofit,optimizedtruetree,-110573.3284,198,221542.6569,221806.2154,222376.3557,0,77.04982573840003
rtree,NP,1.5,7,hbstyle,optimizedtruetree,-112935.9268,217,226305.8536,226643.7536,227219.5539,0,82.6900962206
rtree,NP,1.5,7,poisson,inferredtree,-117978.3151,197,236350.6301,236610.6701,237180.1183,40,68.9758522062
rtree,NP,1.5,7,q2,optimizedtruetree,-114558.4315,216,229548.8630,229882.4716,230458.3527,0,83.51137205399999
rtree,NP,1.5,7,q4,optimizedtruetree,-118045.5169,197,236485.0338,236745.0738,237314.5220,0,81.7532749021
rtree,NP,1.5,7,pogofit,inferredtree,-110499.0743,198,221394.1486,221657.7071,222227.8474,30,76.59038611730004
rtree,NP,1.5,7,q1,optimizedtruetree,-112512.9621,217,225459.9241,225797.8241,226373.6244,0,83.79491378439997
rtree,NP,1.5,7,q5,optimizedtruetree,-125671.1633,197,251736.3266,251996.3666,252565.8148,0,181.23900444879993
rtree,NP,1.5,7,poisson,optimizedtruetree,-118105.5425,197,236605.0851,236865.1251,237434.5733,0,69.36558905769999
rtree,NP,1.5,7,q5,inferredtree,-125552.0353,197,251498.0706,251758.1106,252327.5588,46,180.45672390179996
rtree,NP,1.5,7,q4,inferredtree,-117933.2968,197,236260.5937,236520.6337,237090.0819,38,81.19634092379995
rtree,NP,1.5,7,q2,inferredtree,-114441.3679,216,229314.7357,229648.3443,230224.2253,44,83.004807904
rtree,NP,1.5,7,q3,inferredtree,-115844.3522,216,232120.7043,232454.3129,233030.1939,38,94.62787767719996
rtree,NP,1.5,7,q1,inferredtree,-112421.8987,217,225277.7974,225615.6974,226191.4976,44,84.05333062330001
rtree,NP,3,7,q4,inferredtree,-123676.7065,216,247785.4130,248119.0215,248694.9026,94,207.5427063168999
rtree,NP,3,7,q5,inferredtree,-130199.3216,197,260792.6433,261052.6833,261622.1315,98,114.12420020129997
rtree,NP,3,7,q3,inferredtree,-121494.4694,198,243384.9388,243648.4973,244218.6376,90,126.74768796790006
rtree,NP,3,7,poisson,optimizedtruetree,-123739.5280,197,247873.0561,248133.0961,248702.5443,0,83.05727356529994
rtree,NP,3,7,q2,inferredtree,-119823.8233,198,240043.6466,240307.2051,240877.3454,86,129.91539399009991
rtree,NP,3,7,q1,inferredtree,-117679.6284,217,235793.2567,236131.1567,236706.9569,100,114.36534930690004
rtree,NP,3,7,hbstyle,inferredtree,-120085.4695,217,240604.9391,240942.8391,241518.6393,88,124.68754365390005
rtree,NP,3,7,q3,optimizedtruetree,-121776.5208,198,243949.0415,244212.6001,244782.7404,0,131.85768370640002
rtree,NP,3,7,poisson,inferredtree,-123409.4066,197,247212.8131,247472.8531,248042.3014,96,81.71492356329999
rtree,NP,3,7,q2,optimizedtruetree,-120088.9113,198,240573.8225,240837.3810,241407.5213,0,132.90012640390003
rtree,NP,3,7,q4,optimizedtruetree,-123946.6944,216,248325.3889,248658.9974,249234.8785,0,211.68929369550003
rtree,NP,3,7,hbstyle,optimizedtruetree,-120300.6991,217,241035.3983,241373.2983,241949.0985,0,125.06076853610007
rtree,NP,3,7,pogofit,optimizedtruetree,-116503.6948,198,233403.3896,233666.9481,234237.0884,0,103.95298133980006
rtree,NP,3,7,pogofit,inferredtree,-116305.0360,198,233006.0719,233269.6304,233839.7707,88,101.74280412279995
rtree,NP,3,7,q1,optimizedtruetree,-117918.7689,217,236271.5379,236609.4379,237185.2381,0,114.51890512719997
rtree,NP,3,7,q5,optimizedtruetree,-130607.0084,197,261608.0168,261868.0568,262437.5050,0,115.51420985590002
rtree,NP,0.3,8,poisson,optimizedtruetree,-68895.2306,197,138184.4612,138444.5012,139013.9494,0,25.9161878664
rtree,NP,0.3,8,poisson,inferredtree,-68895.2305,197,138184.4611,138444.5011,139013.9493,0,25.917081922199998
rtree,NP,0.3,8,q2,optimizedtruetree,-65242.0603,217,130918.1206,131256.0206,131831.8208,0,30.963817308
rtree,NP,0.3,8,q3,optimizedtruetree,-66335.7426,198,133067.4852,133331.0437,133901.1840,0,33.1004181119
rtree,NP,0.3,8,hbstyle,inferredtree,-60684.7438,217,121803.4875,122141.3875,122717.1877,0,26.309568195299992
rtree,NP,0.3,8,q1,optimizedtruetree,-63402.5816,217,127239.1633,127577.0633,128152.8635,0,28.2652740174
rtree,NP,0.3,8,pogofit,inferredtree,-60189.0322,198,120774.0645,121037.6230,121607.7633,0,25.805316129999984
rtree,NP,0.3,8,q5,optimizedtruetree,-75047.6331,197,150489.2662,150749.3062,151318.7544,0,39.4304024635
rtree,NP,0.3,8,hbstyle,optimizedtruetree,-60684.7440,217,121803.4881,122141.3881,122717.1883,0,26.318891111800003
rtree,NP,0.3,8,q1,inferredtree,-63402.5808,217,127239.1615,127577.0615,128152.8617,0,28.243920763599995
rtree,NP,0.3,8,q2,inferredtree,-65242.0600,217,130918.1201,131256.0201,131831.8203,0,30.953140216299992
rtree,NP,0.3,8,q3,inferredtree,-66335.7409,198,133067.4819,133331.0404,133901.1807,0,33.0635662891
rtree,NP,0.3,8,q5,inferredtree,-75047.6331,197,150489.2661,150749.3061,151318.7543,0,39.428671039600005
rtree,NP,0.3,8,q4,inferredtree,-67690.3175,197,135774.6349,136034.6749,136604.1232,0,26.973036548499994
rtree,NP,0.3,8,pogofit,optimizedtruetree,-60189.0325,198,120774.0650,121037.6236,121607.7639,0,25.814343530800002
rtree,NP,0.3,8,q4,optimizedtruetree,-67690.3175,197,135774.6350,136034.6750,136604.1232,0,26.972606055
rtree,NP,1.5,8,q5,optimizedtruetree,-124191.3465,197,248776.6931,249036.7331,249606.1813,0,175.31378485379997
rtree,NP,1.5,8,q1,optimizedtruetree,-111216.6930,217,222867.3860,223205.2860,223781.0862,0,81.1986154046
rtree,NP,1.5,8,pogofit,inferredtree,-109299.7861,198,218995.5722,219259.1307,219829.2710,24,73.33406651480001
rtree,NP,1.5,8,pogofit,optimizedtruetree,-109339.6909,198,219075.3819,219338.9404,219909.0807,0,73.60793550919996
rtree,NP,1.5,8,q4,optimizedtruetree,-116791.8860,197,233977.7720,234237.8120,234807.2602,0,87.80165347340001
rtree,NP,1.5,8,hbstyle,optimizedtruetree,-111959.5191,217,224353.0381,224690.9381,225266.7384,0,80.89783304920002
rtree,NP,1.5,8,poisson,inferredtree,-116648.4719,197,233690.9438,233950.9838,234520.4320,36,67.3099358028
rtree,NP,1.5,8,q2,optimizedtruetree,-113155.6789,217,226745.3579,227083.2579,227659.0581,0,124.54899207390005
rtree,NP,1.5,8,q1,inferredtree,-111156.2733,217,222746.5465,223084.4465,223660.2468,32,80.6145679836
rtree,NP,1.5,8,poisson,optimizedtruetree,-116760.4578,197,233914.9156,234174.9556,234744.4038,0,67.69361194689998
rtree,NP,1.5,8,q2,inferredtree,-113111.3273,217,226656.6547,226994.5547,227570.3549,24,123.63664658949993
rtree,NP,1.5,8,q3,optimizedtruetree,-114643.8909,198,229683.7817,229947.3402,230517.4805,0,95.76193042379994
rtree,NP,1.5,8,hbstyle,inferredtree,-111915.2544,217,224264.5088,224602.4088,225178.2091,28,80.6676475589
rtree,NP,1.5,8,q3,inferredtree,-114557.2699,198,229510.5398,229774.0984,230344.2387,34,94.03059960420008
rtree,NP,1.5,8,q5,inferredtree,-124090.4692,197,248574.9384,248834.9784,249404.4266,44,174.7564655927
rtree,NP,1.5,8,q4,inferredtree,-116679.6372,197,233753.2744,234013.3144,234582.7626,38,87.31479972120003
rtree,NP,3,8,q1,inferredtree,-117517.1048,217,235468.2096,235806.1096,236381.9098,92,111.21641277999996
rtree,NP,3,8,q3,inferredtree,-121070.8903,198,242537.7807,242801.3392,243371.4795,92,149.030850172
rtree,NP,3,8,q2,inferredtree,-119631.4684,198,239658.9369,239922.4954,240492.6357,96,123.33480580090003
rtree,NP,3,8,q5,optimizedtruetree,-130258.2774,197,260910.5547,261170.5947,261740.0430,0,116.47475806889996
rtree,NP,3,8,q4,inferredtree,-123464.2704,198,247324.5407,247588.0993,248158.2395,118,250.60238094870013
rtree,NP,3,8,q1,optimizedtruetree,-117704.0134,217,235842.0269,236179.9269,236755.7271,0,112.95226484569996
rtree,NP,3,8,pogofit,inferredtree,-116161.5953,198,232719.1906,232982.7491,233552.8894,96,100.70324810230004
rtree,NP,3,8,q5,inferredtree,-129920.6187,197,260235.2375,260495.2775,261064.7257,102,114.78996070039997
rtree,NP,3,8,poisson,optimizedtruetree,-123668.3701,197,247730.7403,247990.7803,248560.2285,0,83.29121358210003
rtree,NP,3,8,q4,optimizedtruetree,-123702.7395,198,247801.4791,248065.0376,248635.1779,0,258.6070322655
rtree,NP,3,8,poisson,inferredtree,-123324.2051,197,247042.4101,247302.4501,247871.8983,104,82.06402230959999
rtree,NP,3,8,hbstyle,optimizedtruetree,-120128.4193,217,240690.8387,241028.7387,241604.5389,0,122.9356848693
rtree,NP,3,8,q2,optimizedtruetree,-119837.9934,198,240071.9867,240335.5453,240905.6856,0,123.89209494220003
rtree,NP,3,8,pogofit,optimizedtruetree,-116313.6607,198,233023.3213,233286.8799,233857.0201,0,101.45489648949997
rtree,NP,3,8,q3,optimizedtruetree,-121292.3870,198,242980.7740,243244.3325,243814.4728,0,148.51920008140004
rtree,NP,3,8,hbstyle,inferredtree,-119950.9984,217,240335.9968,240673.8968,241249.6970,86,120.31148470669997
rtree,NP,0.3,9,hbstyle,optimizedtruetree,-61390.8004,217,123215.6008,123553.5008,124129.3010,0,25.810333967700007
rtree,NP,0.3,9,q3,optimizedtruetree,-66802.7772,217,134039.5544,134377.4544,134953.2546,0,32.63753175169998
rtree,NP,0.3,9,hbstyle,inferredtree,-61390.8000,217,123215.6000,123553.5000,124129.3002,0,25.7979343425
rtree,NP,0.3,9,pogofit,optimizedtruetree,-60845.8487,198,122087.6974,122351.2560,122921.3963,0,25.49340924809999
rtree,NP,0.3,9,q4,inferredtree,-68319.8988,216,137071.7977,137405.4062,137981.2873,0,28.879314086200008
rtree,NP,0.3,9,q5,inferredtree,-76254.6701,197,152903.3402,153163.3802,153732.8284,0,40.0019199534
rtree,NP,0.3,9,q3,inferredtree,-66802.7768,217,134039.5536,134377.4536,134953.2538,0,32.627921278200006
rtree,NP,0.3,9,poisson,inferredtree,-69352.8014,197,139099.6027,139359.6427,139929.0910,0,26.123306417000002
rtree,NP,0.3,9,q2,inferredtree,-65890.9380,217,132215.8760,132553.7760,133129.5762,0,29.207948412100013
rtree,NP,0.3,9,q1,inferredtree,-64015.2797,217,128464.5594,128802.4594,129378.2596,0,26.2354103973
rtree,NP,0.3,9,q2,optimizedtruetree,-65890.9387,217,132215.8774,132553.7774,133129.5777,0,29.224447397200013
rtree,NP,0.3,9,q4,optimizedtruetree,-68319.8989,216,137071.7977,137405.4063,137981.2873,0,28.878464104699997
rtree,NP,0.3,9,poisson,optimizedtruetree,-69352.8014,197,139099.6028,139359.6428,139929.0910,0,26.122369815499997
rtree,NP,0.3,9,q5,optimizedtruetree,-76254.6702,197,152903.3403,153163.3803,153732.8286,0,40.003921467500014
rtree,NP,0.3,9,q1,optimizedtruetree,-64015.2801,217,128464.5603,128802.4603,129378.2605,0,26.245321443500018
rtree,NP,0.3,9,pogofit,inferredtree,-60845.8482,198,122087.6964,122351.2550,122921.3953,0,25.482187672400013
rtree,NP,1.5,9,q4,inferredtree,-117253.5651,197,234901.1302,235161.1702,235730.6184,22,89.3708101531
rtree,NP,1.5,9,q5,inferredtree,-124928.7851,197,250251.5703,250511.6103,251081.0585,28,181.8246119956
rtree,NP,1.5,9,q3,inferredtree,-115129.0593,198,230654.1185,230917.6771,231487.8173,34,103.7584989664
rtree,NP,1.5,9,q4,optimizedtruetree,-117332.0308,197,235058.0616,235318.1016,235887.5498,0,89.89995030549994
rtree,NP,1.5,9,q2,inferredtree,-113711.2364,216,227854.4729,228188.0814,228763.9625,40,82.24816541519999
rtree,NP,1.5,9,q1,inferredtree,-111775.7965,217,223985.5930,224323.4930,224899.2932,38,81.70939168409994
rtree,NP,1.5,9,q1,optimizedtruetree,-111863.6295,217,224161.2590,224499.1590,225074.9592,0,82.18771674759999
rtree,NP,1.5,9,pogofit,inferredtree,-109966.0577,198,220328.1153,220591.6739,221161.8142,30,76.8685962828
rtree,NP,1.5,9,q5,optimizedtruetree,-125012.0292,197,250418.0585,250678.0985,251247.5467,0,182.39591415719994
rtree,NP,1.5,9,poisson,optimizedtruetree,-117692.2369,197,235778.4738,236038.5138,236607.9621,0,68.98422618079998
rtree,NP,1.5,9,q3,optimizedtruetree,-115222.7015,198,230841.4031,231104.9616,231675.1019,0,104.10742434669999
rtree,NP,1.5,9,hbstyle,inferredtree,-112591.8892,217,225617.7783,225955.6783,226531.4785,28,83.90920248920001
rtree,NP,1.5,9,pogofit,optimizedtruetree,-110034.7643,198,220465.5287,220729.0872,221299.2275,0,77.3518606168
rtree,NP,1.5,9,poisson,inferredtree,-117579.2540,197,235552.5080,235812.5480,236381.9962,36,68.59587563829999
rtree,NP,1.5,9,q2,optimizedtruetree,-113818.0835,216,228068.1670,228401.7756,228977.6566,0,82.63284612780004
rtree,NP,1.5,9,hbstyle,optimizedtruetree,-112655.9715,217,225745.9430,226083.8430,226659.6432,0,84.2483279522
rtree,NP,3,9,q4,optimizedtruetree,-123708.0916,216,247848.1833,248181.7918,248757.6729,0,208.19333161839992
rtree,NP,3,9,hbstyle,optimizedtruetree,-120335.2868,217,241104.5736,241442.4736,242018.2738,0,117.48871721789996
