type,name,tree,repl,pogofit,hb,q1,q2,q3,q4,q5,poisson,true
rtree,Gal4,0.75,16,0.7510,0.6190,1.0000,0.6030,0.6340,0.5170,0.1040,0.0950,0.0880
rtree,Gal4,0.75,17,0.7040,0.6970,1.0000,0.8180,0.5600,0.7060,0.1600,0.2150,0.3200
rtree,Gal4,0.75,18,0.7110,0.5360,1.0000,0.5920,0.7700,0.8160,0.3510,0.4410,0.3640
rtree,Gal4,0.75,19,0.8280,0.3780,1.0000,0.9060,0.4020,0.6640,0.2750,0.2140,0.1330
rtree,Gal4,0.75,20,0.8640,0.6290,1.0000,0.7660,0.3000,0.5630,0.0440,0.0610,0.4250
rtree,HA,0.03,1,0.5240,1.0000,0.8210,0.6310,0.9970,0.9710,1.0000,0.9910,0.9750
rtree,HA,0.03,2,0.9980,1.0000,0.9970,0.9920,0.5000,1.0000,0.5170,0.9980,0.9490
rtree,HA,0.03,3,0.5610,0.9960,1.0000,0.9950,0.5300,0.9880,1.0000,0.9610,1.0000
rtree,HA,0.03,4,0.9970,0.9970,1.0000,0.9970,0.9980,0.5160,0.5180,0.9940,0.9980
rtree,HA,0.03,5,0.9930,0.9970,1.0000,0.7900,0.9990,0.9990,0.9950,0.7720,0.2350
rtree,HA,0.03,6,0.9970,0.9140,1.0000,0.5170,0.9960,0.5160,0.9930,0.5150,0.9870
rtree,HA,0.03,7,0.9700,0.9690,1.0000,0.4970,0.5200,0.9830,0.9980,1.0000,0.8200
rtree,HA,0.03,8,0.9850,0.9970,1.0000,1.0000,0.9990,0.9810,1.0000,0.5160,0.5270
rtree,HA,0.03,9,0.9330,0.5310,1.0000,0.5310,0.9980,0.9910,0.9830,0.9980,0.9930
rtree,HA,0.03,10,1.0000,1.0000,1.0000,0.9940,0.5140,0.9920,0.5220,1.0000,0.9810
rtree,HA,0.03,11,0.9960,1.0000,1.0000,0.5170,0.9850,0.5180,0.9980,0.9940,0.9990
rtree,HA,0.03,12,0.4610,0.4610,1.0000,0.6970,0.8200,0.4620,0.9990,0.4610,0.4620
rtree,HA,0.03,13,0.5410,0.9980,1.0000,0.9980,0.9990,0.5120,0.9830,0.9720,0.8380
rtree,HA,0.03,14,0.9980,0.9980,1.0000,0.9960,0.9990,0.4980,0.9340,0.5240,1.0000
rtree,HA,0.03,15,0.4950,0.9150,0.9480,0.7550,0.8860,0.9760,0.7120,1.0000,0.9290
rtree,HA,0.03,16,0.9890,1.0000,1.0000,0.5200,1.0000,0.9730,1.0000,0.5550,0.9920
rtree,HA,0.03,17,0.9980,0.9930,1.0000,0.9990,0.5180,0.9980,0.9970,0.9910,0.5130
rtree,HA,0.03,18,0.9920,0.9960,1.0000,0.9920,0.5100,0.9900,0.9980,0.5400,0.9970
rtree,HA,0.03,19,0.9960,0.9960,1.0000,0.9800,0.9580,0.9980,0.9970,0.5370,0.5250
rtree,HA,0.03,20,0.9940,0.5190,1.0000,0.5210,1.0000,0.9900,0.9950,1.0000,0.9960
rtree,HA,0.3,1,0.9940,0.5480,1.0000,0.8590,0.9940,0.9960,0.9930,0.9880,0.5160
rtree,HA,0.3,2,0.4850,0.9950,1.0000,0.9930,0.9980,0.5120,0.9970,0.9850,0.9970
rtree,HA,0.3,3,0.5200,0.9330,1.0000,0.9990,0.9960,0.9990,0.9980,0.5010,0.9990
rtree,HA,0.3,4,0.9860,0.9960,1.0000,0.9320,0.9680,0.4890,0.9940,0.5230,0.9950
rtree,HA,0.3,5,0.4940,0.9940,1.0000,0.5090,0.9880,0.5090,0.9880,0.9930,0.9880
rtree,HA,0.3,6,0.9810,0.5050,1.0000,0.9910,0.9850,0.5060,0.9850,0.9980,0.9950
rtree,HA,0.3,7,0.4900,0.9880,1.0000,0.9690,0.9940,0.9790,0.5060,0.9830,0.9790
rtree,HA,0.3,8,0.4960,0.9950,1.0000,0.9750,0.9960,0.9960,0.5000,0.9970,0.9650
rtree,HA,0.3,9,0.9790,0.5260,1.0000,0.5010,0.9890,1.0000,1.0000,1.0000,0.9980
rtree,HA,0.3,10,0.4850,0.9840,1.0000,0.9620,0.9930,0.9870,0.5840,0.9850,0.5100
rtree,HA,0.3,11,0.9950,0.6150,1.0000,0.4900,0.9880,0.9960,0.7580,0.8270,0.8180
rtree,HA,0.3,12,1.0000,0.5040,1.0000,0.9960,0.9990,0.9940,0.9990,0.9910,0.5040
rtree,HA,0.3,13,0.5040,0.9970,1.0000,0.9930,0.5080,0.9760,0.9530,0.9840,0.9230
rtree,HA,0.3,14,0.9910,0.4950,1.0000,0.9950,0.9810,0.5010,0.9930,0.9960,0.9940
rtree,HA,0.3,15,0.4900,0.9750,1.0000,0.9930,0.5040,0.9980,0.9980,0.9560,0.8670
rtree,HA,0.3,16,0.9880,0.9950,1.0000,0.6420,0.9930,0.9030,0.9480,0.5030,0.4930
rtree,HA,0.3,17,0.9970,0.9730,1.0000,0.9310,0.9720,0.9890,0.9950,0.5000,0.4970
rtree,HA,0.3,18,0.5020,0.9980,1.0000,0.9880,0.9930,0.9920,0.7060,0.9990,0.4980
rtree,HA,0.3,19,0.9970,0.9930,1.0000,0.9790,0.4990,0.9930,0.4970,0.9590,0.9960
rtree,HA,0.3,20,0.9950,0.9820,1.0000,0.9980,0.9960,0.9980,0.9980,0.5020,0.5020
rtree,HA,1.5,1,0.9240,0.7080,1.0000,0.6670,0.4990,0.4360,0.0480,0.2080,0.4070
rtree,HA,1.5,2,0.9390,0.8370,1.0000,0.8910,0.8200,0.9580,0.2660,0.1760,0.1010
rtree,HA,1.5,3,0.9620,0.6080,1.0000,0.9790,0.9560,0.7450,0.5770,0.4290,0.3920
rtree,HA,1.5,4,0.9580,0.7490,1.0000,0.6410,0.5900,0.7590,0.0780,0.1700,0.5740
rtree,HA,1.5,5,0.8150,0.6190,1.0000,0.8150,0.9280,0.6350,0.8960,0.2970,0.5820
rtree,HA,1.5,6,0.7380,0.7210,1.0000,0.9510,0.8630,0.4580,0.3730,0.2260,0.4950
rtree,HA,1.5,7,0.9390,0.5160,1.0000,0.8860,0.6620,0.1590,0.2760,0.0950,0.0730
rtree,HA,1.5,8,0.8160,0.7700,1.0000,0.8960,0.7910,0.7000,0.5730,0.6650,0.5000
rtree,HA,1.5,9,0.9280,0.5000,1.0000,0.7380,0.9200,0.4500,0.7750,0.6120,0.5160
rtree,HA,1.5,10,0.9510,0.8130,1.0000,0.8400,0.9730,0.6150,0.5360,0.1720,0.1690
rtree,HA,1.5,11,0.9490,0.9300,1.0000,0.9630,0.7890,0.6370,0.0170,0.8500,0.1810
rtree,HA,1.5,12,0.9370,0.6410,1.0000,0.6790,0.8860,0.1940,0.2630,0.5480,0.1760
rtree,HA,1.5,13,0.7640,0.3560,1.0000,0.7590,0.7890,0.2850,0.0320,0.4230,0.1540
rtree,HA,1.5,14,0.7890,0.6410,1.0000,0.8170,0.6290,0.6790,0.3590,0.3910,0.2550
rtree,HA,1.5,15,0.9760,0.9370,1.0000,0.9190,0.8880,0.5940,0.1010,0.3270,0.0830
rtree,HA,1.5,16,0.9690,0.7590,1.0000,0.4760,0.7970,0.5730,0.2520,0.1110,0.7110
rtree,HA,1.5,17,0.8270,0.3980,1.0000,0.9800,0.9210,0.7540,0.3390,0.8060,0.1990
rtree,HA,1.5,18,0.9470,0.3630,1.0000,0.8990,0.8420,0.3770,0.0470,0.1900,0.1370
rtree,HA,1.5,19,0.7200,0.6500,1.0000,0.9180,0.8060,0.8110,0.2380,0.2920,0.3410
rtree,HA,1.5,20,0.9220,0.2320,1.0000,0.8150,0.6360,0.4320,0.6650,0.3130,0.1800
rtree,HA,0.75,1,0.8230,0.9930,1.0000,0.9250,0.7660,0.3610,0.3600,0.9880,1.0000
rtree,HA,0.75,2,0.8050,0.8710,0.9220,0.9990,1.0000,0.1110,0.1110,0.5890,1.0000
rtree,HA,0.75,3,0.5980,0.8800,1.0000,0.5980,0.5980,0.5980,0.3990,0.9760,0.5980
rtree,HA,0.75,4,0.9970,0.9630,1.0000,0.9990,0.9980,1.0000,0.4800,0.5220,0.9990
rtree,HA,0.75,5,1.0000,0.5030,1.0000,0.9730,0.9800,0.5130,0.9900,0.9930,0.9170
rtree,HA,0.75,6,0.4800,0.9990,0.9850,0.9910,0.9750,1.0000,0.5190,0.9990,0.9980
rtree,HA,0.75,7,0.5100,0.9660,1.0000,0.9990,0.9990,0.9930,0.9990,0.9890,0.5300
rtree,HA,0.75,8,0.4880,0.9900,1.0000,0.9630,0.5110,0.9950,0.9890,0.9900,0.9810
rtree,HA,0.75,9,0.9600,0.7420,1.0000,0.9980,0.7530,0.9880,0.9960,0.3030,0.9810
rtree,HA,0.75,10,0.5210,0.9970,1.0000,0.9970,0.9890,0.9540,0.9670,0.9790,0.4770
rtree,HA,0.75,11,0.9840,0.7440,1.0000,0.9860,0.7500,0.1110,0.1110,0.9880,0.9920
rtree,HA,0.75,12,0.9820,0.7530,1.0000,0.9990,0.7460,0.9990,0.1430,0.9920,0.9980
rtree,HA,0.75,13,0.4790,0.8050,1.0000,0.9950,0.9930,0.9950,0.5170,0.9950,0.9930
rtree,HA,0.75,14,0.9930,0.7530,1.0000,0.9940,0.9790,0.4390,0.4400,0.9940,0.7450
rtree,HA,0.75,15,0.8910,0.9980,1.0000,1.0000,1.0000,0.8890,0.4520,0.3610,1.0000
rtree,HA,0.75,16,0.9360,0.9720,1.0000,0.9940,0.4990,0.7170,0.9750,0.5010,0.9800
rtree,HA,0.75,17,0.7510,0.2260,1.0000,0.7480,0.9970,0.9950,0.9980,0.9840,0.2260
rtree,HA,0.75,18,0.5130,0.9780,1.0000,0.4850,0.9820,0.9820,0.9720,0.9890,0.9700
rtree,HA,0.75,19,0.9430,0.9990,1.0000,0.9990,1.0000,0.3960,0.8740,0.8510,0.3490
rtree,HA,0.75,20,0.9980,1.0000,0.8200,0.7530,1.0000,0.9200,0.9950,0.2480,1.0000
rtree,HIV,0.03,1,0.9970,0.9990,0.9950,0.9990,0.5270,1.0000,0.9660,0.9430,0.9010
rtree,HIV,0.03,2,1.0000,0.5230,1.0000,0.9890,0.9840,0.9940,0.9940,0.9900,0.5390
rtree,HIV,0.03,3,0.9830,0.9960,1.0000,1.0000,0.9990,1.0000,1.0000,0.5270,0.5110
rtree,HIV,0.03,4,0.9950,0.9870,1.0000,0.9990,0.9990,0.5330,0.5360,0.9990,0.9990
rtree,HIV,0.03,5,0.9980,1.0000,1.0000,0.9980,0.9960,1.0000,0.5420,0.5140,1.0000
rtree,HIV,0.03,6,0.8380,0.9820,1.0000,0.8740,0.9950,0.7220,0.9960,0.6760,0.9790
rtree,HIV,0.03,7,0.9920,0.9930,1.0000,1.0000,0.5190,0.9980,1.0000,0.6040,0.5130
rtree,HIV,0.03,8,0.9750,0.9920,1.0000,0.6110,1.0000,0.8290,0.6740,0.9950,1.0000
rtree,HIV,0.03,9,0.9640,0.9950,1.0000,0.9990,0.5150,1.0000,0.9990,0.5250,0.9990
rtree,HIV,0.03,10,0.5230,1.0000,1.0000,0.9940,0.5470,0.9830,0.9990,0.9980,0.9990
rtree,HIV,0.03,11,0.9760,0.9590,0.6340,0.9990,0.9990,0.9870,0.6330,1.0000,1.0000
rtree,HIV,0.03,12,0.9960,0.9880,1.0000,1.0000,0.9730,1.0000,0.5260,0.5310,0.9990
rtree,HIV,0.03,13,1.0000,1.0000,1.0000,0.9950,1.0000,0.5130,0.5200,0.9930,0.9990
rtree,HIV,0.03,14,0.9990,0.9990,1.0000,0.9950,0.9830,1.0000,0.5930,0.5180,0.9520
rtree,HIV,0.03,15,0.9520,0.9910,1.0000,0.9860,1.0000,0.9980,0.9990,0.5130,0.5180
rtree,HIV,0.03,16,0.9970,0.9970,1.0000,0.9980,1.0000,0.5340,1.0000,0.5200,0.9910
rtree,HIV,0.03,17,1.0000,1.0000,1.0000,0.5230,0.9920,1.0000,0.9970,1.0000,0.5090
rtree,HIV,0.03,18,0.5610,0.9920,1.0000,0.9540,0.9690,0.9860,0.5810,0.9820,1.0000
rtree,HIV,0.03,19,1.0000,1.0000,1.0000,0.9940,1.0000,0.5010,1.0000,1.0000,0.5330
rtree,HIV,0.03,20,0.9960,0.9980,1.0000,0.9900,0.9470,0.9970,0.9970,0.5530,0.5430
rtree,HIV,0.3,1,0.4850,0.9950,1.0000,0.9350,0.8890,0.9980,0.5150,0.9960,0.9970
rtree,HIV,0.3,2,0.5290,0.9990,1.0000,0.9870,1.0000,0.9480,0.9970,1.0000,0.5160
rtree,HIV,0.3,3,0.9990,0.9980,1.0000,0.9980,0.8650,0.9990,0.5120,0.4890,0.9990
rtree,HIV,0.3,4,1.0000,0.5050,1.0000,0.9860,1.0000,0.9800,0.9990,1.0000,0.5270
rtree,HIV,0.3,5,0.9730,0.6520,1.0000,0.8210,0.5090,0.9830,0.9850,1.0000,1.0000
rtree,HIV,0.3,6,0.9980,0.4920,1.0000,0.9980,0.5130,0.9940,1.0000,0.9990,0.9990
rtree,HIV,0.3,7,0.9990,1.0000,1.0000,0.5220,0.8120,0.9670,0.9910,0.5070,1.0000
rtree,HIV,0.3,8,1.0000,0.9520,1.0000,0.9990,0.9380,1.0000,0.5090,0.4980,1.0000
rtree,HIV,0.3,9,0.5200,0.9990,1.0000,1.0000,0.5020,0.9810,0.8900,0.9680,0.9990
rtree,HIV,0.3,10,1.0000,0.9680,1.0000,0.9970,0.9810,0.9970,0.5090,0.5040,1.0000
rtree,HIV,0.3,11,0.9770,0.9880,1.0000,0.5370,0.5330,0.9540,1.0000,0.9840,1.0000
rtree,HIV,0.3,12,0.5670,0.9130,1.0000,0.9600,0.9980,0.9840,0.9990,0.9990,0.5070
rtree,HIV,0.3,13,1.0000,0.9850,1.0000,0.9950,0.9990,0.9950,0.9950,0.4960,0.5140
rtree,HIV,0.3,14,1.0000,1.0000,1.0000,0.9960,1.0000,0.5580,0.4980,0.9360,1.0000
rtree,HIV,0.3,15,0.8720,0.5960,1.0000,0.9850,0.4910,0.9970,1.0000,0.9970,1.0000
rtree,HIV,0.3,16,1.0000,0.9420,1.0000,1.0000,0.9990,0.7490,0.5100,0.7230,1.0000
rtree,HIV,0.3,17,0.8620,0.9960,1.0000,0.6000,0.5300,0.9950,1.0000,0.9990,0.9980
rtree,HIV,0.3,18,0.5050,0.9990,1.0000,0.5520,0.9990,0.9870,0.9990,0.9980,0.9480
rtree,HIV,0.3,19,0.7490,0.9990,1.0000,0.5150,0.9040,0.7090,1.0000,0.9980,0.9870
rtree,HIV,0.3,20,1.0000,0.9510,1.0000,0.9990,0.9950,0.9840,0.9990,0.5210,0.5110
rtree,HIV,1.5,1,0.8630,0.7780,1.0000,0.7190,0.8020,0.7150,0.0000,0.0090,0.0190
rtree,HIV,1.5,2,0.6850,0.5810,1.0000,0.5730,0.7010,0.2430,0.0000,0.3380,0.0630
rtree,HIV,1.5,3,0.8400,0.8170,1.0000,0.9380,0.7740,0.1770,0.0020,0.0650,0.1650
rtree,HIV,1.5,4,0.9190,0.5910,1.0000,0.4260,0.8780,0.8730,0.0580,0.0060,0.1730
rtree,HIV,1.5,5,0.6960,0.6410,1.0000,0.8700,0.8210,0.2030,0.0000,0.2180,0.0370
rtree,HIV,1.5,6,0.8930,0.8440,0.9580,1.0000,0.9150,0.6240,0.0000,0.0300,0.1280
rtree,HIV,1.5,7,0.6980,0.2280,1.0000,0.7840,0.6060,0.3150,0.0000,0.3120,0.0670
rtree,HIV,1.5,8,0.8830,0.5320,1.0000,0.4000,0.7690,0.8030,0.0000,0.0450,0.0760
rtree,HIV,1.5,9,0.7790,0.4510,1.0000,0.8810,0.8700,0.5110,0.0470,0.2490,0.2670
rtree,HIV,1.5,10,0.7590,0.5550,1.0000,0.7820,0.5480,0.0450,0.0000,0.3630,0.1110
rtree,HIV,1.5,11,0.7670,0.4490,1.0000,0.8740,0.5410,0.5220,0.0000,0.5140,0.0610
rtree,HIV,1.5,12,0.9300,0.6760,1.0000,0.8110,0.8010,0.7350,0.0000,0.2770,0.3370
rtree,HIV,1.5,13,0.8600,0.5680,1.0000,0.9190,0.9040,0.6050,0.0000,0.3210,0.1490
rtree,HIV,1.5,14,0.8910,0.3630,1.0000,0.5500,0.4130,0.0200,0.0000,0.1760,0.1120
rtree,HIV,1.5,15,0.6590,0.2320,1.0000,0.7250,0.6670,0.3170,0.0000,0.0960,0.0050
rtree,HIV,1.5,16,0.2800,0.1070,1.0000,0.7330,0.7280,0.7230,0.0180,0.2510,0.0060
rtree,HIV,1.5,17,0.8320,0.7370,1.0000,0.5710,0.5900,0.2870,0.0000,0.0990,0.0800
rtree,HIV,1.5,18,0.9250,0.4750,1.0000,0.8850,0.7280,0.4540,0.0000,0.3140,0.1330
rtree,HIV,1.5,19,0.6850,0.6060,1.0000,0.8500,0.6780,0.5190,0.0280,0.2120,0.0070
rtree,HIV,1.5,20,0.8380,0.6250,1.0000,0.8560,0.6280,0.1390,0.0120,0.1360,0.0220
rtree,HIV,0.75,1,0.4040,0.4040,1.0000,0.4040,0.9870,0.9850,0.8120,0.7870,0.4030
rtree,HIV,0.75,2,0.9910,0.7710,1.0000,0.9990,0.9660,0.8260,0.0010,0.9410,0.9900
rtree,HIV,0.75,3,0.8940,0.9780,1.0000,0.9580,0.9890,0.9510,0.1370,0.0520,0.9810
rtree,HIV,0.75,4,1.0000,0.7770,0.8230,1.0000,1.0000,0.9250,0.9990,0.0400,0.9840
rtree,HIV,0.75,5,0.7690,0.9600,1.0000,0.7750,1.0000,0.9770,0.7610,0.7850,0.9670
rtree,HIV,0.75,6,0.9690,0.9990,1.0000,0.8980,0.9980,0.9910,0.0110,0.2500,0.8870
rtree,HIV,0.75,7,0.9940,0.5380,1.0000,0.9670,1.0000,0.5700,1.0000,0.9620,0.9290
rtree,HIV,0.75,8,0.8780,0.9980,1.0000,0.6860,0.5250,1.0000,0.9930,0.9190,0.9960
rtree,HIV,0.75,9,0.9950,0.7770,1.0000,0.9700,0.9970,0.9990,0.8100,0.0450,0.9620
rtree,HIV,0.75,10,0.8870,0.9980,1.0000,1.0000,0.8150,0.4030,0.0500,0.9490,0.9960
rtree,HIV,0.75,11,1.0000,0.8310,1.0000,0.9120,0.9550,0.8450,0.9800,0.1220,1.0000
rtree,HIV,0.75,12,0.8690,0.9800,1.0000,0.9900,0.9470,0.1780,0.1280,0.6310,0.9250
rtree,HIV,0.75,13,0.9810,0.5470,1.0000,0.9990,0.9850,0.5140,0.9950,0.9760,0.9870
rtree,HIV,0.75,14,0.8670,0.9580,1.0000,0.9980,0.7780,0.9980,0.0030,0.9210,0.9830
rtree,HIV,0.75,15,0.8930,0.9860,1.0000,0.8710,0.9970,0.8930,0.0330,0.9030,0.9630
rtree,HIV,0.75,16,1.0000,0.9100,1.0000,0.9520,0.9970,0.9530,0.1400,0.0430,0.9180
rtree,HIV,0.75,17,1.0000,0.8760,1.0000,0.8710,0.8160,0.9940,0.0060,0.9730,0.9920
rtree,HIV,0.75,18,0.4000,0.4000,1.0000,0.8660,0.9940,0.9080,0.3280,0.3280,0.4010
rtree,HIV,0.75,19,0.9830,0.4180,1.0000,0.7890,0.8130,1.0000,1.0000,0.9720,0.4170
rtree,HIV,0.75,20,0.8910,0.9930,1.0000,0.8660,0.9960,0.3290,0.0090,0.9720,0.9650
