name,model,optim,logl,k,AIC,AICc,BIC,rf_pandit,rf_q1,treelength
PF04385,poisson,optimizedtruetree,-11465.1256,133,23196.2512,58840.2512,23566.9876,0,80,45.12826802880001
PF04385,q1,inferredtree,-10426.2728,153,21158.5455,68282.5455,21585.0317,80,0,54.64078964820001
PF04385,q5,optimizedtruetree,-11436.7641,134,23141.5283,59321.5283,23515.0522,0,80,105.37846624049992
PF04385,q5,inferredtree,-11379.2175,134,23026.4350,59206.4350,23399.9589,86,96,102.83261497350003
PF04385,q1,optimizedtruetree,-10434.4640,153,21174.9280,68298.9280,21601.4142,0,80,54.6899655163
PF04385,pogofit,inferredtree,-10182.9794,134,20633.9588,56813.9588,21007.4827,60,78,57.024394748999974
PF04385,q4,inferredtree,-10751.9824,153,21809.9647,68933.9647,22236.4510,76,94,78.78339026549999
PF01523,pogofit,inferredtree,-15547.7716,44,31183.5432,31197.5857,31350.3014,16,16,30.199043465700008
PF01523,q1,optimizedtruetree,-15781.2188,45,31652.4376,31667.1707,31822.9858,0,18,23.0402444428
PF01523,q5,optimizedtruetree,-17410.7609,43,34907.5219,34920.8929,35070.4901,0,18,68.46097067900003
PF01523,q4,optimizedtruetree,-16423.9379,63,32973.8758,33004.5374,33212.6433,0,18,45.65960070899998
PF01523,pogofit,optimizedtruetree,-15557.4071,44,31202.8143,31216.8568,31369.5725,0,18,29.922433702599996
PF01523,q1,inferredtree,-15772.2908,45,31634.5816,31649.3147,31805.1298,18,0,23.201371305500004
PF01523,q3,inferredtree,-16076.9838,64,32281.9676,32313.7233,32524.5250,16,18,66.81306970419999
PF01523,q2,inferredtree,-15962.7570,43,32011.5141,32024.8851,32174.4823,8,16,21.783246757999997
PF01523,poisson,inferredtree,-16981.1509,43,34048.3019,34061.6729,34211.2702,20,20,18.3207972995
PF01523,q4,inferredtree,-16413.2669,63,32952.5339,32983.1955,33191.3014,14,16,45.2866936051
PF01523,q5,inferredtree,-17404.7240,43,34895.4480,34908.8190,35058.4163,14,20,68.42299151760001
PF01523,q2,optimizedtruetree,-15971.2018,43,32028.4037,32041.7747,32191.3720,0,18,21.858385796599997
PF01523,q3,optimizedtruetree,-16083.9061,64,32295.8121,32327.5679,32538.3696,0,18,65.53945943219999
PF01523,poisson,optimizedtruetree,-17005.4679,43,34096.9357,34110.3067,34259.9040,0,18,18.5945865465
PF03610,q2,optimizedtruetree,-8219.6596,70,16579.3192,16747.7938,16780.0466,0,14,25.068380486300008
PF03610,pogofit,optimizedtruetree,-7915.0450,70,15970.0901,16138.5647,16170.8175,0,14,232.91082672129994
PF03610,q4,inferredtree,-8523.7251,71,17189.4502,17365.7261,17393.0451,22,14,43.0059844583
PF03610,poisson,inferredtree,-9088.6905,69,18315.3809,18476.3809,18513.2408,26,28,20.850087313799992
PF03610,q5,inferredtree,-9075.3824,69,18288.7648,18449.7648,18486.6247,22,20,46.76203001709999
PF03610,q3,inferredtree,-8274.1506,89,16726.3011,17126.8011,16981.5117,12,18,40.23161249569999
PF03610,q2,inferredtree,-8211.9618,70,16563.9236,16732.3981,16764.6510,12,12,24.762242095500007
PF03610,q1,inferredtree,-8036.1913,71,16214.3826,16390.6585,16417.9776,14,0,31.3284091173
PF03610,q3,optimizedtruetree,-8282.2435,89,16742.4870,17142.9870,16997.6976,0,14,40.6800206864
PF03610,poisson,optimizedtruetree,-9100.9467,69,18339.8934,18500.8934,18537.7533,0,14,21.2421464586
PF03610,pogofit,inferredtree,-7913.8994,70,15967.7988,16136.2734,16168.5262,14,6,234.7517206510999
PF03610,q1,optimizedtruetree,-8038.6835,71,16219.3670,16395.6428,16422.9619,0,14,31.5127373148
PF03610,q5,optimizedtruetree,-9102.1924,69,18342.3848,18503.3848,18540.2447,0,14,48.3494508701
PF03610,q4,optimizedtruetree,-8534.5283,71,17211.0566,17387.3325,17414.6516,0,14,43.913291240899994
PF00622,poisson,optimizedtruetree,-20171.5819,143,40629.1638,41058.1638,41126.8952,0,58,43.31682743319999
PF00622,q3,optimizedtruetree,-19089.8570,144,38467.7139,38907.2929,38968.9259,0,58,60.544726010600016
PF00622,q2,optimizedtruetree,-18960.6135,144,38209.2270,38648.8060,38710.4390,0,58,54.421818146299984
PF00622,poisson,inferredtree,-20112.0284,143,40510.0567,40939.0567,41007.7881,74,68,42.65971200999998
PF00622,pogofit,optimizedtruetree,-18469.9463,144,37227.8927,37667.4716,37729.1047,0,58,66.53135648909998
PF00622,q4,inferredtree,-19483.3320,145,39256.6640,39707.0895,39761.3566,54,42,132.94554341419993
PF00622,q4,optimizedtruetree,-19522.7824,145,39335.5649,39785.9904,39840.2575,0,58,136.70236415409994
PF00622,q5,inferredtree,-20804.4084,143,41894.8167,42323.8167,42392.5481,64,60,124.30627862070007
PF00622,q3,inferredtree,-19066.1304,144,38420.2607,38859.8396,38921.4727,36,44,60.450130109400014
PF00622,q2,inferredtree,-18934.7804,144,38157.5608,38597.1398,38658.7728,36,30,53.95489275780002
PF00622,q1,inferredtree,-18664.3290,164,37656.6580,38378.2580,38227.4828,58,0,56.05254499480003
PF00622,q5,optimizedtruetree,-20853.3708,143,41992.7417,42421.7417,42490.4730,0,58,125.97364480319995
PF00622,pogofit,inferredtree,-18440.9262,144,37169.8525,37609.4314,37671.0645,54,32,66.41453772169999
PF00622,q1,optimizedtruetree,-18689.5368,164,37707.0737,38428.6737,38277.8985,0,58,56.26954712499998
PF01486,q5,inferredtree,-10446.2622,127,21146.5244,53658.5244,21489.4854,34,28,54.2064261577
PF01486,q4,inferredtree,-10020.3081,146,20332.6162,63256.6162,20726.8863,28,34,26.689914009399995
PF01486,q3,optimizedtruetree,-9844.8537,146,19981.7075,62905.7075,20375.9776,0,32,29.009402692300007
PF01486,q1,inferredtree,-9465.3875,128,19186.7749,52210.7749,19532.4364,32,0,29.017426893499998
PF01486,q2,inferredtree,-9668.2487,147,19630.4974,63142.4974,20027.4680,42,24,33.52723861350001
PF01486,pogofit,optimizedtruetree,-9223.5622,128,18703.1243,51727.1243,19048.7858,0,32,35.51149781280001
PF01486,q3,inferredtree,-9817.4687,146,19926.9373,62850.9373,20321.2074,40,22,29.054436991299987
PF01486,q2,optimizedtruetree,-9693.0828,147,19680.1656,63192.1656,20077.1362,0,32,34.30229248729999
PF01486,poisson,inferredtree,-10887.5624,127,22029.1248,54541.1248,22372.0858,34,40,24.166477116100012
PF01486,q4,optimizedtruetree,-10042.6224,146,20377.2448,63301.2448,20771.5149,0,32,26.657347487099997
PF01486,poisson,optimizedtruetree,-10931.6462,127,22117.2925,54629.2925,22460.2535,0,32,24.625889499400003
PF01486,q5,optimizedtruetree,-10494.6714,127,21243.3428,53755.3428,21586.3038,0,32,55.295931173400035
PF01486,q1,optimizedtruetree,-9482.4784,128,19220.9569,52244.9569,19566.6183,0,32,29.843311859300005
PF01486,pogofit,inferredtree,-9207.4813,128,18670.9626,51694.9626,19016.6241,34,22,34.9712750128
PF03364,q5,inferredtree,-31093.6933,206,62599.3867,64044.8782,63337.5869,94,88,250.98745137589987
PF03364,q4,inferredtree,-28584.9367,226,57621.8734,60252.7452,58431.7435,82,92,128.42441542589995
PF03364,q1,inferredtree,-27395.3541,225,55240.7081,57783.2081,56046.9948,82,0,111.14202771600004
PF03364,q3,optimizedtruetree,-28078.7052,206,56569.4105,58014.9020,57307.6107,0,82,96.96308456660002
PF03364,q2,inferredtree,-27701.0848,226,55854.1695,58485.0413,56664.0397,58,72,109.20252584879998
PF03364,q3,inferredtree,-28049.2793,206,56510.5586,57956.0501,57248.7588,70,38,95.24940413379996
PF03364,poisson,inferredtree,-29775.0583,205,59960.1165,61367.7832,60694.7332,84,86,67.76032058039998
PF03364,pogofit,optimizedtruetree,-27204.5021,206,54821.0043,56266.4958,55559.2045,0,82,100.82399233589993
PF03364,q2,optimizedtruetree,-27745.3189,226,55942.6378,58573.5096,56752.5080,0,82,111.97757915840002
PF03364,q4,optimizedtruetree,-28650.9999,226,57753.9998,60384.8716,58563.8700,0,82,130.3351409101
PF03364,poisson,optimizedtruetree,-29842.3114,205,60094.6229,61502.2896,60829.2396,0,82,69.22487305350003
PF03364,q5,optimizedtruetree,-31163.0689,206,62738.1378,64183.6293,63476.3380,0,82,261.81292661590015
PF03364,pogofit,inferredtree,-27169.5437,206,54751.0873,56196.5789,55489.2876,74,48,99.96890459090002
PF03364,q1,optimizedtruetree,-27438.4066,225,55326.8132,57869.3132,56133.0998,0,82,111.2788725226
PF00787,q2,inferredtree,-20150.1504,165,40630.3008,40997.9519,41249.4753,78,74,144.12983665830006
PF00787,q1,optimizedtruetree,-20003.2680,165,40336.5360,40704.1870,40955.7104,0,60,74.43892123639999
PF00787,pogofit,inferredtree,-19764.0029,146,39820.0058,40075.5058,40367.8814,54,48,80.78673952780002
PF00787,q3,inferredtree,-20380.3039,164,41088.6078,41449.4078,41704.0298,60,56,76.60931628659999
PF00787,q5,optimizedtruetree,-22258.5979,146,44809.1958,45064.6958,45357.0714,0,60,184.08840668049993
PF00787,q1,inferredtree,-19937.0696,165,40204.1392,40571.7902,40823.3137,60,0,68.68313591710005
PF00787,q5,inferredtree,-22155.5838,146,44603.1676,44858.6676,45151.0432,68,68,175.4876826158001
PF00787,q4,inferredtree,-20793.1723,165,41916.3446,42283.9956,42535.5191,60,58,88.76671031720001
PF00787,poisson,optimizedtruetree,-21551.3582,145,43392.7164,43643.2489,43936.8394,0,60,55.060226422199996
PF00787,q4,optimizedtruetree,-20856.1611,165,42042.3222,42409.9732,42661.4967,0,60,91.02370960639998
PF00787,poisson,inferredtree,-21477.4296,145,43244.8592,43495.3918,43788.9823,68,56,54.0455244163
PF00787,q2,optimizedtruetree,-20235.0521,165,40800.1042,41167.7552,41419.2787,0,60,120.39791244140001
PF00787,pogofit,optimizedtruetree,-19808.5509,146,39909.1017,40164.6017,40456.9773,0,60,81.47925355929998
PF00787,q3,optimizedtruetree,-20434.5521,164,41197.1043,41557.9043,41812.5262,0,60,78.51646812280002
PF02826,q4,optimizedtruetree,-61527.9298,343,123741.8597,359725.8597,124955.1653,0,182,161.60329420019985
PF02826,q3,inferredtree,-59421.1128,361,119564.2255,380928.2255,120841.2032,218,212,167.02969865140005
PF02826,q2,inferredtree,-58371.5173,361,117465.0346,378829.0346,118742.0122,208,184,149.6557379968
PF02826,q1,inferredtree,-57006.9242,342,114697.8484,349309.8484,115907.6167,182,0,141.16017382419992
PF02826,q4,inferredtree,-61290.5244,343,123267.0488,359251.0488,124480.3545,198,170,161.49836633809986
PF02826,q5,inferredtree,-66825.9811,342,134335.9622,368947.9622,135545.7306,230,228,243.99414412260006
PF02826,poisson,optimizedtruetree,-64345.2651,341,129372.5302,362616.5302,130578.7611,0,182,98.0691121105001
PF02826,q1,optimizedtruetree,-57140.0332,342,114964.0663,349576.0663,116173.8346,0,182,134.60982456040003
PF02826,pogofit,inferredtree,-56345.3728,342,113374.7455,347986.7455,114584.5139,182,184,124.86996298430006
PF02826,q5,optimizedtruetree,-67219.3763,342,135122.7526,369734.7526,136332.5209,0,182,247.9674361313999
PF02826,q3,optimizedtruetree,-59574.3489,361,119870.6978,381234.6978,121147.6755,0,182,172.4068689437001
PF02826,pogofit,optimizedtruetree,-56449.8037,342,113583.6075,348195.6075,114793.3758,0,182,124.44086102999995
PF02826,poisson,inferredtree,-64119.8433,341,128921.6865,362165.6865,130127.9175,202,248,97.08011104329998
PF02826,q2,optimizedtruetree,-58463.5479,361,117649.0958,379013.0958,118926.0734,0,182,114.17576183149984
PF03065,pogofit,optimizedtruetree,-17521.6756,44,35131.3512,35137.8218,35328.8093,0,8,23.875761693799998
PF03065,q4,optimizedtruetree,-18288.0116,64,36704.0231,36718.0772,36991.2349,0,8,33.407312110300005
PF03065,q5,optimizedtruetree,-19560.0915,44,39208.1830,39214.6535,39405.6411,0,8,49.0374728143
PF03065,pogofit,inferredtree,-17519.3737,44,35126.7474,35133.2179,35324.2055,8,0,24.155392403799993
PF03065,q1,optimizedtruetree,-17695.9812,63,35517.9624,35531.5610,35800.6865,0,8,20.2007089494
PF03065,q3,optimizedtruetree,-18051.8805,45,36193.7610,36200.5367,36395.7067,0,8,31.14853746540001
PF03065,poisson,optimizedtruetree,-19053.2559,43,38192.5117,38198.6846,38385.4821,0,8,14.911302866400002
PF03065,q4,inferredtree,-18279.4282,64,36686.8565,36700.9105,36974.0682,10,4,33.96281377140001
PF03065,q5,inferredtree,-19552.7759,44,39193.5518,39200.0224,39391.0099,4,8,48.8088863921
PF03065,q1,inferredtree,-17692.4396,63,35510.8791,35524.4778,35793.6032,8,0,20.420879239399994
PF03065,q2,optimizedtruetree,-17880.8386,43,35847.6771,35853.8501,36040.6475,0,8,16.878370723899998
PF03065,q3,inferredtree,-18043.7237,45,36177.4474,36184.2232,36379.3932,8,0,31.550268609499998
PF03065,poisson,inferredtree,-19053.2555,43,38192.5110,38198.6839,38385.4814,0,8,14.913792454099998
PF03065,q2,inferredtree,-17878.3877,43,35842.7754,35848.9484,36035.7458,6,8,16.965042253700002
PF06458,pogofit,optimizedtruetree,-22240.3339,290,45060.6678,213840.6678,46024.3407,0,160,109.2855125268
PF06458,q3,optimizedtruetree,-23487.2437,290,47554.4873,216334.4873,48518.1602,0,160,79.43891804460003
PF06458,poisson,inferredtree,-25035.3990,289,50648.7979,218268.7979,51609.1478,180,182,72.69323989430002
PF06458,q2,optimizedtruetree,-23086.7327,309,46791.4655,238371.4655,47818.2756,0,160,96.62005281540009
PF06458,q4,optimizedtruetree,-24190.4766,308,48996.9532,239340.9532,50020.4403,0,160,125.14681630479996
PF06458,poisson,optimizedtruetree,-25206.6139,289,50991.2278,218611.2278,51951.5777,0,160,74.70541875209999
PF06458,q4,inferredtree,-24067.0496,308,48750.0991,239094.0991,49773.5862,152,150,122.59979923289995
PF06458,q5,inferredtree,-26762.6584,290,54105.3168,222885.3168,55068.9897,170,178,151.5727945296
PF06458,q1,optimizedtruetree,-22576.1402,310,45772.2803,238592.2803,46802.4134,0,160,96.2945738138999
PF06458,pogofit,inferredtree,-22137.9322,290,44855.8645,213635.8645,45819.5374,160,152,106.35620206100003
PF06458,q3,inferredtree,-23385.6007,290,47351.2015,216131.2015,48314.8744,148,148,77.7719766673
PF06458,q2,inferredtree,-22973.1140,309,46564.2280,238144.2280,47591.0380,158,134,95.42877138509994
PF06458,q5,optimizedtruetree,-26953.2282,290,54486.4565,223266.4565,55450.1294,0,160,155.79962850919998
PF06458,q1,inferredtree,-22465.5021,310,45551.0043,238371.0043,46581.1373,160,0,97.2374650149
PF01521,poisson,inferredtree,-6187.4676,55,12484.9352,12563.9095,12644.3164,24,26,13.8018980934
PF01521,q2,optimizedtruetree,-5453.5172,75,11057.0345,11253.5862,11274.3725,0,14,22.715269559199996
PF01521,poisson,optimizedtruetree,-6209.7007,55,12529.4015,12608.3758,12688.7826,0,14,14.0056582452
PF01521,q3,optimizedtruetree,-5630.8483,55,11371.6966,11450.6710,11531.0778,0,14,15.852236364999996
PF01521,q1,optimizedtruetree,-5361.8830,56,10835.7661,10918.6752,10998.0451,0,14,19.8037824266
PF01521,pogofit,inferredtree,-5253.1768,56,10618.3536,10701.2627,10780.6326,18,4,20.660834119699995
PF01521,pogofit,optimizedtruetree,-5255.6172,56,10623.2344,10706.1435,10785.5135,0,14,20.882502552800002
PF01521,q5,optimizedtruetree,-6276.4836,56,12664.9672,12747.8763,12827.2462,0,14,29.724090089300002
PF01521,q4,optimizedtruetree,-5757.9084,57,11629.8167,11716.8167,11794.9936,0,14,31.56928593489999
PF01521,q1,inferredtree,-5357.3982,56,10826.7964,10909.7055,10989.0754,14,0,19.792341823500003
PF01521,q2,inferredtree,-5446.1550,75,11042.3100,11238.8617,11259.6480,16,8,23.553946398999994
PF01521,q3,inferredtree,-5627.5597,55,11365.1194,11444.0937,11524.5005,10,18,15.8334381707
PF01521,q5,inferredtree,-6264.1525,56,12640.3050,12723.2141,12802.5841,20,22,29.648463525799997
PF01521,q4,inferredtree,-5747.6371,57,11609.2743,11696.2743,11774.4512,18,14,32.00123761009999
PF07738,pogofit,inferredtree,-6842.1833,52,13788.3666,13840.3666,13947.9496,14,22,24.081088578599996
PF07738,q1,optimizedtruetree,-6973.2244,52,14050.4487,14102.4487,14210.0317,0,24,24.926987907400004
PF07738,q5,optimizedtruetree,-7870.1435,52,15844.2871,15896.2871,16003.8701,0,24,38.9240086995
PF07738,poisson,optimizedtruetree,-7706.7336,51,15515.4671,15565.0372,15671.9812,0,24,16.060596216899995
PF07738,q4,optimizedtruetree,-7263.8602,71,14669.7203,14787.2376,14887.6125,0,24,23.312189011699996
PF07738,q2,inferredtree,-7009.6918,71,14161.3837,14278.9009,14379.2759,34,20,29.635893942000003
PF07738,q3,inferredtree,-7157.3059,51,14416.6118,14466.1819,14573.1259,14,22,20.1955898104
PF07738,q1,inferredtree,-6964.7378,52,14033.4757,14085.4757,14193.0587,24,0,25.842240838699993
PF07738,q5,inferredtree,-7850.7764,52,15805.5529,15857.5529,15965.1359,26,38,39.70948669740001
PF07738,q4,inferredtree,-7257.9393,71,14657.8787,14775.3959,14875.7709,22,28,23.7733251751
PF07738,poisson,inferredtree,-7690.4367,51,15482.8734,15532.4435,15639.3875,26,32,16.0858487482
PF07738,q2,optimizedtruetree,-7024.8504,71,14191.7008,14309.2180,14409.5930,0,24,28.565668984499997
PF07738,pogofit,optimizedtruetree,-6845.0716,52,13794.1431,13846.1431,13953.7261,0,24,23.798761480799985
PF07738,q3,optimizedtruetree,-7160.4233,51,14422.8465,14472.4166,14579.3606,0,24,20.185200380899992
PF00579,poisson,optimizedtruetree,-22203.7266,71,44549.4532,44580.4351,44833.2013,0,2,18.573746244700004
PF00579,q5,optimizedtruetree,-22987.9398,71,46117.8796,46148.8614,46401.6276,0,2,44.0425542057
PF00579,pogofit,inferredtree,-19858.8370,72,39861.6740,39893.6254,40149.4185,2,0,26.066593944
PF00579,q1,optimizedtruetree,-20066.5321,72,40277.0643,40309.0156,40564.8088,0,2,29.447669821000005
PF00579,q4,optimizedtruetree,-21364.3013,72,42872.6027,42904.5540,43160.3472,0,2,26.392958518400004
PF00579,q2,optimizedtruetree,-20360.3038,91,40902.6076,40956.6205,41266.2847,0,2,28.3410767329
PF00579,poisson,inferredtree,-22198.1978,71,44538.3956,44569.3774,44822.1437,10,10,18.561132019499997
PF00579,pogofit,optimizedtruetree,-19859.8887,72,39863.7775,39895.7288,40151.5220,0,2,26.071327893199996
PF00579,q5,inferredtree,-22968.6490,71,46079.2980,46110.2798,46363.0461,12,12,44.07633889050001
PF00579,q4,inferredtree,-21360.3948,72,42864.7895,42896.7409,43152.5341,8,10,26.519732721699995
PF00579,q3,optimizedtruetree,-20719.6878,91,41621.3755,41675.3884,41985.0527,0,2,54.07715982340001
PF00579,q1,inferredtree,-20065.6688,72,40275.3377,40307.2890,40563.0822,2,0,29.4701168354
PF00579,q2,inferredtree,-20359.2520,91,40900.5041,40954.5170,41264.1812,2,0,28.3470679585
PF00579,q3,inferredtree,-20714.4769,91,41610.9538,41664.9667,41974.6309,6,4,54.02454687230001
PF04776,q1,optimizedtruetree,-4389.3552,40,8858.7105,8887.7370,8980.1886,0,16,13.176004524099998
PF04776,pogofit,inferredtree,-4253.3978,40,8586.7956,8615.8222,8708.2737,4,12,13.674398850400001
PF04776,q5,optimizedtruetree,-4981.8586,39,10041.7171,10069.0856,10160.1583,0,16,23.632544561400003
PF04776,poisson,optimizedtruetree,-4756.0089,39,9590.0179,9617.3863,9708.4590,0,16,10.463829379199998
PF04776,q4,optimizedtruetree,-4544.3342,59,9206.6685,9281.9876,9385.8487,0,16,14.827046087100003
PF04776,poisson,inferredtree,-4739.5714,39,9557.1428,9584.5112,9675.5839,24,8,10.4201949375
PF04776,q2,optimizedtruetree,-4467.8887,40,9015.7775,9044.8040,9137.2556,0,16,11.016977327
PF04776,pogofit,optimizedtruetree,-4253.6970,40,8587.3940,8616.4206,8708.8722,0,16,13.5151558094
PF04776,q5,inferredtree,-4967.2912,39,10012.5824,10039.9509,10131.0236,22,22,23.264090264200004
PF04776,q4,inferredtree,-4532.7503,59,9183.5005,9258.8197,9362.6807,20,24,14.9287457536
PF04776,q1,inferredtree,-4382.4087,40,8844.8175,8873.8440,8966.2956,16,0,13.535586685299995
PF04776,q2,inferredtree,-4460.8577,40,9001.7154,9030.7419,9123.1935,18,18,10.960604937400001
PF04776,q3,inferredtree,-4503.9611,40,9087.9222,9116.9488,9209.4004,22,8,12.458324718199997
PF04776,q3,optimizedtruetree,-4512.1478,40,9104.2956,9133.3222,9225.7737,0,16,12.4912325814
PF01155,poisson,inferredtree,-7154.5453,57,14423.0906,14501.8049,14591.5728,12,8,15.327506324999996
PF01155,q2,optimizedtruetree,-6494.6441,78,13145.2882,13340.9073,13375.8427,0,4,25.877776944999997
PF01155,poisson,optimizedtruetree,-7169.2164,57,14452.4328,14531.1471,14620.9150,0,4,15.469668964899999
PF01155,q3,optimizedtruetree,-6583.5665,78,13323.1330,13518.7521,13553.6876,0,4,28.252247827099993
PF01155,q5,inferredtree,-7614.1080,57,15342.2159,15420.9302,15510.6981,22,20,36.94275283099998
PF01155,q4,inferredtree,-6812.0887,77,13778.1775,13965.8650,14005.7761,22,20,24.845308386499994
PF01155,q1,optimizedtruetree,-6394.9977,59,12907.9954,12994.3369,13082.3892,0,4,24.447013004699997
PF01155,pogofit,inferredtree,-6249.3182,58,12614.6364,12697.0942,12786.0744,6,2,21.4246642639
PF01155,q2,inferredtree,-6490.1241,78,13136.2481,13331.8672,13366.8026,20,16,26.918507921399996
PF01155,q3,inferredtree,-6581.8683,78,13319.7367,13515.3557,13550.2912,6,10,28.744328191699992
PF01155,q5,optimizedtruetree,-7636.2221,57,15386.4441,15465.1584,15554.9263,0,4,37.1118090305
PF01155,pogofit,optimizedtruetree,-6249.9247,58,12615.8495,12698.3073,12787.2874,0,4,21.174154828800006
PF01155,q1,inferredtree,-6394.3255,59,12906.6510,12992.9925,13081.0448,4,0,24.867883224199996
PF01155,q4,optimizedtruetree,-6819.1899,77,13792.3797,13980.0672,14019.9784,0,4,24.952084780300012
PF00953,q5,inferredtree,-9179.9413,45,18449.8826,18468.6157,18611.3088,6,18,18.678008514200002
PF00953,q4,inferredtree,-8498.0937,45,17086.1873,17104.9203,17247.6135,0,12,16.1411146587
PF00953,q2,inferredtree,-8255.4087,47,16604.8174,16625.4201,16773.4181,10,8,18.470340685700005
PF00953,q3,inferredtree,-8317.4967,65,16764.9934,16807.6800,16998.1646,12,18,18.6922956337
PF00953,q5,optimizedtruetree,-9182.3431,45,18454.6862,18473.4192,18616.1124,0,12,18.716657467900003
PF00953,pogofit,optimizedtruetree,-7934.1991,46,15960.3981,15980.0526,16125.4115,0,12,23.4199512426
PF00953,q1,optimizedtruetree,-8079.6030,66,16291.2061,16335.4261,16527.9645,0,12,27.781384319700003
PF00953,pogofit,inferredtree,-7931.3385,46,15954.6769,15974.3315,16119.6904,10,8,23.525998436099993
PF00953,q1,inferredtree,-8076.3715,66,16284.7430,16328.9630,16521.5014,12,0,28.4180087427
PF00953,q4,optimizedtruetree,-8498.0939,45,17086.1878,17104.9208,17247.6140,0,12,16.141856462400003
PF00953,q2,optimizedtruetree,-8255.7034,47,16605.4068,16626.0095,16774.0074,0,12,18.43138170330001
PF00953,poisson,inferredtree,-9211.0470,45,18512.0940,18530.8271,18673.5202,10,14,12.908022345400003
PF00953,poisson,optimizedtruetree,-9218.1011,45,18526.2022,18544.9353,18687.6284,0,12,12.962751473
PF00953,q3,optimizedtruetree,-8319.6626,65,16769.3252,16812.0117,17002.4963,0,12,18.7864523338
PF00916,q2,optimizedtruetree,-19807.2135,69,39752.4271,39786.5614,40019.2134,0,4,27.416335393700006
PF00916,poisson,inferredtree,-22268.4005,67,44670.8010,44702.7729,44929.8543,16,18,19.086329652499998
PF00916,q3,optimizedtruetree,-20056.1860,68,40248.3720,40281.4143,40511.2919,0,4,22.523524334099996
PF00916,q1,inferredtree,-19440.5391,87,39055.0781,39112.8593,39391.4608,4,0,35.34523274200001
PF00916,q2,inferredtree,-19803.8285,69,39745.6569,39779.7912,40012.4432,8,4,27.497388018699997
PF00916,pogofit,optimizedtruetree,-19193.4664,68,38522.9328,38555.9750,38785.8526,0,4,32.044658545599994
PF00916,q3,inferredtree,-20050.6426,68,40237.2852,40270.3274,40500.2050,12,14,22.479620824200005
PF00916,q5,inferredtree,-21536.1824,67,43206.3647,43238.3367,43465.4181,18,16,26.110202792000006
PF00916,q4,inferredtree,-20381.5701,86,40935.1402,40991.3958,41267.6565,14,12,31.997968853000007
PF00916,q5,optimizedtruetree,-21553.2759,67,43240.5517,43272.5236,43499.6051,0,4,26.258889757000013
PF00916,pogofit,inferredtree,-19190.6402,68,38517.2804,38550.3226,38780.2002,4,2,32.031108379199985
PF00916,q1,optimizedtruetree,-19444.6352,87,39063.2704,39121.0516,39399.6532,0,4,35.240850715099995
PF00916,poisson,optimizedtruetree,-22298.8818,67,44731.7637,44763.7356,44990.8171,0,4,19.210328653799998
PF00916,q4,optimizedtruetree,-20391.7362,86,40955.4725,41011.7281,41287.9887,0,4,32.051982613199996
PF01678,q3,optimizedtruetree,-5899.5226,64,11927.0452,12020.5284,12121.4102,0,12,17.9812073348
PF01678,poisson,inferredtree,-6304.6705,45,12699.3411,12737.6744,12836.0039,10,20,13.440323184099999
PF01678,pogofit,optimizedtruetree,-5600.0748,46,11292.1496,11332.5609,11431.8495,0,12,26.9845381502
PF01678,q2,optimizedtruetree,-5845.4086,46,11782.8173,11823.2285,11922.5171,0,12,16.756057871099998
PF01678,q4,optimizedtruetree,-6123.8532,47,12341.7063,12384.2723,12484.4431,0,12,33.585047181700006
PF01678,pogofit,inferredtree,-5595.3133,46,11282.6266,11323.0379,11422.3265,8,4,26.297879217499997
PF01678,q1,optimizedtruetree,-5730.5489,46,11553.0978,11593.5090,11692.7976,0,12,22.243757798400004
PF01678,q2,inferredtree,-5840.4374,46,11772.8748,11813.2860,11912.5746,16,18,16.8184710249
PF01678,q5,optimizedtruetree,-6614.9780,46,13321.9560,13362.3672,13461.6558,0,12,36.8313117984
PF01678,q3,inferredtree,-5892.4634,64,11912.9267,12006.4099,12107.2917,16,18,17.926125412200005
PF01678,q1,inferredtree,-5725.6868,46,11543.3735,11583.7847,11683.0733,12,0,23.0232190317
PF01678,q5,inferredtree,-6601.8029,46,13295.6057,13336.0170,13435.3056,20,18,36.62177487639999
PF01678,q4,inferredtree,-6113.1964,47,12320.3929,12362.9589,12463.1297,16,12,34.07194266889999
PF01678,poisson,optimizedtruetree,-6310.7778,45,12711.5556,12749.8889,12848.2185,0,12,13.544212917400003
PF01464,poisson,optimizedtruetree,-9731.3481,67,19596.6962,19692.6120,19803.9774,0,18,22.6468089341
PF01464,q4,optimizedtruetree,-9549.0020,67,19232.0040,19327.9198,19439.2853,0,18,27.180794317199997
PF01464,q5,optimizedtruetree,-10328.7761,67,20791.5521,20887.4679,20998.8334,0,18,62.764017937899986
PF01464,pogofit,inferredtree,-8842.3261,68,17820.6523,17920.4821,18031.0273,20,14,30.802711346700008
PF01464,q1,optimizedtruetree,-8964.6591,88,18105.3182,18316.9939,18377.5683,0,18,29.5221367173
PF01464,pogofit,optimizedtruetree,-8847.3661,68,17830.7322,17930.5620,18041.1072,0,18,30.282864011799997
PF01464,q3,optimizedtruetree,-9308.0811,68,18752.1622,18851.9919,18962.5372,0,18,29.608020731399993
PF01464,q3,inferredtree,-9298.0445,68,18732.0889,18831.9187,18942.4640,22,30,29.7119992007
PF01464,q2,inferredtree,-9145.5003,68,18427.0006,18526.8304,18637.3756,18,12,35.6472715452
PF01464,q1,inferredtree,-8958.2321,88,18092.4642,18304.1399,18364.7142,18,0,29.139257006599987
