name,tree,rep,model,logl,k,AIC,AICc,BIC,rf_true,treelength
HIV,rayfinned,1,q2,-77083.2436,627,155420.4872,179284.4872,158238.0708,38,21.001890728300044
HIV,rayfinned,1,q3,-78959.0855,608,159134.1710,173375.4018,161866.3733,50,20.302237528500015
HIV,rayfinned,1,q4,-80680.3552,608,162576.7103,176817.9411,165308.9127,46,20.373266450800017
HIV,rayfinned,1,q5,-90684.3109,607,182582.6219,196509.2634,185310.3304,64,23.819114136099984
HIV,spiralia,1,poisson,-57362.8603,203,115131.7206,115312.9547,116043.9526,4,14.968262177899996
HIV,spiralia,1,q1,-53114.2638,204,106636.5275,106819.9486,107553.2533,4,16.51227195710001
HIV,spiralia,1,q2,-54703.1077,204,109814.2155,109997.6365,110730.9412,4,17.740219296699998
HIV,spiralia,1,q3,-55728.9362,204,111865.8724,112049.2934,112782.5982,2,17.40072724539999
HIV,spiralia,1,q4,-56987.9263,204,114383.8526,114567.2736,115300.5784,2,17.281050123400007
HIV,spiralia,1,q5,-64396.4220,203,129198.8440,129380.0781,130111.0760,2,20.633759474399987
HIV,andersen,2,poisson,-44142.0883,353,88990.1765,89804.2612,90576.4716,62,10.990993343699994
HIV,andersen,2,q1,-41176.3096,373,83098.6191,84070.7585,84774.7893,64,13.37448218919999
HIV,andersen,2,q2,-42201.9180,354,85111.8359,85933.2085,86702.6248,68,11.829256648100003
HIV,andersen,2,q3,-42922.4209,353,86550.8418,87364.9265,88137.1369,60,11.999014205899996
HIV,andersen,2,q4,-43907.3165,355,88524.6330,89353.3544,90119.9157,70,16.162229563999997
HIV,andersen,2,q5,-49095.3380,353,98896.6759,99710.7606,100482.9710,66,16.207140563200003
HIV,dosreis,2,poisson,-106573.4596,545,214236.9193,219412.0497,216686.0151,14,25.995317758599967
HIV,dosreis,2,q1,-98222.6091,565,197575.2183,204307.6393,200114.1892,18,30.766333283799987
HIV,dosreis,2,q2,-101222.7202,564,203573.4404,210212.1904,206107.9175,12,26.41773568299999
HIV,dosreis,2,q3,-103412.8852,564,207953.7704,214592.5204,210488.2475,20,28.117768711200007
HIV,dosreis,2,q4,-105369.1475,564,211866.2950,218505.0450,214400.7722,24,27.915917622399988
HIV,dosreis,2,q5,-118405.6226,545,237901.2452,243076.3757,240350.3411,20,33.89544472789999
HIV,greenalga,2,poisson,-16771.7201,43,33629.4403,33635.5732,33822.6717,0,4.281531613300001
HIV,greenalga,2,q1,-15604.2072,63,31334.4143,31347.9219,31617.5208,0,4.7765395818
HIV,greenalga,2,q2,-15983.0694,44,32054.1389,32060.5675,32251.8641,0,4.409139846800001
HIV,greenalga,2,q3,-16300.4088,63,32726.8177,32740.3252,33009.9242,0,4.709079208
HIV,greenalga,2,q4,-16747.3123,45,33584.6245,33591.3562,33786.8434,0,6.4531915237
HIV,greenalga,2,q5,-18541.9955,43,37169.9910,37176.1239,37363.2225,0,5.993001197499999
HIV,opisthokonta,2,poisson,-88593.1768,137,177460.3537,177532.6520,178075.9979,4,33.4642765825
HIV,opisthokonta,2,q1,-82649.4574,157,165612.9149,165711.5471,166318.4342,0,39.806704800999995
HIV,opisthokonta,2,q2,-84446.6587,157,169207.3174,169305.9496,169912.8367,2,46.0157681527
HIV,opisthokonta,2,q3,-85672.5387,138,171621.0773,171694.5716,172241.2154,2,46.76754724769998
HIV,opisthokonta,2,q4,-87554.4575,156,175420.9151,175518.1056,176121.9407,4,44.458656960800006
HIV,opisthokonta,2,q5,-97308.6382,137,194891.2764,194963.5747,195506.9207,8,65.27233132469998
HIV,prum,2,poisson,-46930.7215,397,94655.4430,95857.0095,96439.4633,46,9.739608582599995
HIV,prum,2,q1,-43744.2257,398,88284.4514,89496.6804,90072.9654,52,10.57951979249999
HIV,prum,2,q2,-44832.9444,398,90461.8887,91674.1177,92250.4027,52,9.853349949799995
HIV,prum,2,q3,-45795.3040,398,92386.6079,93598.8369,94175.1220,54,12.957917368699997
HIV,prum,2,q4,-46669.1377,399,94136.2754,95359.2639,95929.2831,50,11.06618663549999
HIV,prum,2,q5,-52234.0201,397,105262.0402,106463.6068,107046.0605,50,12.170903644
HIV,ruhfel,2,poisson,-138283.9151,707,277981.8302,1279093.8302,281158.9142,80,40.85941569670002
HIV,ruhfel,2,q1,-128225.6647,727,257905.3295,1316417.3295,261172.2885,70,43.47413688129995
HIV,ruhfel,2,q2,-131463.7246,727,264381.4493,1322893.4493,267648.4083,76,50.78968459160001
HIV,ruhfel,2,q3,-133957.4007,726,269366.8014,1324970.8014,272629.2667,86,46.50926364130003
HIV,ruhfel,2,q4,-136904.6361,726,275261.2722,1330865.2722,278523.7375,84,46.81045460059997
HIV,ruhfel,2,q5,-152987.1186,707,307388.2372,1308500.2372,310565.3211,88,71.41997282000005
HIV,salichos,2,poisson,-31657.0764,43,63400.1529,63406.2858,63593.3843,2,13.015436176799998
HIV,salichos,2,q1,-30029.5037,63,60185.0074,60198.5149,60468.1139,4,17.473317384
HIV,salichos,2,q2,-30544.0422,63,61214.0843,61227.5919,61497.1908,0,16.187694818499995
HIV,salichos,2,q3,-30906.2755,62,61936.5509,61949.6144,62215.1636,4,17.739173382
HIV,salichos,2,q4,-31514.3017,64,63156.6034,63170.5631,63444.2037,4,34.718738244399994
HIV,salichos,2,q5,-34249.9800,44,68587.9600,68594.3886,68785.6852,6,31.879245472300003
HIV,rayfinned,2,poisson,-80948.5215,607,163111.0430,177037.6845,165838.7516,34,18.20969273859999
HIV,rayfinned,2,q1,-74446.3865,627,150146.7730,174010.7730,152964.3566,30,20.396144118099997
HIV,rayfinned,2,q2,-77056.3831,607,155326.7661,169253.4076,158054.4747,32,18.782693184600028
HIV,rayfinned,2,q3,-78057.1296,626,157366.2592,180454.6121,160179.3491,28,19.017276180800003
HIV,rayfinned,2,q4,-80286.4051,626,161824.8102,184913.1631,164637.9001,36,19.101480355999996
HIV,rayfinned,2,q5,-90849.3854,607,182912.7708,196839.4123,185640.4794,36,23.265886121800005
HIV,spiralia,2,poisson,-57214.2383,203,114834.4765,115015.7107,115746.7086,2,14.939460476499999
HIV,spiralia,2,q1,-52646.0112,223,105738.0224,105966.6357,106740.1296,2,18.033065864300006
HIV,spiralia,2,q2,-54159.0816,204,108726.1632,108909.5842,109642.8890,4,18.054951302800013
HIV,spiralia,2,q3,-55163.3717,204,110734.7435,110918.1646,111651.4693,4,17.40730383390001
HIV,spiralia,2,q4,-56402.7817,204,113213.5635,113396.9845,114130.2893,4,17.5432746524
HIV,spiralia,2,q5,-63576.9029,203,127559.8058,127741.0400,128472.0379,4,19.322674982899997
HIV,andersen,3,poisson,-45575.2213,353,91856.4427,92670.5274,93442.7378,54,11.505993742499992
HIV,andersen,3,q1,-42543.7339,373,85833.4677,86805.6071,87509.6379,52,13.752457669899995
HIV,andersen,3,q2,-43766.7100,353,88239.4201,89053.5047,89825.7152,54,11.939541922400004
HIV,andersen,3,q3,-44562.5374,354,89833.0749,90654.4474,91423.8638,54,13.123539778999998
HIV,andersen,3,q4,-45551.4521,354,91810.9041,92632.2767,93401.6930,60,12.78566905190001
HIV,andersen,3,q5,-50962.5474,353,102631.0949,103445.1796,104217.3900,52,17.944800680300023
HIV,dosreis,3,poisson,-105525.1863,545,212140.3725,217315.5029,214589.4684,16,25.616590534300016
HIV,dosreis,3,q1,-97008.1489,565,195146.2977,201878.7188,197685.2686,10,27.455190081299985
HIV,dosreis,3,q2,-99864.2152,565,200858.4304,207590.8514,203397.4013,8,34.84451814800003
HIV,dosreis,3,q3,-101668.9323,564,204465.8647,211104.6147,207000.3419,8,26.976896496
HIV,dosreis,3,q4,-103797.5639,564,208723.1279,215361.8779,211257.6050,8,27.343729329000006
HIV,dosreis,3,q5,-116789.8638,545,234669.7276,239844.8580,237118.8234,22,33.869340894799976
HIV,greenalga,3,poisson,-16952.6032,43,33991.2065,33997.3394,34184.4379,0,4.343798655000001
HIV,greenalga,3,q1,-15746.0539,63,31618.1077,31631.6153,31901.2142,0,4.7008476507
HIV,greenalga,3,q2,-16140.4871,44,32368.9742,32375.4028,32566.6994,0,4.490551236900001
HIV,greenalga,3,q3,-16394.8572,44,32877.7145,32884.1430,33075.4396,0,5.2209828961
HIV,greenalga,3,q4,-16793.2676,45,33676.5351,33683.2668,33878.7541,0,4.756281462
HIV,greenalga,3,q5,-18699.1973,43,37484.3945,37490.5274,37677.6259,0,6.383700595700002
HIV,opisthokonta,3,poisson,-87316.8851,137,174907.7702,174980.0684,175523.4144,2,32.5114841897
HIV,opisthokonta,3,q1,-81411.9714,157,163137.9428,163236.5750,163843.4622,0,38.288648898900014
HIV,opisthokonta,3,q2,-83204.2246,157,166722.4491,166821.0813,167427.9685,0,43.36144234880001
HIV,opisthokonta,3,q3,-84610.9551,138,169497.9101,169571.4044,170118.0482,2,36.7740568748
HIV,opisthokonta,3,q4,-86278.3001,156,172868.6001,172965.7906,173569.6257,2,43.1380963412
HIV,opisthokonta,3,q5,-95679.1008,137,191632.2016,191704.4999,192247.8459,4,60.81639823809999
HIV,prum,3,poisson,-45958.3521,397,92710.7042,93912.2707,94494.7244,68,9.583015336099995
HIV,prum,3,q1,-42347.6944,417,85529.3888,86964.0061,87403.2842,74,11.033300872500012
HIV,prum,3,q2,-43611.7419,417,88057.4837,89492.1010,89931.3791,76,9.649870492399998
HIV,prum,3,q3,-44427.5895,417,89689.1790,91123.7963,91563.0744,78,10.5669398061
HIV,prum,3,q4,-45342.0733,399,91482.1465,92705.1351,93275.1543,74,14.082067304800013
HIV,prum,3,q5,-50697.1537,397,102188.3073,103389.8739,103972.3276,80,11.762638482099996
HIV,ruhfel,3,poisson,-140033.3300,701,281468.6600,1265672.6600,284618.7814,74,42.1809416919
HIV,ruhfel,3,q1,-130319.1261,721,262080.2522,1303204.2522,265320.2487,78,46.31785086310001
HIV,ruhfel,3,q2,-133578.1243,720,268596.2486,1306836.2486,271831.7513,68,49.73631109329998
HIV,ruhfel,3,q3,-135885.9077,702,273175.8154,1260187.8154,276330.4306,68,54.78591524509999
HIV,ruhfel,3,q4,-138777.7228,720,278995.4456,1317235.4456,282230.9484,80,51.490400566499964
HIV,ruhfel,3,q5,-153845.4277,701,309092.8554,1293296.8554,312242.9768,94,71.84308948200015
HIV,salichos,3,poisson,-31695.3599,43,63476.7197,63482.8526,63669.9512,2,13.013216012700001
HIV,salichos,3,q1,-29834.9564,63,59795.9127,59809.4203,60079.0192,2,17.396474636599997
HIV,salichos,3,q2,-30379.0986,63,60884.1972,60897.7047,61167.3037,6,19.612386754699997
HIV,salichos,3,q3,-30648.0643,62,61420.1285,61433.1921,61698.7413,6,19.676222840799998
HIV,salichos,3,q4,-31304.0411,63,62734.0822,62747.5898,63017.1887,6,35.4716090235
HIV,salichos,3,q5,-34239.3776,43,68564.7552,68570.8881,68757.9866,6,28.6117087955
HIV,rayfinned,3,poisson,-82059.3966,607,165332.7932,179259.4347,168060.5018,52,18.471039344099996
HIV,rayfinned,3,q1,-76150.5971,608,153517.1942,167758.4250,156249.3965,44,19.485843691399996
HIV,rayfinned,3,q2,-78374.3906,627,158002.7812,181866.7812,160820.3649,42,18.66724339969999
HIV,rayfinned,3,q3,-79983.1937,608,161182.3875,175423.6182,163914.5898,48,24.941887096400016
HIV,rayfinned,3,q4,-81679.4777,609,164576.9554,179145.1907,167313.6515,46,25.693878776399977
HIV,rayfinned,3,q5,-91841.5507,607,184897.1013,198823.7428,187624.8099,42,22.15981734980002
HIV,spiralia,3,poisson,-58206.1651,203,116818.3301,116999.5643,117730.5622,2,15.3245852278
HIV,spiralia,3,q1,-53568.7715,223,107583.5430,107812.1563,108585.6502,0,18.19110006299999
HIV,spiralia,3,q2,-55300.4802,203,111006.9604,111188.1945,111919.1924,2,15.762726847400005
HIV,spiralia,3,q3,-56255.4141,222,112954.8282,113180.8830,113952.4415,2,15.740405735500008
HIV,spiralia,3,q4,-57521.2166,204,115450.4332,115633.8543,116367.1590,2,17.840607373100006
HIV,spiralia,3,q5,-64759.8714,203,129925.7428,130106.9769,130837.9748,10,21.261869482799995
HIV,andersen,4,poisson,-44860.2986,351,90422.5971,91222.2864,91999.9047,38,11.438331327500004
HIV,andersen,4,q1,-41923.1340,353,84552.2681,85366.3527,86138.5632,44,12.34209188830001
HIV,andersen,4,q2,-42801.8756,372,86347.7513,87311.3346,88019.4277,42,13.221799816200006
HIV,andersen,4,q3,-43493.9806,371,87729.9612,88685.0615,89397.1438,38,13.630942415600012
HIV,andersen,4,q4,-44474.1437,352,89652.2873,90459.1445,91234.0887,46,16.319037643899996
HIV,andersen,4,q5,-49547.1076,351,99796.2151,100595.9045,101373.5227,46,17.847988943200004
HIV,dosreis,4,poisson,-106121.4816,545,213332.9632,218508.0937,215782.0591,14,25.7622819654
HIV,dosreis,4,q1,-97645.2202,566,196422.4404,203250.5680,198965.9050,10,29.875562384600002
HIV,dosreis,4,q2,-100506.5731,547,202107.1462,207412.5621,204565.2296,12,34.3791877048
HIV,dosreis,4,q3,-102638.1901,546,206368.3801,211608.0643,208821.9697,8,27.451611615200015
HIV,dosreis,4,q4,-104957.3406,546,211006.6812,216246.3654,213460.2708,10,27.696081804999974
HIV,dosreis,4,q5,-117845.9070,545,236781.8139,241956.9444,239230.9098,12,33.0778577435
HIV,greenalga,4,poisson,-17360.4777,43,34806.9554,34813.0883,35000.1868,0,4.582478633499999
HIV,greenalga,4,q1,-16177.8565,63,32481.7129,32495.2205,32764.8194,0,5.355314356199999
HIV,greenalga,4,q2,-16625.8735,45,33341.7470,33348.4787,33543.9659,0,4.882432192499999
HIV,greenalga,4,q3,-16788.1866,64,33704.3732,33718.3330,33991.9735,0,5.421198929599998
HIV,greenalga,4,q4,-17276.2654,45,34642.5307,34649.2624,34844.7496,0,5.1443049879
HIV,greenalga,4,q5,-19205.8410,43,38497.6819,38503.8148,38690.9133,2,7.106369398299999
HIV,opisthokonta,4,poisson,-88322.1924,137,176918.3848,176990.6831,177534.0291,4,33.23476263360001
HIV,opisthokonta,4,q1,-82173.7775,157,164661.5551,164760.1873,165367.0744,0,39.1093177506
HIV,opisthokonta,4,q2,-84271.6393,138,168819.2786,168892.7729,169439.4166,0,36.84277018310001
HIV,opisthokonta,4,q3,-85578.5602,138,171433.1204,171506.6147,172053.2584,2,46.98402601720001
HIV,opisthokonta,4,q4,-87303.6688,137,174881.3375,174953.6358,175496.9818,4,40.11203262550001
HIV,opisthokonta,4,q5,-97102.2795,137,194478.5590,194550.8573,195094.2033,12,66.2868467536
HIV,prum,4,poisson,-47388.7729,397,95571.5458,96773.1124,97355.5661,28,9.850911894300003
HIV,prum,4,q1,-43807.9504,417,88449.9009,89884.5182,90323.7963,36,11.441242029199996
HIV,prum,4,q2,-45025.7267,417,90885.4535,92320.0708,92759.3488,28,12.815422650100007
HIV,prum,4,q3,-45926.2014,397,92646.4027,93847.9693,94430.4230,30,9.745501990400001
HIV,prum,4,q4,-46859.6485,398,94515.2970,95727.5260,96303.8110,34,13.679398834800013
HIV,prum,4,q5,-52222.2354,397,105238.4708,106440.0374,107022.4911,46,11.681325174399992
HIV,ruhfel,4,poisson,-138681.2851,697,278756.5701,1251768.5701,281888.7166,72,40.75038348529999
HIV,ruhfel,4,q1,-128741.7711,717,258917.5422,1288529.5422,262139.5637,92,43.77485687009999
HIV,ruhfel,4,q2,-132274.1547,697,265942.3094,1238954.3094,269074.4558,78,42.59413280419996
HIV,ruhfel,4,q3,-133953.7958,716,269339.5915,1296083.5915,272557.1193,88,46.86213954159998
HIV,ruhfel,4,q4,-137263.8125,716,275959.6250,1302703.6250,279177.1528,84,47.487255269900004
HIV,ruhfel,4,q5,-153028.6773,697,307451.3546,1280463.3546,310583.5010,90,69.81223468210018
HIV,salichos,4,poisson,-31730.9824,43,63547.9649,63554.0978,63741.1963,0,13.065126971900002
HIV,salichos,4,q1,-29912.3857,63,59950.7714,59964.2789,60233.8779,2,17.168458748700004
HIV,salichos,4,q2,-30477.6887,63,61081.3775,61094.8850,61364.4840,2,15.9869392701
HIV,salichos,4,q3,-30851.2479,63,61828.4959,61842.0034,62111.6023,2,23.737528007199998
HIV,salichos,4,q4,-31408.9251,63,62943.8502,62957.3578,63226.9567,2,34.70138499999999
HIV,salichos,4,q5,-34379.2327,43,68844.4653,68850.5982,69037.6968,2,29.3750978967
HIV,rayfinned,4,poisson,-82827.6497,605,166865.2993,180197.2993,169584.0204,38,18.74492239090002
HIV,rayfinned,4,q1,-76558.8023,625,154367.6047,176724.7476,157176.2008,38,21.425813286900006
HIV,rayfinned,4,q2,-78682.8542,625,158615.7084,180972.8513,161424.3046,34,21.028179260700004
HIV,rayfinned,4,q3,-80361.7067,606,161935.4133,175559.1911,164658.6282,42,27.71220128499997
HIV,rayfinned,4,q4,-82106.7128,625,165463.4257,187820.5685,168272.0218,40,22.557574148000004
HIV,rayfinned,4,q5,-91822.0497,605,184854.0994,198186.0994,187572.8205,38,23.014389919000024
HIV,spiralia,4,poisson,-58368.6557,203,117143.3115,117324.5456,118055.5435,2,15.390241546800004
HIV,spiralia,4,q1,-53766.6363,224,107981.2725,108212.4652,108987.8734,0,18.05759065719999
HIV,spiralia,4,q2,-55425.8880,204,111259.7759,111443.1970,112176.5017,2,20.8918993392
HIV,spiralia,4,q3,-56439.3870,205,113288.7740,113474.4004,114209.9935,4,20.495926153500015
HIV,spiralia,4,q4,-57729.1884,205,115868.3769,116054.0032,116789.5964,0,17.878796632
HIV,spiralia,4,q5,-65442.8846,203,131291.7692,131473.0033,132204.0012,4,21.251013238399995
HIV,andersen,5,poisson,-45205.6432,353,91117.2863,91931.3710,92703.5814,38,11.315499657100002
HIV,andersen,5,q1,-42106.3403,373,84958.6805,85930.8199,86634.8507,46,13.430386718100007
HIV,andersen,5,q2,-43206.1068,354,87120.2137,87941.5862,88711.0025,42,11.988476741800001
HIV,andersen,5,q3,-43932.1515,372,88608.3029,89571.8862,90279.9793,48,12.584938800100018
HIV,andersen,5,q4,-45000.4788,372,90744.9575,91708.5409,92416.6340,44,13.146276739200001
HIV,andersen,5,q5,-50373.8321,353,101453.6641,102267.7488,103039.9593,46,17.292530927700014
HIV,dosreis,5,poisson,-104729.7296,545,210549.4593,215724.5897,212998.5551,12,25.33670280649999
HIV,dosreis,5,q1,-96319.8790,565,193769.7581,200502.1791,196308.7290,12,29.172957770599982
HIV,dosreis,5,q2,-99169.8913,564,199467.7827,206106.5327,202002.2598,14,25.709078570599985
HIV,dosreis,5,q3,-101204.1249,546,203500.2498,208739.9340,205953.8394,10,34.252595056000004
HIV,dosreis,5,q4,-103428.0174,564,207984.0349,214622.7849,210518.5121,12,27.12928055120002
HIV,dosreis,5,q5,-116555.3832,545,234200.7664,239375.8968,236649.8622,12,33.97557481930002
HIV,greenalga,5,poisson,-17194.2194,43,34474.4388,34480.5717,34667.6702,0,4.4630351497
HIV,greenalga,5,q1,-16017.4224,63,32160.8449,32174.3524,32443.9514,0,4.9230806606
HIV,greenalga,5,q2,-16390.7315,63,32907.4630,32920.9705,33190.5695,0,5.159503210200001
HIV,greenalga,5,q3,-16695.3776,44,33478.7552,33485.1838,33676.4804,0,5.506652781199999
HIV,greenalga,5,q4,-17135.6147,44,34359.2294,34365.6580,34556.9546,0,6.4096109992
HIV,greenalga,5,q5,-18878.0710,43,37842.1420,37848.2749,38035.3735,0,6.478546296699999
HIV,opisthokonta,5,poisson,-87725.6110,137,175725.2219,175797.5202,176340.8662,0,33.0278074443
HIV,opisthokonta,5,q1,-81461.0256,157,163236.0512,163334.6834,163941.5706,0,38.92295121019999
HIV,opisthokonta,5,q2,-83342.2073,157,166998.4145,167097.0467,167703.9339,0,45.98828319340001
HIV,opisthokonta,5,q3,-84503.0448,137,169280.0896,169352.3879,169895.7339,2,35.135158357699986
HIV,opisthokonta,5,q4,-86262.9197,156,172837.8395,172935.0300,173538.8651,2,41.17102148399998
HIV,opisthokonta,5,q5,-95955.6286,137,192185.2571,192257.5554,192800.9014,6,64.7119797306
HIV,prum,5,poisson,-48748.0072,397,98290.0145,99491.5810,100074.0347,38,10.203749334000005
HIV,prum,5,q1,-45088.2620,418,91012.5240,92459.9786,92890.9131,34,11.044992558500002
HIV,prum,5,q2,-46349.5169,399,93497.0339,94720.0224,95290.0417,40,10.755970028300013
HIV,prum,5,q3,-47296.9545,397,95387.9090,96589.4756,97171.9293,44,10.838699232100007
HIV,prum,5,q4,-48293.1550,398,97382.3100,98594.5390,99170.8241,42,11.443882931800001
HIV,prum,5,q5,-54550.8755,397,109895.7510,111097.3175,111679.7712,50,12.884887666800005
HIV,ruhfel,5,poisson,-140387.7263,701,282177.4525,1266381.4525,285327.5740,68,41.79617968999998
HIV,ruhfel,5,q1,-130900.3048,721,263242.6096,1304366.6096,266482.6062,68,46.81339544939996
HIV,ruhfel,5,q2,-134123.0588,720,269686.1176,1307926.1176,272921.6204,82,49.81554193249999
HIV,ruhfel,5,q3,-136279.1152,702,273962.2305,1260974.2305,277116.8457,76,52.40278705409998
HIV,ruhfel,5,q4,-139691.9355,720,280823.8710,1319063.8710,284059.3738,72,48.931007750300004
HIV,ruhfel,5,q5,-155706.4771,701,312814.9542,1297018.9542,315965.0757,82,71.95374157530003
HIV,salichos,5,poisson,-32141.8033,43,64369.6065,64375.7394,64562.8379,6,13.369571485300002
HIV,salichos,5,q1,-30421.2712,63,60968.5425,60982.0500,61251.6489,8,17.9933509453
HIV,salichos,5,q2,-31011.7388,43,62109.4776,62115.6105,62302.7090,0,17.2449929496
HIV,salichos,5,q3,-31321.3218,43,62728.6436,62734.7765,62921.8750,8,16.0983624923
HIV,salichos,5,q4,-31873.3550,64,63874.7101,63888.6698,64162.3103,4,36.79174575979999
HIV,salichos,5,q5,-34637.4901,43,69360.9803,69367.1132,69554.2117,10,30.1364525759
HIV,rayfinned,5,poisson,-81862.9598,607,164939.9196,178866.5611,167667.6282,42,18.460152761799996
HIV,rayfinned,5,q1,-75427.0821,627,152108.1642,175972.1642,154925.7478,42,20.04255683389999
HIV,rayfinned,5,q2,-77605.0066,626,156462.0131,179550.3661,159275.1030,42,18.6457734539
HIV,rayfinned,5,q3,-79189.2721,626,159630.5442,182718.8971,162443.6341,44,19.140122375200004
HIV,rayfinned,5,q4,-80695.8693,608,162607.7386,176848.9694,165339.9409,44,25.16749727169999
HIV,rayfinned,5,q5,-90653.5419,607,182521.0838,196447.7253,185248.7923,40,22.807486666999992
HIV,spiralia,5,poisson,-57765.7780,203,115937.5561,116118.7902,116849.7881,4,15.106200048
HIV,spiralia,5,q1,-53079.0699,223,106604.1398,106832.7531,107606.2469,2,18.325638283099995
HIV,spiralia,5,q2,-54698.1480,223,109842.2960,110070.9093,110844.4032,6,15.410924046
HIV,spiralia,5,q3,-55730.8048,223,111907.6096,112136.2228,112909.7167,4,15.508055949799994
HIV,spiralia,5,q4,-57079.6876,205,114569.3751,114755.0015,115490.5947,4,17.804645563499996
HIV,spiralia,5,q5,-64742.2620,203,129890.5239,130071.7581,130802.7560,4,20.930724677599997
HIV,andersen,6,poisson,-44942.4768,353,90590.9535,91405.0382,92177.2486,64,11.326763947500009
HIV,andersen,6,q1,-42014.4340,373,84774.8681,85747.0074,86451.0382,60,13.578839708499997
HIV,andersen,6,q2,-43005.1691,373,86756.3382,87728.4776,88432.5084,58,13.291445914999999
HIV,andersen,6,q3,-43827.8662,353,88361.7323,89175.8170,89948.0274,64,13.286684408000003
HIV,andersen,6,q4,-44814.0286,354,90336.0572,91157.4297,91926.8460,70,17.68558167800001
HIV,andersen,6,q5,-50250.0514,353,101206.1028,102020.1875,102792.3979,72,19.648229980800004
HIV,dosreis,6,poisson,-108380.5051,545,217851.0102,223026.1406,220300.1060,10,26.588016843999984
HIV,dosreis,6,q1,-99890.9416,546,200873.8833,206113.5675,203327.4729,20,28.997061782500012
HIV,dosreis,6,q2,-102914.0274,565,206958.0548,213690.4759,209497.0257,20,40.8674500509
HIV,dosreis,6,q3,-105156.6032,545,211403.2064,216578.3369,213852.3023,16,28.3345328219
HIV,dosreis,6,q4,-107410.3016,546,215912.6033,221152.2875,218366.1929,18,36.1544003297
HIV,dosreis,6,q5,-120959.6979,545,243009.3958,248184.5263,245458.4917,26,33.26772276289999
HIV,greenalga,6,poisson,-16536.1463,43,33158.2926,33164.4255,33351.5240,0,4.224818304299999
HIV,greenalga,6,q1,-15408.2026,63,30942.4052,30955.9128,31225.5117,0,4.5986225624
HIV,greenalga,6,q2,-15783.3256,44,31654.6513,31661.0798,31852.3764,0,4.4434951492
HIV,greenalga,6,q3,-16000.5635,63,32127.1270,32140.6346,32410.2335,0,4.5854450701000005
HIV,greenalga,6,q4,-16436.1477,45,32962.2954,32969.0271,33164.5143,0,4.578628180099999
HIV,greenalga,6,q5,-18101.7999,43,36289.5999,36295.7328,36482.8313,2,6.023317759999999
HIV,opisthokonta,6,poisson,-88357.6504,137,176989.3009,177061.5992,177604.9452,6,33.356578092799985
HIV,opisthokonta,6,q1,-82175.6722,157,164665.3443,164763.9765,165370.8637,2,38.684259849800014
HIV,opisthokonta,6,q2,-84010.1916,157,168334.3832,168433.0155,169039.9026,2,45.320475207799994
HIV,opisthokonta,6,q3,-85361.8897,157,171037.7794,171136.4116,171743.2988,4,54.5929205579
HIV,opisthokonta,6,q4,-87164.5893,137,174603.1787,174675.4770,175218.8230,4,40.70607925179999
HIV,opisthokonta,6,q5,-96250.7230,137,192775.4461,192847.7443,193391.0903,8,62.26206202140001
HIV,prum,6,poisson,-46752.6572,397,94299.3145,95500.8810,96083.3348,52,9.709955882599994
HIV,prum,6,q1,-43388.5999,398,87573.1998,88785.4288,89361.7138,46,10.708928092
HIV,prum,6,q2,-44503.0600,398,89802.1200,91014.3490,91590.6340,40,13.532017864700014
HIV,prum,6,q3,-45287.7226,399,91373.4453,92596.4338,93166.4530,40,13.619591633600008
HIV,prum,6,q4,-46217.6859,399,93233.3719,94456.3604,95026.3797,50,13.997432961800007
HIV,prum,6,q5,-51961.6602,397,104717.3204,105918.8870,106501.3407,66,11.810390678799994
HIV,ruhfel,6,poisson,-138452.6951,705,278315.3902,1273775.3902,281483.4866,90,41.251300881799985
HIV,ruhfel,6,q1,-128698.2116,725,258846.4231,1311546.4231,262104.3947,80,45.878914035
HIV,ruhfel,6,q2,-132136.7792,705,265683.5584,1261143.5584,268851.6548,82,44.495981412199974
HIV,ruhfel,6,q3,-134474.3273,724,270396.6547,1320196.6547,273650.1324,84,47.57258015400002
HIV,ruhfel,6,q4,-137726.0033,724,276900.0066,1326700.0066,280153.4844,82,50.41742140940002
HIV,ruhfel,6,q5,-153538.2740,705,308486.5480,1303946.5480,311654.6444,92,70.51374318680013
HIV,salichos,6,poisson,-32092.1623,43,64270.3246,64276.4575,64463.5560,4,13.2300841822
HIV,salichos,6,q1,-30246.1450,63,60618.2900,60631.7976,60901.3965,2,17.714117441000006
HIV,salichos,6,q2,-30871.8942,44,61831.7884,61838.2170,62029.5136,2,16.795687521499996
HIV,salichos,6,q3,-31111.2804,62,62346.5607,62359.6243,62625.1735,2,18.9656799434
HIV,salichos,6,q4,-31681.5109,63,63489.0218,63502.5293,63772.1283,4,32.322334446499994
HIV,salichos,6,q5,-34413.7605,43,68913.5211,68919.6540,69106.7525,4,32.3904023324
HIV,rayfinned,6,poisson,-81960.6528,607,165135.3055,179061.9471,167863.0141,58,18.431139059100012
HIV,rayfinned,6,q1,-75642.0919,627,152538.1838,176402.1838,155355.7674,52,21.81246560979999
HIV,rayfinned,6,q2,-77952.6115,627,157159.2231,181023.2231,159976.8067,58,21.094629934599997
HIV,rayfinned,6,q3,-79611.8724,608,160439.7447,174680.9755,163171.9471,58,26.975044895699998
HIV,rayfinned,6,q4,-81477.2830,608,164170.5659,178411.7967,166902.7682,50,25.932665767999993
