name,tree,rep,model,logl,k,AIC,AICc,BIC,rf_true,treelength
NP,salichos,13,poisson,-20795.7773,43,41677.5546,41685.8894,41858.6104,4,9.593403448700002
NP,salichos,13,q1,-19501.8846,64,39131.7692,39150.9840,39401.2476,4,12.442099170900004
NP,salichos,13,q2,-19958.3130,45,40006.6261,40015.7854,40196.1031,4,11.365194099899998
NP,salichos,13,q3,-20139.2946,64,40406.5892,40425.8040,40676.0676,4,14.1000503183
NP,salichos,13,q4,-20617.7862,44,41323.5724,41332.3142,41508.8389,4,14.183225000199998
NP,salichos,13,q5,-22401.9467,43,44889.8935,44898.2283,45070.9493,2,19.7432031698
NP,rayfinned,13,poisson,-52326.4677,607,105866.9354,843978.9354,108422.7697,62,15.007754325900002
NP,rayfinned,13,q1,-47561.9552,627,96377.9103,883889.9103,99017.9566,58,17.379434986399996
NP,rayfinned,13,q2,-49163.5224,627,99581.0447,887093.0447,102221.0910,66,19.77769438449999
NP,rayfinned,13,q3,-50121.9082,626,101495.8165,886499.8165,104131.6521,68,15.432314936200003
NP,rayfinned,13,q4,-51083.0483,609,103384.0965,846364.0965,105948.3520,62,22.558957929699993
NP,rayfinned,13,q5,-57359.9884,607,115933.9769,854045.9769,118489.8111,66,19.720277330899986
NP,spiralia,13,poisson,-35896.2219,203,72198.4437,72480.1580,73053.1955,4,11.611835200900005
NP,spiralia,13,q1,-32583.5269,205,65577.0538,65866.3004,66440.2268,6,13.404351333900003
NP,spiralia,13,q2,-33543.7012,223,67533.4023,67898.0155,68472.3661,6,16.371589182499992
NP,spiralia,13,q3,-34321.8916,204,69051.7832,69337.2439,69910.7456,6,13.30153773930001
NP,spiralia,13,q4,-34942.0181,223,70330.0361,70694.6493,71268.9999,8,19.20088391960001
NP,spiralia,13,q5,-39258.5988,203,78923.1975,79204.9118,79777.9493,10,16.3517891035
NP,andersen,14,poisson,-27020.6177,351,54743.2354,56435.7285,56221.1560,82,8.247714266800003
NP,andersen,14,q1,-24943.0557,353,50592.1114,52327.6948,52078.4533,80,8.812356747499996
NP,andersen,14,q2,-25644.6024,353,51995.2049,53730.7882,53481.5467,80,9.195652729300004
NP,andersen,14,q3,-26027.8538,353,52761.7076,54497.2909,54248.0494,90,8.814082836000004
NP,andersen,14,q4,-26453.8047,353,53613.6094,55349.1928,55099.9512,88,9.171062612199997
NP,andersen,14,q5,-29422.0851,351,59546.1701,61238.6633,61024.0908,84,12.293191205200001
NP,dosreis,14,poisson,-64331.6289,545,129753.2578,724893.2578,132048.0349,20,19.55803947450001
NP,dosreis,14,q1,-58643.8227,547,118381.6454,717893.6454,120684.8436,32,20.696525544100012
NP,dosreis,14,q2,-60384.7734,546,121861.5468,719185.5468,124160.5344,38,22.857229943500005
NP,dosreis,14,q3,-61680.4128,546,124452.8257,721776.8257,126751.8133,34,19.80287373060002
NP,dosreis,14,q4,-62836.0185,546,126764.0370,724088.0370,129063.0246,26,20.501117802300012
NP,dosreis,14,q5,-70765.5368,545,142621.0737,737761.0737,144915.8507,48,27.984739375100013
NP,greenalga,14,poisson,-11418.9505,43,22923.9010,22932.2358,23104.9568,0,3.6614286644
NP,greenalga,14,q1,-10612.2611,45,21314.5222,21323.6815,21503.9992,0,3.8920454112999994
NP,greenalga,14,q2,-10815.0087,64,21758.0175,21777.2323,22027.4959,2,4.3114420379
NP,greenalga,14,q3,-10951.2839,62,22026.5679,22044.5265,22287.6251,2,3.9571536734999997
NP,greenalga,14,q4,-11230.5175,62,22585.0349,22602.9935,22846.0921,2,4.0145503284999995
NP,greenalga,14,q5,-12496.0490,43,25078.0979,25086.4327,25259.1537,4,5.672807360400001
NP,opisthokonta,14,poisson,-55904.4941,137,112082.9882,112188.0215,112659.8404,10,24.53979271720001
NP,opisthokonta,14,q1,-51179.9214,157,102673.8427,102819.7604,103334.9069,6,30.089865037400006
NP,opisthokonta,14,q2,-52692.8657,137,105659.7314,105764.7647,106236.5836,6,25.898696179200005
NP,opisthokonta,14,q3,-53531.3786,156,107374.7573,107518.4054,108031.6109,10,26.247687488599993
NP,opisthokonta,14,q4,-54764.4817,156,109840.9633,109984.6114,110497.8169,8,28.996530940100012
NP,opisthokonta,14,q5,-61037.2932,137,122348.5863,122453.6197,122925.4385,18,42.736747721200004
NP,prum,14,poisson,-30401.5803,397,61597.1606,64757.2806,63268.7688,74,8.076413545499996
NP,prum,14,q1,-27961.2066,398,56718.4131,59926.5343,58394.2319,72,9.081128698499993
NP,prum,14,q2,-28666.7980,417,58167.5960,62525.2460,59923.4162,70,10.145017197200008
NP,prum,14,q3,-29206.6159,416,59245.2318,63528.4910,60996.8414,78,8.224718990399996
NP,prum,14,q4,-29795.8600,398,60387.7201,63595.8413,62063.5389,84,9.576319067599997
NP,prum,14,q5,-33503.4336,397,67800.8672,70960.9872,69472.4755,88,10.436183647599998
NP,ruhfel,14,poisson,-90441.8750,697,182277.7500,1155289.7500,185212.5383,126,32.83401175619999
NP,ruhfel,14,q1,-83064.7219,718,167565.4438,1200049.4438,170588.6546,120,34.10499623260001
NP,ruhfel,14,q2,-85459.3178,718,172354.6357,1204838.6357,175377.8465,130,35.59224001060002
NP,ruhfel,14,q3,-86892.5995,717,175219.1991,1204831.1991,178238.1993,126,37.05777577510003
NP,ruhfel,14,q4,-88540.4933,697,178474.9866,1151486.9866,181409.7748,128,34.577546411899974
NP,ruhfel,14,q5,-99134.7113,698,199665.4226,1175469.4226,202604.4215,130,53.64525310269997
NP,salichos,14,poisson,-20888.6381,43,41863.2762,41871.6110,42044.3320,2,9.7039663253
NP,salichos,14,q1,-19505.2135,64,39138.4269,39157.6417,39407.9053,2,12.245175936899999
NP,salichos,14,q2,-19878.0321,63,39882.0642,39900.6448,40147.3320,4,15.3627317475
NP,salichos,14,q3,-20096.9105,63,40319.8211,40338.4017,40585.0889,8,11.973550427800001
NP,salichos,14,q4,-20545.7625,44,41179.5251,41188.2668,41364.7915,2,13.715736262099997
NP,salichos,14,q5,-22245.8289,43,44577.6578,44585.9926,44758.7136,12,19.1948384941
NP,rayfinned,14,poisson,-54553.6615,603,110313.3230,838737.3230,112852.3149,82,15.859274252299986
NP,rayfinned,14,q1,-49529.2937,623,100304.5874,877808.5874,102927.7913,80,17.493865502600027
NP,rayfinned,14,q2,-51116.1932,623,103478.3864,880982.3864,106101.5902,70,20.667473059400017
NP,rayfinned,14,q3,-52239.4300,622,105722.8599,880734.8599,108341.8532,74,16.301166996
NP,rayfinned,14,q4,-53368.3995,603,107942.7989,836366.7989,110481.7908,66,15.990563777699982
NP,rayfinned,14,q5,-60142.4475,604,121492.8950,852332.8950,124036.0974,88,20.807899603100015
NP,spiralia,14,poisson,-37036.2569,203,74478.5139,74760.2282,75333.2657,2,12.175704844999993
NP,spiralia,14,q1,-33684.4043,204,67776.8087,68062.2694,68635.7711,4,13.7906843577
NP,spiralia,14,q2,-34534.4933,224,69516.9867,69886.2174,70460.1611,8,18.48293209409999
NP,spiralia,14,q3,-35306.3378,223,71058.6756,71423.2888,71997.6395,4,12.862304811100016
NP,spiralia,14,q4,-36013.7694,203,72433.5389,72715.2531,73288.2907,4,13.005908291299997
NP,spiralia,14,q5,-40334.8194,204,81077.6387,81363.0995,81936.6011,4,17.130494976999998
NP,andersen,15,poisson,-28924.3004,353,58554.6008,60290.1842,60040.9427,82,9.0640378481
NP,andersen,15,q1,-26781.3049,374,54310.6098,56591.0976,55885.3742,86,10.221517368299997
NP,andersen,15,q2,-27468.9306,373,55683.8612,57933.8935,57254.4151,88,11.714986335700003
NP,andersen,15,q3,-27963.6340,353,56633.2681,58368.8514,58119.6099,78,9.220792299199998
NP,andersen,15,q4,-28505.0685,354,57718.1371,59475.7595,59208.6895,78,9.8896514146
NP,andersen,15,q5,-31764.4561,353,64234.9122,65970.4956,65721.2541,88,13.850216033099999
NP,dosreis,15,poisson,-67327.3736,545,135744.7472,730884.7472,138039.5242,16,20.62657505399999
NP,dosreis,15,q1,-61132.0789,566,123396.1579,765240.1579,125779.3575,14,24.48690130549999
NP,dosreis,15,q2,-63233.3809,565,127596.7619,767176.7619,129975.7509,8,28.014066347900023
NP,dosreis,15,q3,-64388.7377,566,129909.4753,771753.4753,132292.6750,16,30.305165612900026
NP,dosreis,15,q4,-65883.8070,545,132857.6140,727997.6140,135152.3910,16,21.551479714
NP,dosreis,15,q5,-75162.3499,545,151414.6997,746554.6997,153709.4768,20,28.467155385400016
NP,greenalga,15,poisson,-10598.7335,43,21283.4670,21291.8018,21464.5228,0,3.3448574671999998
NP,greenalga,15,q1,-9819.5248,44,19727.0495,19735.7913,19912.3159,4,3.6191197127999994
NP,greenalga,15,q2,-10071.0982,44,20230.1964,20238.9381,20415.4628,2,3.4085536085
NP,greenalga,15,q3,-10146.0739,63,20418.1479,20436.7285,20683.4157,4,3.6962544537000004
NP,greenalga,15,q4,-10413.1848,62,20950.3695,20968.3281,21211.4267,2,3.661812501900001
NP,greenalga,15,q5,-11604.0894,43,23294.1789,23302.5137,23475.2347,4,4.8691239481
NP,opisthokonta,15,poisson,-56812.0637,137,113898.1274,114003.1607,114474.9796,4,25.0840171058
NP,opisthokonta,15,q1,-52295.4682,157,104904.9364,105050.8541,105566.0006,2,29.221211346199986
NP,opisthokonta,15,q2,-53660.8344,157,107635.6688,107781.5864,108296.7330,16,43.111987442099974
NP,opisthokonta,15,q3,-54637.5663,156,109587.1326,109730.7807,110243.9862,6,26.753679975900017
NP,opisthokonta,15,q4,-55712.5249,156,111737.0498,111880.6979,112393.9034,8,30.921837705900007
NP,opisthokonta,15,q5,-62186.3006,137,124646.6012,124751.6345,125223.4534,14,46.53737970029999
NP,prum,15,poisson,-30807.1689,397,62408.3378,65568.4578,64079.9460,72,8.225927226799998
NP,prum,15,q1,-28391.5307,398,57579.0615,60787.1827,59254.8803,70,8.81631867349999
NP,prum,15,q2,-29256.2507,417,59346.5014,63704.1514,61102.3217,70,8.255941806499997
NP,prum,15,q3,-29793.3694,417,60420.7388,64778.3888,62176.5591,72,9.173584878899998
NP,prum,15,q4,-30423.9400,399,61645.8800,64903.0229,63325.9094,70,9.016364061700001
NP,prum,15,q5,-34617.8857,397,70029.7715,73189.8915,71701.3797,82,10.779728435499997
NP,ruhfel,15,poisson,-88131.9333,701,177665.8665,1161869.8665,180617.4972,116,32.074396946000014
NP,ruhfel,15,q1,-81066.2848,702,163536.5695,1150548.5695,166492.4108,110,32.470122311099985
NP,ruhfel,15,q2,-83562.2452,720,168564.4905,1206804.4905,171596.1225,98,33.86500690519997
NP,ruhfel,15,q3,-84792.2677,721,171026.5355,1212150.5355,174062.3781,120,44.3617448464
NP,ruhfel,15,q4,-86350.6506,702,174105.3011,1161117.3011,177061.1424,120,49.634589671700006
NP,ruhfel,15,q5,-96276.9272,701,193955.8543,1178159.8543,196907.4850,130,51.34096234480001
NP,salichos,15,poisson,-20615.8041,43,41317.6082,41325.9430,41498.6640,4,9.478872522800003
NP,salichos,15,q1,-19213.7971,64,38555.5943,38574.8090,38825.0727,6,11.871586914700003
NP,salichos,15,q2,-19633.2292,45,39356.4584,39365.6177,39545.9354,6,10.764207826100002
NP,salichos,15,q3,-19780.6091,64,39689.2182,39708.4330,39958.6966,6,13.358700621399999
NP,salichos,15,q4,-20232.1427,44,40552.2853,40561.0270,40737.5517,2,12.7149801162
NP,salichos,15,q5,-21941.8489,43,43969.6979,43978.0327,44150.7537,2,18.7315611989
NP,rayfinned,15,poisson,-52680.3430,607,106574.6860,844686.6860,109130.5202,92,15.134778501400001
NP,rayfinned,15,q1,-48215.2578,627,97684.5155,885196.5155,100324.5618,82,16.470146597299998
NP,rayfinned,15,q2,-49797.7417,627,100849.4835,888361.4835,103489.5297,88,19.613656637500004
NP,rayfinned,15,q3,-50658.0988,628,102572.1977,892596.1977,105216.4545,80,16.178399910899984
NP,rayfinned,15,q4,-51787.0949,609,104792.1897,847772.1897,107356.4452,82,16.2526558016
NP,rayfinned,15,q5,-58375.5569,608,117967.1138,858511.1138,120527.1586,92,20.402746961700007
NP,spiralia,15,poisson,-35881.7808,203,72169.5616,72451.2759,73024.3134,8,11.6239271066
NP,spiralia,15,q1,-32699.2648,204,65806.5295,66091.9903,66665.4919,4,13.090846893200002
NP,spiralia,15,q2,-33781.1033,204,67970.2066,68255.6674,68829.1690,4,17.4862068211
NP,spiralia,15,q3,-34310.0556,223,69066.1111,69430.7243,70005.0749,4,20.5448921748
NP,spiralia,15,q4,-35015.4614,203,70436.9228,70718.6371,71291.6746,4,12.193604554100006
NP,spiralia,15,q5,-39843.7574,204,80095.5148,80380.9756,80954.4772,10,16.023057450400007
NP,andersen,16,poisson,-28290.7389,351,57283.4778,58975.9709,58761.3984,84,8.764756887199995
NP,andersen,16,q1,-26104.8811,372,52953.7622,55173.8582,54520.1055,92,9.687906215799996
NP,andersen,16,q2,-26841.3920,372,54426.7840,56646.8800,55993.1273,88,11.566346126100001
NP,andersen,16,q3,-27392.5221,352,55489.0441,57202.9200,56971.1754,90,10.17217711339999
NP,andersen,16,q4,-27968.0060,352,56640.0121,58353.8879,58122.1433,84,10.002098516099998
NP,andersen,16,q5,-31583.3934,351,63868.7868,65561.2799,65346.7074,92,13.67039745590001
NP,dosreis,16,poisson,-66685.3350,545,134460.6700,729600.6700,136755.4471,28,20.398048520299973
NP,dosreis,16,q1,-60714.0316,547,122522.0633,722034.0633,124825.2615,32,20.854172002700043
NP,dosreis,16,q2,-62586.6697,566,126305.3394,768149.3394,128688.5390,30,25.60096337959997
NP,dosreis,16,q3,-63983.9038,546,129059.8077,726383.8077,131358.7953,30,20.23373186809999
NP,dosreis,16,q4,-65173.4497,545,131436.8994,726576.8994,133731.6764,30,20.346491992299978
NP,dosreis,16,q5,-73794.7231,545,148679.4461,743819.4461,150974.2232,32,27.158640765700003
NP,greenalga,16,poisson,-11077.4952,43,22240.9905,22249.3253,22422.0463,0,3.4902632498999986
NP,greenalga,16,q1,-10122.3924,63,20370.7847,20389.3654,20636.0525,2,4.201161267
NP,greenalga,16,q2,-10472.7680,44,21033.5359,21042.2776,21218.8023,0,3.6056164855
NP,greenalga,16,q3,-10602.9566,44,21293.9133,21302.6550,21479.1797,0,3.637227625200001
NP,greenalga,16,q4,-10777.2962,64,21682.5924,21701.8072,21952.0708,4,5.7671866616
NP,greenalga,16,q5,-12039.0776,43,24164.1552,24172.4900,24345.2110,4,5.371824341100001
NP,opisthokonta,16,poisson,-55416.4398,137,111106.8796,111211.9129,111683.7318,6,24.34215997350001
NP,opisthokonta,16,q1,-50825.4448,158,101966.8897,102115.1020,102632.1645,4,28.685148977900003
NP,opisthokonta,16,q2,-52125.1076,158,104566.2152,104714.4275,105231.4900,8,34.5297876628
NP,opisthokonta,16,q3,-53132.7241,156,106577.4482,106721.0963,107234.3018,4,26.05087296500002
NP,opisthokonta,16,q4,-54225.9569,137,108725.9137,108830.9471,109302.7659,8,27.098808953399992
NP,opisthokonta,16,q5,-60180.2047,138,120636.4093,120743.2728,121217.4721,20,43.27552584809999
NP,prum,16,poisson,-30849.3674,397,62492.7348,65652.8548,64164.3430,74,8.262529550499996
NP,prum,16,q1,-28451.6434,398,57699.2868,60907.4081,59375.1057,80,8.817222915100002
NP,prum,16,q2,-29255.5356,417,59345.0712,63702.7212,61100.8914,76,8.330629763300008
NP,prum,16,q3,-29836.1991,397,60466.3982,63626.5182,62138.0065,78,8.202049986699995
NP,prum,16,q4,-30342.6650,399,61483.3301,64740.4729,63163.3595,84,9.4437469057
NP,prum,16,q5,-34358.1881,397,69510.3762,72670.4962,71181.9845,76,10.643666296500001
NP,ruhfel,16,poisson,-88012.6530,703,177431.3059,1167255.3059,180391.3578,120,31.77382426860002
NP,ruhfel,16,q1,-80979.8886,723,163405.7772,1210309.7772,166450.0411,118,33.246516574999994
NP,ruhfel,16,q2,-83196.0342,704,167800.0685,1160440.0685,170764.3309,132,34.02525971149994
NP,ruhfel,16,q3,-84562.4660,722,170568.9319,1214580.9319,173608.9852,134,36.1100636104
NP,ruhfel,16,q4,-86123.3125,703,173652.6250,1163476.6250,176612.6769,126,34.072840076999924
NP,ruhfel,16,q5,-96334.7733,703,194075.5466,1183899.5466,197035.5985,142,52.042966212499984
NP,salichos,16,poisson,-20948.8838,43,41983.7676,41992.1024,42164.8234,2,9.846401052200003
NP,salichos,16,q1,-19633.7108,63,39393.4216,39412.0023,39658.6894,4,12.955002278799999
NP,salichos,16,q2,-20003.2753,45,40096.5507,40105.7100,40286.0277,6,12.9619292844
NP,salichos,16,q3,-20249.4479,44,40586.8959,40595.6376,40772.1623,2,11.738832168100002
NP,salichos,16,q4,-20652.4489,44,41392.8979,41401.6396,41578.1643,4,14.341480820500003
NP,salichos,16,q5,-22403.7343,43,44893.4685,44901.8033,45074.5243,6,20.4140592785
NP,rayfinned,16,poisson,-50763.7887,607,102741.5775,840853.5775,105297.4117,84,14.546725953200003
NP,rayfinned,16,q1,-46097.1721,608,93410.3441,833954.3441,95970.3890,80,15.951305364099994
NP,rayfinned,16,q2,-47539.3148,608,96294.6296,836838.6296,98854.6744,86,18.963848227900005
NP,rayfinned,16,q3,-48297.1622,627,97848.3245,885360.3245,100488.3707,92,16.595342361999997
NP,rayfinned,16,q4,-49194.7881,607,99603.5761,837715.5761,102159.4104,84,14.42702446169999
NP,rayfinned,16,q5,-54805.4203,607,110824.8406,848936.8406,113380.6749,88,18.272760006000016
NP,spiralia,16,poisson,-36801.2135,203,74008.4270,74290.1413,74863.1788,8,11.9920236794
NP,spiralia,16,q1,-33639.9059,204,67687.8118,67973.2726,68546.7742,10,13.3549228199
NP,spiralia,16,q2,-34666.0107,223,69778.0214,70142.6345,70716.9852,8,16.2328725437
NP,spiralia,16,q3,-35369.7997,223,71185.5995,71550.2126,72124.5633,10,19.958421332000007
NP,spiralia,16,q4,-35912.6054,203,72231.2108,72512.9251,73085.9626,12,12.108679796699992
NP,spiralia,16,q5,-40805.1528,204,82018.3056,82303.7664,82877.2681,12,16.655728745
NP,andersen,17,poisson,-28702.2959,353,58110.5918,59846.1751,59596.9336,72,8.837443566099994
NP,andersen,17,q1,-26668.9270,355,54047.8540,55827.8540,55542.6170,70,10.022577456600006
NP,andersen,17,q2,-27363.3886,373,55472.7772,57722.8095,57043.3311,78,9.187848121199998
NP,andersen,17,q3,-27841.9590,354,56391.9179,58149.5403,57882.4704,76,11.131151809300004
NP,andersen,17,q4,-28356.8057,372,57457.6115,59677.7075,59023.9547,78,9.944931602900002
NP,andersen,17,q5,-31878.5206,353,64463.0413,66198.6246,65949.3831,84,13.35359431469999
NP,dosreis,17,poisson,-66156.1669,545,133402.3338,728542.3338,135697.1108,44,20.216278707000004
NP,dosreis,17,q1,-60239.4513,547,121572.9026,721084.9026,123876.1008,36,20.73473488380004
NP,dosreis,17,q2,-61932.0655,566,124996.1309,766840.1309,127379.3306,40,24.298839796100015
NP,dosreis,17,q3,-63116.7996,565,127363.5993,766943.5993,129742.5883,42,20.77851854400001
NP,dosreis,17,q4,-64290.8633,547,129675.7267,729187.7267,131978.9249,36,22.210849600100023
NP,dosreis,17,q5,-72317.4673,545,145724.9347,740864.9347,148019.7117,52,27.6163858788
NP,greenalga,17,poisson,-10685.2204,43,21456.4407,21464.7755,21637.4965,0,3.3147778164999995
NP,greenalga,17,q1,-9883.8329,45,19857.6658,19866.8251,20047.1428,0,3.7288249523000006
NP,greenalga,17,q2,-10082.4131,63,20290.8262,20309.4069,20556.0940,0,3.7089156655999997
NP,greenalga,17,q3,-10272.2023,45,20634.4046,20643.5639,20823.8816,0,4.098127595500001
NP,greenalga,17,q4,-10484.7934,63,21095.5868,21114.1675,21360.8546,0,5.244361603899998
NP,greenalga,17,q5,-11684.7702,43,23455.5404,23463.8752,23636.5962,0,4.884528745
NP,opisthokonta,17,poisson,-58129.1272,137,116532.2544,116637.2877,117109.1066,8,26.0108407258
NP,opisthokonta,17,q1,-53438.9072,157,107191.8145,107337.7321,107852.8787,6,33.012661125600005
NP,opisthokonta,17,q2,-54996.4658,137,110266.9316,110371.9649,110843.7838,4,27.17976367190001
NP,opisthokonta,17,q3,-55872.9826,157,112059.9651,112205.8828,112721.0293,10,36.33277535050001
NP,opisthokonta,17,q4,-57237.0979,137,114748.1959,114853.2292,115325.0481,10,28.811997635099978
NP,opisthokonta,17,q5,-63359.3587,137,126992.7173,127097.7506,127569.5695,8,46.179112980800014
NP,prum,17,poisson,-31213.2257,397,63220.4515,66380.5715,64892.0597,72,8.322346006200005
NP,prum,17,q1,-28583.7951,399,57965.5903,61222.7331,59645.6197,62,9.409693055199993
NP,prum,17,q2,-29398.0082,398,59592.0165,62800.1377,61267.8353,60,10.783338911299992
NP,prum,17,q3,-29979.1128,397,60752.2256,63912.3456,62423.8338,72,8.160457921000004
NP,prum,17,q4,-30438.5239,418,61713.0478,66147.0224,63473.0786,74,14.57540721669999
NP,prum,17,q5,-34519.1984,397,69832.3969,72992.5169,71504.0051,78,11.022047185499996
NP,ruhfel,17,poisson,-88248.4814,679,177854.9629,1101294.9629,180713.9603,126,31.81625278380001
NP,ruhfel,17,q1,-80857.8093,699,163113.6186,1141713.6186,166056.8280,138,32.063579694700024
NP,ruhfel,17,q2,-83239.9785,699,167877.9571,1146477.9571,170821.1665,136,38.231941653299984
NP,ruhfel,17,q3,-84838.3396,698,171072.6792,1146876.6792,174011.6781,138,36.7277424666
NP,ruhfel,17,q4,-86235.6828,680,173831.3655,1099991.3655,176694.5736,144,48.77346476329999
NP,ruhfel,17,q5,-97307.0183,679,195972.0366,1119412.0366,198831.0340,154,51.19613434379996
NP,salichos,17,poisson,-20526.8273,43,41139.6546,41147.9894,41320.7104,4,9.381530376700002
NP,salichos,17,q1,-19261.0727,64,38650.1453,38669.3601,38919.6237,4,11.6825552333
NP,salichos,17,q2,-19594.3117,63,39314.6234,39333.2040,39579.8912,4,13.047644557599996
NP,salichos,17,q3,-19788.2022,63,39702.4044,39720.9851,39967.6722,4,11.194955889400001
NP,salichos,17,q4,-20298.2930,43,40682.5860,40690.9208,40863.6418,8,10.319000242800003
NP,salichos,17,q5,-21877.0708,43,43840.1415,43848.4763,44021.1973,8,18.7632208655
NP,rayfinned,17,poisson,-53988.7235,607,109191.4470,847303.4470,111747.2813,64,15.635544232700004
NP,rayfinned,17,q1,-49355.3019,608,99926.6038,840470.6038,102486.6486,60,16.757711148399995
NP,rayfinned,17,q2,-50756.8280,627,102767.6561,890279.6561,105407.7023,70,19.519877222499986
NP,rayfinned,17,q3,-51872.9710,608,104961.9421,845505.9421,107521.9869,66,17.302895799899996
NP,rayfinned,17,q4,-52757.4065,607,106728.8130,844840.8130,109284.6473,74,16.06002764489999
NP,rayfinned,17,q5,-59658.4823,607,120530.9646,858642.9646,123086.7988,82,21.66317065869997
NP,spiralia,17,poisson,-38092.6386,203,76591.2771,76872.9914,77446.0290,4,12.638229421199997
NP,spiralia,17,q1,-34660.5231,205,69731.0462,70020.2928,70594.2192,8,14.424904989100005
NP,spiralia,17,q2,-35559.5364,223,71565.0728,71929.6860,72504.0366,10,18.019998100200006
NP,spiralia,17,q3,-36483.6721,204,73375.3442,73660.8049,74234.3066,10,12.920738863400006
NP,spiralia,17,q4,-37194.5844,223,74835.1688,75199.7820,75774.1327,8,25.027491939999994
NP,spiralia,17,q5,-42315.5833,203,85037.1666,85318.8808,85891.9184,18,18.08369681820001
NP,andersen,18,poisson,-28101.9443,351,56905.8887,58598.3818,58383.8093,90,8.6879431728
NP,andersen,18,q1,-26016.1674,353,52738.3348,54473.9181,54224.6766,94,9.4463380228
NP,andersen,18,q2,-26671.0237,371,54084.0474,56274.7141,55646.1801,98,11.2086213388
NP,andersen,18,q3,-27146.0298,352,54996.0597,56709.9355,56478.1909,92,8.902789373199992
NP,andersen,18,q4,-27661.2397,353,56028.4794,57764.0628,57514.8213,94,9.991279919000004
NP,andersen,18,q5,-30783.0395,351,62268.0790,63960.5721,63745.9996,90,13.212568003300007
NP,dosreis,18,poisson,-67253.4618,545,135596.9237,730736.9237,137891.7007,14,20.58393896459998
NP,dosreis,18,q1,-61001.5529,566,123135.1059,764979.1059,125518.3055,24,23.095780131300028
NP,dosreis,18,q2,-62983.9990,546,127059.9980,724383.9980,129358.9856,22,25.997319844100016
NP,dosreis,18,q3,-64257.9553,565,129645.9107,769225.9107,132024.8997,28,21.663283296700005
NP,dosreis,18,q4,-65493.6181,545,132077.2361,727217.2361,134372.0132,20,21.036363252699992
NP,dosreis,18,q5,-73559.7618,545,148209.5236,743349.5236,150504.3007,20,28.449023768899995
NP,greenalga,18,poisson,-10918.4713,43,21922.9425,21931.2773,22103.9983,2,3.397442248299998
NP,greenalga,18,q1,-10088.0288,44,20264.0575,20272.7993,20449.3239,2,3.5574157731
NP,greenalga,18,q2,-10328.6914,45,20747.3827,20756.5420,20936.8597,2,3.705728941
NP,greenalga,18,q3,-10393.7992,62,20911.5983,20929.5569,21172.6555,2,3.6234842587999996
NP,greenalga,18,q4,-10631.5668,63,21389.1335,21407.7142,21654.4013,2,4.937431146
NP,greenalga,18,q5,-11725.5235,43,23537.0469,23545.3817,23718.1027,2,4.735526634099999
NP,opisthokonta,18,poisson,-57076.9816,137,114427.9631,114532.9965,115004.8153,22,25.425586969899996
NP,opisthokonta,18,q1,-52562.0890,157,105438.1780,105584.0956,106099.2422,4,31.91008374799999
NP,opisthokonta,18,q2,-53912.7656,157,108139.5311,108285.4488,108800.5954,6,44.20029338270002
NP,opisthokonta,18,q3,-55027.7984,156,110367.5968,110511.2448,111024.4504,12,27.229932470600005
NP,opisthokonta,18,q4,-56116.0193,138,112508.0386,112614.9021,113089.1014,12,48.298938202799995
NP,opisthokonta,18,q5,-62220.5508,137,124715.1017,124820.1350,125291.9539,14,46.222072383699995
NP,prum,18,poisson,-30319.3004,397,61432.6009,64592.7209,63104.2091,84,8.050379862400002
NP,prum,18,q1,-27610.5258,417,56055.0515,60412.7015,57810.8718,84,9.753918398499996
NP,prum,18,q2,-28509.0632,417,57852.1264,62209.7764,59607.9466,84,10.864495399700008
NP,prum,18,q3,-29080.2488,398,58956.4976,62164.6188,60632.3164,82,8.072042312000002
NP,prum,18,q4,-29719.7752,398,60235.5505,63443.6717,61911.3693,86,9.201906669099996
NP,prum,18,q5,-33329.1560,397,67452.3121,70612.4321,69123.9203,80,10.212954897399987
NP,ruhfel,18,poisson,-89622.0497,701,180646.0994,1164850.0994,183597.7300,110,32.509747749699976
NP,ruhfel,18,q1,-82489.9109,702,166383.8218,1153395.8218,169339.6630,98,33.34390623580001
NP,ruhfel,18,q2,-85061.4668,721,171564.9336,1212688.9336,174600.7763,102,41.32340860800002
NP,ruhfel,18,q3,-86121.6609,702,173647.3219,1160659.3219,176603.1631,114,33.051294532900044
NP,ruhfel,18,q4,-87793.1756,720,177026.3511,1215266.3511,180057.9832,96,37.60090833240003
NP,ruhfel,18,q5,-97719.7200,701,196841.4400,1181045.4400,199793.0707,104,51.23852687639999
NP,salichos,18,poisson,-20844.0066,43,41774.0131,41782.3479,41955.0689,8,9.636486348800002
NP,salichos,18,q1,-19486.7867,64,39101.5734,39120.7882,39371.0518,2,12.274834702000003
NP,salichos,18,q2,-19869.0428,63,39864.0856,39882.6662,40129.3534,4,15.238161053699997
NP,salichos,18,q3,-20087.5797,64,40303.1594,40322.3742,40572.6378,6,13.978710527000004
NP,salichos,18,q4,-20515.3011,44,41118.6023,41127.3440,41303.8687,2,13.649618535
NP,salichos,18,q5,-22344.3816,43,44774.7632,44783.0980,44955.8190,8,19.904190469099998
NP,rayfinned,18,poisson,-53070.0788,607,107354.1576,845466.1576,109909.9919,76,15.21486043579999
NP,rayfinned,18,q1,-48178.5424,628,97613.0847,887637.0847,100257.3416,68,17.46052422450001
