name,model,logl,k,AIC,AICc,BIC,rf,treelength
PF00656,poisson,-60622.2919,237,121718.5838,121979.1196,122787.1621,88,63.95648919229996
PF00656,GTR20,-56068.7814,445,113027.5628,114791.7406,115033.9651,78,72.4669016735
PF04560,poisson,-9466.9629,257,19447.9258,152059.9258,20117.4545,114,22.555910672200028
PF04560,m4,-8626.2203,257,17766.4407,150378.4407,18435.9694,112,25.22536304290003
PF04560,m5,-9223.2024,257,18960.4048,151572.4048,19629.9336,122,40.13043604419998
PF04560,m3,-8422.0725,258,17360.1450,151004.1450,18032.2789,100,26.810578817799996
PF04560,m2,-8173.6117,258,16863.2234,150507.2234,17535.3573,104,34.19633045210001
PF04560,m1,-7986.6575,259,16491.3149,151171.3149,17166.0540,0,44.246699065299964
PF04560,GTR20,-8239.2951,465,17408.5902,450788.5902,18619.9943,116,25.611556290700033
PF00306,GTR20,-25338.8152,503,51683.6303,558707.6303,53369.6150,120,64.40176686359999
PF00306,poisson,-28117.2274,295,56824.4549,231464.4549,57813.2530,138,57.75972449880003
PF00306,m5,-29265.9963,295,59121.9925,233761.9925,60110.7907,154,133.1367923182
PF00306,m4,-26683.8160,314,53995.6320,251815.6320,55048.1154,148,82.31530887469988
PF00306,m1,-24958.0701,297,50510.1403,227522.1403,51505.6421,0,71.78361709820003
PF00306,m2,-25359.5120,296,51311.0240,227135.0240,52303.1740,82,81.73904980200004
PF00306,m3,-25988.4081,315,52606.8162,251686.8162,53662.6515,142,70.69018410609998
PF07978,m4,-5380.8809,75,10911.7617,11279.5037,11112.2239,12,45.38300565599999
PF07978,m5,-5788.5439,56,11689.0878,11816.7678,11838.7662,18,48.16796139229999
PF07978,m1,-5131.5445,56,10375.0890,10502.7690,10524.7674,0,21.605558713200004
PF07978,m3,-5226.8458,74,10601.6916,10948.5666,10799.4810,2,18.1113558125
PF07978,m2,-5205.3535,57,10524.7070,10659.6458,10677.0583,0,20.5632288918
PF07978,poisson,-5631.9026,55,11373.8051,11494.5894,11520.8107,22,14.078011099500001
PF07978,GTR20,-4985.7896,263,10497.5792,149361.5792,11200.5331,6,17.585325845399996
PF06026,m3,-15769.0593,131,31800.1186,32280.4519,32234.7923,34,28.7445808457
PF06026,m2,-15347.9107,132,30959.8213,31454.3566,31397.8132,10,41.241934908199994
PF06026,m1,-14924.7573,113,30075.5145,30361.7812,30450.4621,0,40.035983454499984
PF06026,m4,-16318.2221,112,32860.4442,33138.5981,33232.0736,26,75.93168285289997
PF06026,m5,-18101.6930,111,36425.3861,36695.6470,36793.6974,46,45.660044633099986
PF06026,poisson,-17198.3534,111,34618.7068,34888.9677,34987.0181,38,22.303611050500006
PF06026,GTR20,-15319.0276,319,31276.0552,235436.0552,32334.5355,42,25.1478194116
PF00226,m1,-26187.6010,526,53427.2020,607831.2020,54813.0694,0,154.66213779730003
PF00226,m2,-27027.4787,545,55144.9574,650284.9574,56580.8847,348,146.40683518139983
PF00226,m3,-27595.2720,545,56280.5440,651420.5440,57716.4713,342,125.08785544989995
PF00226,m5,-31368.9316,526,63789.8632,618193.8632,65175.7307,370,250.9646006706999
PF00226,m4,-28333.3195,527,57720.6390,614232.6390,59109.1412,356,215.9122848470998
PF00226,GTR20,-26699.9770,733,54865.9539,1130909.9539,56797.2103,334,130.3746787779999
PF00226,poisson,-30065.6968,525,61181.3937,613481.3937,62564.6264,382,108.11249591890002
PF01263,poisson,-48493.3420,143,97272.6841,97418.7266,97852.4689,16,45.29182241530001
PF01263,m1,-44286.8732,145,88863.7464,89014.9607,89451.6401,0,72.20414737729998
PF01263,m3,-45609.1826,145,91508.3652,91659.5794,92096.2589,20,77.10433018239996
PF01263,m2,-45010.3378,143,90306.6756,90452.7181,90886.4604,16,54.98076559289999
PF01263,m4,-46709.9792,143,93705.9585,93852.0010,94285.7433,20,67.88557059049998
PF01263,m5,-49970.1621,143,100226.3242,100372.3668,100806.1090,34,132.06919926110007
PF01263,GTR20,-44525.8323,351,89753.6646,93092.9079,91176.7729,32,53.345060352500006
PF00717,poisson,-30804.7027,463,62535.4054,492199.4054,63873.6370,256,105.67157873759996
PF00717,m4,-29334.6288,465,59599.2576,492979.2576,60943.2700,222,194.94893513100004
PF00717,m5,-32084.7486,464,65097.4973,496617.4973,66438.6192,272,237.0239129109998
PF00717,m1,-27558.9805,464,56045.9609,487565.9609,57387.0829,0,104.91355161220007
PF00717,m3,-28582.8806,463,58091.7612,487755.7612,59429.9928,188,125.70651722369995
PF00717,m2,-28102.2674,465,57134.5348,490514.5348,58478.5472,170,110.1868024680001
PF00717,GTR20,-27667.8316,671,56677.6632,958501.6632,58617.0875,186,122.24567104870006
PF00104,m5,-66744.6219,348,134185.2438,377089.2438,135513.5984,106,239.7816064184
PF00104,m4,-63464.4416,367,127662.8831,397774.8831,129063.7629,82,147.66141651390006
PF00104,m2,-61630.3838,368,123996.7676,395580.7676,125401.4645,66,140.29057392700005
PF00104,m3,-62288.7414,367,125311.4828,395423.4828,126712.3626,60,145.61219439569996
PF00104,m1,-60912.6386,367,122559.2772,392671.2772,123960.1570,0,137.7587860538
PF00104,poisson,-67126.9522,347,134947.9044,376459.9044,136272.4420,100,97.64142054199999
PF00104,GTR20,-61286.5283,555,123683.0566,740843.0566,125801.5533,72,117.08339196440009
PF00141,GTR20,-98314.0832,791,198210.1664,1451154.1664,201686.8183,124,97.6590067370001
PF00141,m1,-96050.8993,603,193307.7986,921731.7986,195958.1414,0,94.24708255430006
PF00141,m2,-97486.0072,584,196140.0145,244945.7288,198706.8473,94,90.78109664240009
PF00141,m3,-100699.2217,584,202566.4434,251372.1577,205133.2762,118,99.05690429609997
PF00141,m5,-113908.1425,583,228982.2850,274378.5517,231544.7225,170,158.23287982940005
PF00141,m4,-103308.1616,585,207786.3232,260526.3232,210357.5512,142,174.2443928188
PF00141,poisson,-109602.6683,583,220371.3366,265767.6033,222933.7741,170,89.35537590059987
PF01590,m1,-129690.1971,919,261218.3941,1952178.3941,264814.9034,0,352.8569648070998
PF01590,poisson,-140729.3989,899,283256.7978,1901456.7978,286775.0370,506,284.54339635170015
PF01590,m3,-132656.6198,900,267113.2396,1888913.2396,270635.3923,432,366.27229683369984
PF01590,GTR20,-130649.6673,1107,263513.3346,2716625.3346,267845.5824,400,333.6536992188005
PF01590,m2,-131523.5424,918,264883.0847,1952167.0847,268475.6805,390,331.10992373359994
PF01590,m4,-136012.7687,919,273863.5373,1964823.5373,277460.0466,496,530.9185780023998
PF01590,m5,-145159.2025,900,292118.4050,1913918.4050,295640.5577,533,869.3090809997989
PF03237,GTR20,-21342.3099,261,43206.6199,43722.7104,44320.3592,2,30.8591676186
PF03237,m4,-22294.1748,73,44734.3496,44758.1995,45045.8552,14,72.6516151846
PF03237,m5,-23462.3370,54,47032.6741,47045.2588,47263.1029,22,98.84164397060002
PF03237,m3,-21962.6797,73,44071.3594,44095.2093,44382.8651,14,62.614957380400014
PF03237,m2,-21733.4173,53,43572.8345,43584.9360,43798.9961,12,45.30454447659999
PF03237,m1,-21546.6993,54,43201.3986,43213.9834,43431.8275,0,33.37629694890001
PF03237,poisson,-22492.5120,53,45091.0239,45103.1254,45317.1856,18,24.543601068600005
PF01734,poisson,-21711.0496,103,43628.0992,43713.4538,44026.9274,44,31.673801829699997
PF01734,m4,-20850.4489,104,41908.8979,41996.2579,42311.5981,30,50.219808558400004
PF01734,m5,-22023.8609,103,44253.7218,44339.0763,44652.5499,38,90.36588104409999
PF01734,m1,-19779.9330,105,39769.8661,39859.2637,40176.4385,0,63.71944406169999
PF01734,GTR20,-19856.2141,311,40334.4282,44847.5445,41538.6568,24,39.63804024149997
PF01734,m3,-20276.5131,122,40797.0262,40926.3883,41269.4246,32,41.47643229449999
PF01734,m2,-20052.4925,124,40352.9850,40487.7676,40833.1276,22,76.96205497309998
PF04607,poisson,-20041.8318,215,40513.6636,133393.6636,41208.3520,110,38.17535032050001
PF04607,m4,-18388.1559,234,37244.3119,147224.3119,38000.3913,74,48.67106165860002
PF04607,m5,-20334.1683,215,41098.3366,133978.3366,41793.0250,94,75.03532945199996
PF04607,m3,-18200.1189,216,36832.2378,130576.2378,37530.1573,76,42.628491470700006
PF04607,m2,-17352.1005,236,35176.2010,147040.2010,35938.7426,64,83.79614240590003
PF04607,m1,-17127.8274,217,34689.6547,129301.6547,35390.8053,0,60.41143351649999
PF04607,GTR20,-17822.5671,423,36491.1341,395195.1341,37857.8930,76,43.18293059539995
PF07654,m5,-13964.3951,201,28330.7902,109534.7902,28864.2362,60,64.6445904246
PF07654,GTR20,-12006.5602,409,24831.1204,360211.1204,25916.5902,36,43.81131662469999
PF07654,m4,-12853.1782,202,26110.3564,108122.3564,26646.4564,60,46.170045291499996
PF07654,m1,-12141.3141,203,24688.6282,107512.6282,25227.3821,0,34.349771002599994
PF07654,m2,-12308.2573,202,25020.5146,107032.5146,25556.6146,32,48.08161246159999
PF07654,m3,-12492.5209,203,25391.0418,108215.0418,25929.7957,48,42.48475558950001
PF07654,poisson,-13673.1514,201,27748.3028,108952.3028,28281.7488,40,37.09647374659998
PF00963,GTR20,-9323.3549,281,19208.7099,177692.7099,20096.4044,16,27.912281659099996
PF00963,poisson,-10805.2380,73,21756.4760,21864.5160,21987.0871,38,21.393207543799992
PF00963,m2,-9639.7330,74,19427.4661,19539.5873,19661.2362,24,24.712164733799995
PF00963,m3,-9744.8757,75,19639.7515,19756.0780,19876.6806,26,22.965444389399998
PF00963,m1,-9462.5265,93,19111.0530,19329.6030,19404.8451,0,30.960969532400004
PF00963,m5,-10688.9665,74,21525.9330,21638.0542,21759.7031,30,44.71818378779998
PF00963,m4,-9895.6623,94,19979.3245,20205.4005,20276.2757,20,76.1011148607
PF00120,GTR20,-39390.4307,411,79602.8613,418266.8613,81176.5580,50,42.80633878259998
PF00120,m3,-40405.0407,204,81218.0815,81837.6370,81999.1864,48,46.32503333750002
PF00120,m2,-39491.8596,205,79393.7192,80024.0177,80178.6530,28,50.08723714399999
PF00120,m1,-38588.4408,205,77586.8816,78217.1801,78371.8155,0,55.54813487909996
PF00120,poisson,-43400.2186,203,87206.4372,87815.4372,87983.7132,56,37.60456095299999
PF00120,m4,-41342.7237,222,83129.4473,83975.7037,83979.4732,48,51.598024332599984
PF00120,m5,-44599.2174,203,89604.4348,90213.4348,90381.7108,52,80.51328592429999
PF04397,poisson,-25447.4482,243,51380.8965,169964.8965,52058.2570,110,71.75872037230005
PF04397,m5,-25646.0602,244,51780.1204,171340.1204,52460.2683,124,176.35918586629992
PF04397,GTR20,-22865.6346,451,46633.2692,454337.2692,47890.4279,82,83.77383606680002
PF04397,m4,-23868.3084,262,48260.6167,186072.6167,48990.9396,92,114.79913421160009
PF04397,m2,-23115.6660,263,46757.3320,185621.3320,47490.4423,84,158.7231498838999
PF04397,m3,-23382.5339,263,47291.0677,186155.0677,48024.1780,82,93.19882605200003
PF04397,m1,-22759.1907,244,46006.3813,165566.3813,46686.5293,0,101.72528721340001
PF03767,poisson,-13609.8937,61,27341.7875,27366.7512,27579.6812,8,15.172866820300001
PF03767,m1,-12379.1229,63,24884.2457,24911.0364,25129.9393,0,21.817294916400005
PF03767,m3,-12721.9769,63,25569.9537,25596.7444,25815.6473,6,29.55528687410001
PF03767,m2,-12533.4192,62,25190.8384,25216.7059,25432.6320,4,23.541038857099995
PF03767,m4,-13035.2838,61,26192.5676,26217.5313,26430.4613,4,22.006726790599995
PF03767,m5,-13939.6848,61,28001.3696,28026.3333,28239.2634,10,37.878819822699995
PF03767,GTR20,-12431.4175,269,25400.8350,26929.8876,26449.9073,4,17.066394468
PF03466,m1,-187473.7283,869,376685.4566,1888745.4566,379954.6793,0,417.17820254259993
PF03466,m2,-190570.3145,870,382880.6291,1898420.6291,386153.6138,342,387.69259944830026
PF03466,m3,-193275.7696,869,388289.5393,1900349.5393,391558.7620,412,667.7591377450992
PF03466,m5,-213115.7790,850,427931.5579,1874631.5579,431129.3016,528,1004.8017391606005
PF03466,m4,-197673.6669,870,397087.3339,1912627.3339,400360.3186,412,453.7609862096994
PF03466,poisson,-206416.6078,849,414531.2156,1857831.2156,417725.1972,500,300.0707816934002
PF03466,GTR20,-188410.9612,1057,378935.9225,2615547.9225,382912.4108,376,368.42146702489964
PF00122,poisson,-41090.8520,201,82583.7040,83185.2152,83351.5407,76,41.41937762250001
PF00122,m2,-36070.2352,222,72584.4704,73452.9967,73432.5288,28,109.27922124250001
PF00122,m3,-36942.0358,221,74326.0715,75179.3237,75170.3099,58,52.8508524802
PF00122,m1,-35355.6390,203,71117.2779,71740.0148,71892.7548,0,69.2050680088
PF00122,m5,-41705.1588,201,83812.3177,84413.8288,84580.1544,68,73.7857483949
PF00122,m4,-38008.3843,202,76420.7685,77032.7984,77192.4253,58,52.602637216299975
PF00122,GTR20,-36252.1785,409,73322.3570,408702.3570,74884.7709,52,48.05315533629998
PF02349,poisson,-21966.8292,409,44751.6584,380131.6584,46062.0972,146,57.22439860240003
PF02349,GTR20,-18928.5036,617,39091.0072,801703.0072,41067.8793,116,74.55811541839998
PF02349,m2,-19785.9599,429,40429.9197,409369.9197,41804.4386,92,73.4969793945
PF02349,m3,-20198.6140,410,41217.2279,378237.2279,42530.8707,126,53.18429261630004
PF02349,m1,-19432.0842,429,39722.1684,408662.1684,41096.6872,0,69.86245918889996
PF02349,m5,-23206.6670,410,47233.3341,384253.3341,48546.9768,160,106.09353337860003
PF02349,m4,-20405.5900,410,41631.1800,378651.1800,42944.8227,124,74.64273646459998
PF03195,m3,-3388.0687,39,6854.1373,6900.7045,6958.3776,4,10.491441143000001
PF03195,m2,-3283.6789,60,6687.3578,6846.4882,6847.7275,14,17.376060285300003
PF03195,m1,-3241.9072,41,6565.8144,6618.7991,6675.4004,0,15.160664091900003
PF03195,m4,-3431.1272,39,6940.2544,6986.8216,7044.4947,14,12.3572485559
PF03195,m5,-3720.4845,39,7518.9689,7565.5361,7623.2093,28,15.699621200300001
PF03195,poisson,-3697.0892,39,7472.1783,7518.7455,7576.4186,14,8.6230269306
PF03195,GTR20,-3218.8072,247,6931.6145,129443.6145,7591.8032,16,10.571368594000004
PF01183,GTR20,-9566.7518,261,19655.5035,156419.5035,20538.8567,8,16.5952236452
PF01183,m1,-9570.8973,74,19289.7947,19367.4171,19540.2473,0,19.448726887599996
PF01183,m3,-9919.1875,53,19944.3750,19979.2775,20123.7533,6,17.407028979799996
PF01183,m2,-9773.3248,54,19654.6497,19691.0914,19837.4124,4,20.62211667650001
PF01183,m4,-10155.8738,72,20455.7475,20528.2441,20699.4312,6,19.827735719600003
PF01183,m5,-11098.4505,53,22302.9010,22337.8035,22482.2793,10,32.466108603
PF01183,poisson,-10504.6196,53,21115.2392,21150.1416,21294.6174,6,14.6732600078
PF02525,GTR20,-16218.3861,289,33014.7721,200634.7721,34028.9854,10,28.743991274999996
PF02525,poisson,-17727.5517,81,35617.1034,35697.6125,35901.3639,24,24.354934035299998
PF02525,m1,-16252.8612,82,32669.7225,32752.7225,32957.4923,0,40.801972025800005
PF02525,m3,-16719.3070,82,33602.6140,33685.6140,33890.3839,12,32.17218515299999
PF02525,m2,-16427.7149,100,33055.4298,33193.7859,33406.3686,12,29.275157570099996
PF02525,m4,-17113.1071,101,34428.2142,34570.3108,34782.6624,14,38.6235932044
PF02525,m5,-18605.9898,82,37375.9796,37458.9796,37663.7495,22,69.78038615230001
PF00106,m4,-68669.6687,539,138417.3375,720537.3375,140241.5803,264,152.89092092629988
PF00106,m5,-76465.2812,520,153970.5624,695810.5624,155730.4998,298,218.36663785460007
PF00106,m3,-66209.4635,519,133456.9270,673216.9270,135213.4800,268,126.13238945229999
PF00106,m2,-64763.2119,539,130604.4238,712724.4238,132428.6667,270,163.84576028599994
PF00106,m1,-63218.4799,539,127514.9598,709634.9598,129339.2026,0,104.3221042645
PF00106,GTR20,-64060.0856,727,129574.1712,1188086.1712,132034.6991,246,113.22232452540001
PF00106,poisson,-71705.2756,519,144448.5513,684208.5513,146205.1042,316,101.3940765796999
PF03171,poisson,-27138.4236,287,54850.8471,220162.8471,55771.9697,116,66.39863400489999
PF03171,m1,-24824.4901,288,50224.9802,216688.9802,51149.3122,0,85.53148804829993
PF03171,m3,-25520.9836,307,51655.9673,240767.9673,52641.2795,96,123.62648208549999
PF03171,m2,-25249.3596,288,51074.7192,217538.7192,51999.0512,86,79.81335603050005
PF03171,m4,-26161.3672,289,52900.7344,220520.7344,53828.2759,96,124.53609137349997
PF03171,m5,-28027.1445,288,56630.2889,223094.2889,57554.6209,120,161.3270795558
PF03171,GTR20,-25011.0645,495,51012.1290,542052.1290,52600.8247,84,75.77266611509995
PF08032,poisson,-22481.6147,267,45497.2295,188609.2295,46192.8099,164,84.16701915619998
PF08032,m1,-20200.7428,269,40939.4856,186199.4856,41640.2764,0,119.27363335779995
PF08032,m3,-20843.0202,268,42222.0404,186406.0404,42920.2260,112,124.87110915320002
PF08032,m2,-20624.7765,269,41787.5529,187047.5529,42488.3437,108,103.32845498760001
PF08032,m4,-21378.3838,287,43330.7676,208642.7676,44078.4514,154,137.74873824869996
PF08032,m5,-23031.3176,267,46596.6353,189708.6353,47292.2157,150,218.96974113349987
PF08032,GTR20,-20274.9389,475,41499.8778,493699.8778,42737.3336,126,98.69485465369992
PF03328,GTR20,-8606.5234,247,17707.0469,24155.0469,18593.0973,12,12.880300118000001
PF03328,poisson,-9559.3406,39,19196.6813,19210.4258,19336.5840,12,10.581016745700001
PF03328,m5,-9797.0104,39,19672.0207,19685.7652,19811.9234,12,26.332992405599995
PF03328,m4,-9160.7048,58,18437.4097,18470.3135,18645.4701,6,16.3279999563
PF03328,m2,-8752.5799,59,17623.1598,17657.3627,17834.8075,2,14.519678452700001
PF03328,m3,-8925.2507,58,17966.5014,17999.4053,18174.5619,8,13.5994398123
PF03328,m1,-8689.9353,41,17461.8706,17477.1773,17608.9478,0,17.004235132999998
PF02698,m1,-36906.7303,251,74315.4606,77400.9240,75239.1839,0,105.38403482990003
PF02698,m3,-38285.9357,269,77109.8715,83425.5236,78099.8379,86,86.42297834350005
PF02698,m2,-37578.7475,251,75659.4950,78744.9584,76583.2184,56,133.83898099529998
PF02698,m4,-39507.7309,250,79515.4618,82503.5571,80435.5050,82,98.41834202280003
PF02698,m5,-42614.2801,249,85726.5603,88621.9091,86642.9233,100,186.0800288892
PF02698,poisson,-40773.2300,249,82044.4600,84939.8088,82960.8229,84,69.03474202399997
PF02698,GTR20,-37607.0984,457,76128.1968,494740.1968,77810.0357,52,78.3421852894
PF00433,m5,-15699.8907,336,32071.7814,258535.7814,33002.7314,206,159.82409573979993
PF00433,m4,-14470.5831,337,29615.1662,257427.1662,30548.8870,178,120.1498481568
PF00433,m2,-13694.1408,356,28100.2816,282284.2816,29086.6453,208,127.58357416339997
PF00433,m3,-14092.8992,336,28857.7983,255321.7983,29788.7484,176,79.37035632139997
PF00433,m1,-13488.6410,336,27649.2821,254113.2821,28580.2321,0,88.21811771610002
PF00433,GTR20,-13448.7398,543,27983.4796,618767.4796,29487.9613,186,85.39764921960001
PF00433,poisson,-14851.3235,335,30372.6470,255492.6470,31300.8264,176,72.716465668
PF00246,poisson,-77543.2902,269,155624.5803,156000.9015,156831.3576,102,72.97004065650002
PF00246,m5,-79989.0156,269,160516.0312,160892.3525,161722.8085,90,190.46657093680014
PF00246,m4,-74842.2169,270,150224.4338,150604.5377,151435.6972,84,170.80544878539996
PF00246,GTR20,-71662.8484,477,144279.6967,146841.5619,146419.5954,52,83.60909200670004
PF00246,m1,-70711.5886,271,141965.1772,142349.0939,143180.9268,0,115.04513877350004
PF00246,m2,-71904.1199,270,144348.2398,144728.3437,145559.5032,60,103.50297483579996
PF00246,m3,-72953.0508,269,146444.1016,146820.4229,147650.8789,50,91.26866021190003
PF03936,poisson,-43256.5539,171,86855.1078,87176.5505,87517.2400,70,41.62482867689999
PF03936,m5,-42330.7664,172,85005.5328,85332.5218,85671.5370,64,98.55083584579998
PF03936,m4,-40256.7292,172,80857.4585,81184.4475,81523.4627,40,51.5578342377
PF03936,GTR20,-38815.8480,379,78389.6961,366429.6961,79857.2287,58,51.44069954309995
PF03936,m1,-38891.6406,191,78165.2811,78615.2443,78904.8556,0,53.00309999079999
PF03936,m2,-39420.4844,171,79182.9688,79504.4114,79845.1009,42,52.03115738389999
PF03936,m3,-39640.6804,192,79665.3608,80122.8423,80408.8075,32,76.0854522973
PF01697,poisson,-31047.6638,107,62309.3277,62372.8222,62754.1244,20,33.78184870850001
PF01697,m4,-29981.6489,127,60217.2978,60311.8094,60745.2341,26,58.4195600857
PF01697,m5,-31904.9832,108,64025.9665,64090.8260,64474.9202,26,91.49029608549998
PF01697,m1,-28680.9636,127,57615.9272,57710.4388,58143.8635,0,49.288387753100004
PF01697,m3,-29436.9886,108,59089.9772,59154.8367,59538.9310,18,42.499039653200015
PF01697,m2,-29035.9620,108,58287.9240,58352.7835,58736.8777,10,58.93237428649999
PF01697,GTR20,-28887.4451,315,58404.8902,59681.0440,59714.3386,20,39.40733963870002
PF02274,m3,-21960.0038,61,44042.0076,44061.2545,44293.3458,6,45.33000139589999
PF02274,m2,-21655.9251,79,43469.8501,43503.5568,43795.3536,2,41.503226991599995
PF02274,m1,-21303.5590,61,42729.1179,42748.3647,42980.4561,0,41.35659626009999
PF02274,m4,-22571.1963,60,45262.3925,45280.9712,45509.6104,2,29.4334815456
PF02274,poisson,-23413.6773,59,46945.3547,46963.2787,47188.4522,10,19.416112601600002
PF02274,m5,-24157.5891,59,48433.1782,48451.1022,48676.2757,14,57.616820248699995
PF02274,GTR20,-21480.7286,267,43495.4571,44260.7619,44595.5765,6,22.997165231799993
PF00102,GTR20,-49724.0462,427,100302.0924,116193.9185,102057.6890,78,69.39487010689999
PF00102,m3,-50454.8824,239,101387.7648,101931.4615,102370.4055,68,78.01764843270001
PF00102,m2,-49201.4516,239,98880.9031,99424.5998,99863.5438,68,130.898507855
PF00102,m1,-48572.4549,240,97624.9099,98175.7670,98611.6620,0,100.66020875739996
PF00102,m4,-51114.0013,219,102666.0026,103083.1454,103566.4139,74,73.41363208780001
PF00102,m5,-55359.8440,220,111159.6879,111582.4705,112064.2108,82,145.58037053940004
PF00102,poisson,-54022.0379,219,108482.0759,108899.2187,109382.4872,90,61.599042866199945
PF00227,GTR20,-52760.5301,561,106643.0603,737207.0603,108659.6934,80,91.41613563600012
PF00227,m4,-55552.0963,355,111814.1927,364574.1927,113090.3152,94,139.4075747764
PF00227,m5,-59268.6927,354,119245.3854,370585.3854,120517.9132,146,155.22518303279992
PF00227,m3,-54329.7603,353,109365.5206,359289.5206,110634.4537,74,91.14715622239999
PF00227,m2,-53541.1316,373,107828.2632,386832.2632,109169.0905,62,97.3480285376
PF00227,m1,-52684.9908,354,106077.9815,357417.9815,107350.5094,0,101.35867672459999
PF00227,poisson,-59252.7624,353,119211.5248,369135.5248,120480.4579,126,79.07631128339997
PF07859,GTR20,-49275.9251,469,99489.8502,540349.8502,101305.8734,98,74.18068151460007
PF07859,poisson,-53943.5687,261,108409.1374,109879.7181,109419.7602,124,63.60744176190003
PF07859,m5,-56788.4885,261,114098.9770,115569.5576,115109.5997,110,149.61324175659996
PF07859,m4,-52109.5896,280,104779.1791,106905.6656,105863.3721,110,99.50850743059992
PF07859,m2,-49843.4132,263,100212.8265,101738.8045,101231.1934,112,87.43827935320006
PF07859,m3,-50758.2298,262,102040.4596,103538.4161,103054.9544,104,84.37951607589997
PF07859,m1,-48825.8715,282,98215.7430,100432.5763,99307.6802,0,76.2875087406
PF03129,m2,-19854.5175,217,40143.0350,134755.0350,40782.9159,74,66.21445822829999
PF03129,GTR20,-19504.6711,425,39859.3423,401959.3423,41112.5652,70,77.4567433456
PF03129,m3,-20128.3370,217,40690.6740,135302.6740,41330.5549,82,76.31428874809998
PF03129,m1,-19437.9316,218,39311.8632,134795.8632,39954.6929,0,95.40960137639996
PF03129,m5,-22223.9759,218,44883.9517,140367.9517,45526.7814,96,170.4416874063
PF03129,m4,-20594.7830,218,41625.5660,137109.5660,42268.3956,72,86.85779491020003
PF03129,poisson,-21955.8607,217,44345.7213,138957.7213,44985.6022,106,62.48133940649997
PF05738,poisson,-19453.1847,267,39440.3693,182552.3693,40154.0146,182,72.63064570719995
PF05738,GTR20,-17333.0395,475,35616.0791,487816.0791,36885.6728,154,92.07975011099998
PF05738,m1,-17300.1928,287,35174.3856,200486.3856,35941.4875,0,92.194154747
PF05738,m2,-17737.8141,268,36011.6282,180195.6282,36727.9464,112,92.94310674830004
PF05738,m3,-17935.5370,287,36445.0740,201757.0740,37212.1758,156,98.06924825229997
PF05738,m5,-20030.4916,268,40596.9831,184780.9831,41313.3013,172,192.23893350939983
PF05738,m4,-18357.1351,287,37288.2702,202600.2702,38055.3721,172,124.69211990269999
PF01636,m1,-138368.1391,567,277870.2782,281409.3551,280489.8597,0,179.18222599159998
PF01636,m3,-143467.2525,547,288028.5051,290996.3862,290555.6851,182,278.6709067444999
PF01636,m2,-140886.5614,566,282905.1227,286412.4670,285520.0842,160,217.6844575170999
PF01636,m4,-147190.8194,549,295479.6388,298499.1388,298016.0590,184,532.7862379760003
PF01636,m5,-157697.4676,548,316490.9352,319484.4875,319022.7353,244,689.8767412752002
PF01636,GTR20,-140004.2745,755,281518.5490,1423078.5490,285006.7043,192,208.01262571999996
PF01636,poisson,-148250.5760,547,297595.1520,300563.0332,300122.3321,218,183.9869840294999
PF00673,poisson,-3273.5616,39,6625.1232,6667.8629,6731.4913,14,6.5523826847999995
PF00673,GTR20,-2792.2119,247,6078.4237,128590.4237,6752.0885,4,7.482972933000002
PF00673,m1,-2870.6558,41,5823.3115,5871.8186,5935.1344,0,9.4573360567
PF00673,m2,-2899.3560,60,5918.7121,6059.4813,6082.3553,4,8.7589501886
PF00673,m3,-2949.2002,59,6016.4004,6149.9854,6177.3163,2,8.879849587999995
PF00673,m5,-3347.6209,39,6773.2418,6815.9815,6879.6099,10,12.6510029105
PF00673,m4,-3014.0339,58,6144.0679,6270.8086,6302.2564,8,8.858985305900001
PF07025,GTR20,-6319.3588,249,13136.7176,137636.7176,13883.0234,10,17.581995798499996
PF07025,m2,-6461.7274,42,13007.4549,13041.8549,13133.3378,0,24.5782406288
PF07025,m3,-6491.4170,61,13104.8341,13192.7876,13287.6640,4,55.63764538970001
PF07025,poisson,-6998.7309,41,14079.4619,14111.9524,14202.3476,16,14.4719979892
PF07025,m1,-6313.3812,61,12748.7625,12836.7160,12931.5924,0,27.428662652799996
PF07025,m5,-7222.4863,41,14526.9725,14559.4631,14649.8582,8,43.62460707920001
PF07025,m4,-6706.6763,41,13495.3527,13527.8432,13618.2384,12,21.272027161200004
PF01490,m5,-24441.3359,47,48976.6718,48985.5712,49179.6633,6,29.547497717500008
PF01490,m4,-23297.1097,49,46692.2194,46701.9224,46903.8488,4,53.7701265528
PF01490,GTR20,-22454.0726,255,45418.1451,45854.8006,46519.4820,0,22.2069220821
PF01490,poisson,-24659.4472,47,49412.8944,49421.7938,49615.8859,4,18.018063051999995
PF01490,m1,-22449.3467,67,45032.6933,45051.4038,45322.0642,0,42.10298205440001
PF01490,m2,-22776.5609,49,45651.1219,45660.8249,45862.7513,4,62.592618111299984
PF01490,m3,-22993.8437,47,46081.6874,46090.5868,46284.6789,0,24.828880884799997
PF04172,m1,-13095.0956,93,26376.1912,26507.6498,26694.7116,0,27.268196829599997
PF04172,GTR20,-13179.9629,281,26921.9257,185405.9257,27884.3367,14,19.263450126800002
PF04172,m2,-13336.6324,94,26861.2648,26996.5678,27183.2101,8,23.897746049600006
PF04172,m3,-13652.2864,73,27450.5727,27521.1871,27700.5941,12,19.2378162917
PF04172,m5,-14796.4423,73,29738.8847,29809.4991,29988.9060,12,20.902255339199993
