name,model,logl,k,AIC,AICc,BIC,rf,treelength
PF04172,m4,-13903.6871,94,27995.3742,28130.6773,28317.3195,10,29.310619998
PF04172,poisson,-15501.0638,73,31148.1275,31218.7419,31398.1489,22,16.4733813364
PF01039,GTR20,-26232.6777,271,53007.3554,53427.3668,54209.1175,16,16.761808450000004
PF01039,m1,-25915.6327,64,51959.2654,51974.1757,52243.0763,0,30.420068358200005
PF01039,m2,-26403.1512,84,52974.3025,53000.8452,53346.8044,12,30.533945038300004
PF01039,m3,-26842.6507,84,53853.3014,53879.8441,54225.8033,6,59.3398740765
PF01039,m5,-30360.7286,63,60847.4572,60861.8830,61126.8337,22,36.1475301179
PF01039,m4,-27834.5514,84,55837.1029,55863.6456,56209.6048,6,46.07180318530001
PF01039,poisson,-29173.5037,63,58473.0074,58487.4332,58752.3838,14,13.7329357497
PF00225,GTR20,-59189.5215,389,119157.0429,120333.0894,120897.3864,60,48.055398260999986
PF00225,m5,-67885.3824,181,136132.7647,136274.1467,136942.5390,78,101.3169584397
PF00225,m4,-61160.1965,200,122720.3929,122900.2587,123615.1711,58,59.20809556850001
PF00225,m2,-57351.4617,202,115106.9233,115291.2199,116010.6492,34,140.5292161308
PF00225,m3,-59986.0537,201,120374.1073,120556.1791,121273.3593,64,52.597037754900015
PF00225,poisson,-64526.8376,181,129415.6752,129557.0572,130225.4494,72,48.37709380770003
PF00225,m1,-56531.4537,202,113466.9074,113651.2040,114370.6333,0,106.03744938040002
PF01225,poisson,-30940.0118,399,62678.0236,381878.0236,63822.1699,256,83.79481436299997
PF01225,m1,-27443.6421,400,55687.2842,376487.2842,56834.2980,0,116.04949074829996
PF01225,m3,-28665.7476,419,58169.4952,410129.4952,59370.9921,182,104.0340763823001
PF01225,m2,-28109.4237,420,57058.8474,410698.8474,58263.2119,190,111.98251730409997
PF01225,m4,-29741.8067,420,60323.6134,413963.6134,61527.9778,226,136.0293634719
PF01225,m5,-32800.0263,400,66400.0525,387200.0525,67547.0663,262,167.2503515421
PF01225,GTR20,-27592.8171,607,56399.6342,794511.6342,58140.2276,212,95.02209714100003
PF01554,m2,-23786.4247,134,47840.8495,48486.9209,48276.6541,20,53.89089032140002
PF01554,m3,-23973.5436,153,48253.0872,49526.7088,48750.6850,16,67.53220290839998
PF01554,m1,-23404.0878,153,47114.1756,48387.7972,47611.7734,0,84.82263305470006
PF01554,m5,-25824.7113,134,51917.4226,52563.4940,52353.2272,44,71.72920136649998
PF01554,m4,-24359.5828,134,48987.1657,49633.2371,49422.9703,14,66.61331689100001
PF01554,poisson,-26428.5139,133,53123.0277,53748.3611,53555.5801,38,48.04924266759999
PF01554,GTR20,-23224.8338,341,47131.6677,280375.6677,48240.6929,18,60.234313973299976
PF00275,poisson,-27545.7987,63,55217.5974,55235.8417,55483.8692,10,16.2632808347
PF00275,m5,-28635.7583,63,57397.5166,57415.7609,57663.7884,20,36.7491065418
PF00275,m4,-26322.7862,83,52811.5725,52844.6151,53162.3750,8,24.2065689396
PF00275,m1,-24667.1732,65,49464.3463,49483.8463,49739.0712,0,27.538500171599996
PF00275,m2,-25275.6447,64,50679.2894,50698.1556,50949.7878,4,17.536785824899997
PF00275,m3,-25551.6924,63,51229.3847,51247.6291,51495.6566,2,19.489501723200004
PF00275,GTR20,-24857.2218,271,50256.4436,50886.4607,51401.8350,4,18.9822286413
PF01478,m3,-23834.1116,212,48092.2231,48920.7736,48892.4281,102,257.44742552000014
PF01478,GTR20,-23017.6410,419,46873.2819,398833.2819,48454.8190,120,86.35063173429998
PF01478,m2,-23551.7063,213,47529.4127,48373.5238,48333.3921,120,88.60227696890001
PF01478,m1,-23056.1411,232,46576.2821,47791.0237,47451.9781,0,103.84561633360005
PF01478,m4,-24206.0946,212,48836.1892,49664.7397,49636.3942,114,113.94889066569996
PF01478,m5,-26144.9369,211,52711.8739,53525.1830,53508.3043,162,103.37808307440002
PF01478,poisson,-26155.0003,211,52732.0005,53545.3096,53528.4309,154,65.09090666559997
PF00355,m1,-27505.1401,313,55636.2802,252200.2802,56540.9594,0,111.29568101759992
PF00355,m2,-27839.2380,332,56342.4760,277454.4760,57302.0719,98,119.71387774909996
PF00355,m3,-28297.5585,330,57255.1170,275715.1170,58208.9322,98,105.4969191308
PF00355,m5,-31766.0591,311,64154.1183,258218.1183,65053.0169,136,218.6187117964001
PF00355,m4,-29258.4341,332,59180.8681,280292.8681,60140.4640,114,97.54054639779996
PF00355,GTR20,-27509.7496,519,56057.4992,595817.4992,57557.5904,88,98.1402853068
PF00355,poisson,-30447.0462,311,61516.0924,255580.0924,62414.9910,124,80.43825863829996
PF07993,poisson,-51579.4353,207,103572.8705,103973.3915,104410.6766,84,51.24787797420005
PF07993,GTR20,-46566.4910,415,93962.9820,143288.6963,95642.6414,64,59.304212986299994
PF07993,m5,-52524.2202,207,105462.4404,105862.9613,106300.2464,92,123.34449085460001
PF07993,m4,-48492.4152,208,97400.8305,97807.1109,98242.6839,80,115.96375487239999
PF07993,m1,-45476.1774,209,91370.3547,91782.4674,92216.2555,0,74.4959007744
PF07993,m2,-46302.7291,227,93059.4582,93590.2890,93978.2117,62,60.864296995900006
PF07993,m3,-47134.0473,227,94722.0947,95252.9254,95640.8481,74,64.54122386430001
PF00149,m1,-135716.2030,677,272786.4060,1190798.4060,275711.5661,0,262.68516046820025
PF00149,m3,-140354.9916,676,282061.9832,1197365.9832,284982.8226,280,313.07718861329965
PF00149,m2,-138264.4644,677,277882.9289,1195894.9289,280808.0890,292,545.4697325202
PF00149,GTR20,-137480.9574,865,276691.9147,1774871.9147,280429.3793,236,268.68319926559997
PF00149,m4,-143351.6733,677,288057.3467,1206069.3467,290982.5068,340,394.5079301339999
PF00149,m5,-151848.3251,658,305012.6503,1172256.6503,307855.7158,332,717.1442208973007
PF00149,poisson,-146447.2821,657,294208.5642,1158820.5642,297047.3090,306,220.58223881379982
PF00520,poisson,-119923.7455,621,241089.4910,1013613.4910,243604.3755,146,140.34948631799998
PF00520,m2,-110433.9516,641,222149.9033,1045193.9033,224745.7824,106,351.9299566295004
PF00520,GTR20,-110430.3165,829,222518.6331,1598658.6331,225875.8621,112,158.49473049499994
PF00520,m3,-112410.8923,621,226063.7846,998587.7846,228578.6691,102,169.77617278660009
PF00520,m1,-108326.0978,641,217934.1956,1040978.1956,220530.0747,0,308.8230880741999
PF00520,m5,-122620.5702,622,246485.1404,1021497.1404,249004.0746,152,298.0590099371999
PF00520,m4,-114396.4752,622,230036.9504,1005048.9504,232555.8846,116,607.5646877339008
PF01699,GTR20,-32477.4519,459,65872.9038,488152.9038,67509.0186,86,90.4624854574
PF01699,poisson,-36902.6929,251,74307.3858,88363.3858,75202.0804,100,71.75689909859997
PF01699,m1,-32245.2113,271,65032.4225,212456.4225,65998.4075,0,143.50372126029998
PF01699,m3,-33304.2215,252,67112.4431,83051.4431,68010.7022,68,81.99897872829996
PF01699,m2,-32845.0053,253,66196.0106,84556.5820,67097.8342,66,115.98456563690006
PF01699,m4,-33905.9867,253,68317.9734,86678.5449,69219.7971,80,200.71485995399996
PF01699,m5,-35787.2936,252,72078.5871,88017.5871,72976.8463,92,101.45066288189993
PF02801,m2,-36890.6393,358,74497.2785,331541.2785,75686.9161,120,85.48862251209992
PF02801,m3,-37738.5400,357,76191.0800,331803.0800,77377.3945,124,68.05915275350002
PF02801,m1,-36062.2493,339,72802.4986,303322.4986,73928.9990,0,79.47290416400001
PF02801,m5,-42733.0730,337,86140.1460,313952.1460,87260.0003,186,108.73858717340006
PF02801,m4,-38992.8001,356,78697.6002,332881.6002,79880.5917,144,76.07882493330003
PF02801,poisson,-41160.1166,337,82994.2331,310806.2331,84114.0875,144,56.34657289360002
PF02801,GTR20,-36892.3112,545,74874.6225,670014.6225,76685.6629,138,63.40365944880001
PF01541,poisson,-25690.4858,311,52002.9715,246066.9715,52920.0359,196,76.63163244180001
PF01541,GTR20,-23586.9461,519,48211.8923,587971.8923,49742.2987,180,91.0040439262
PF01541,m5,-26729.5362,311,54081.0723,248145.0723,54998.1366,194,187.08955114349988
PF01541,m4,-24874.6480,312,50373.2959,245685.2959,51293.3090,174,141.77407122960005
PF01541,m2,-23893.3338,331,48448.6676,268232.6676,49424.7071,162,88.51204378310003
PF01541,m3,-24220.4488,332,49104.8976,270216.8976,50083.8859,184,123.52055017020002
PF01541,m1,-23404.6276,332,47473.2551,268585.2551,48452.2434,0,80.58932322870001
PF06480,GTR20,-28468.5933,419,57775.1867,409735.1867,59289.0873,94,71.0830665682
PF06480,m5,-32015.2373,211,64452.4746,65895.4424,65214.8447,100,151.92925853920002
PF06480,m4,-29667.4583,213,59760.9166,61280.3166,60530.5129,76,88.67236113199996
PF06480,m1,-28131.4679,231,56724.9357,59276.9357,57559.5683,0,75.4226545026
PF06480,m2,-28571.2504,231,57604.5008,60156.5008,58439.1334,74,106.34117668809996
PF06480,poisson,-31702.0076,211,63826.0152,65268.9830,64588.3853,126,58.53289741740004
PF06480,m3,-29147.1694,212,58718.3388,60198.8634,59484.3220,96,77.69019292240003
PF00581,m5,-12796.4081,94,25780.8161,26059.8786,26069.2931,34,118.17696851269999
PF00581,m4,-12137.8751,94,24463.7503,24742.8128,24752.2273,28,56.98465751850001
PF00581,m2,-11680.9042,113,23587.8084,24160.3418,23934.5946,32,62.61365419640001
PF00581,m3,-11893.6936,94,23975.3872,24254.4497,24263.8642,26,70.8587909876
PF00581,m1,-11582.2700,94,23352.5400,23631.6025,23641.0170,0,47.7310228558
PF00581,GTR20,-11548.2963,301,23698.5927,205502.5927,24622.3328,28,43.193446633399994
PF00581,poisson,-12548.1547,93,25282.3095,25551.2941,25567.7176,32,34.304459572799985
PF00680,poisson,-35199.5265,67,70533.0530,70547.4252,70838.1665,14,18.9182544942
PF00680,GTR20,-32630.2429,275,65810.4858,66166.8238,67062.8175,6,23.038650753999995
PF00680,m4,-34289.9549,87,68753.9098,68778.8479,69150.1020,14,31.267145748500003
PF00680,m5,-36752.1461,67,73638.2922,73652.6645,73943.4058,10,54.80348673730002
PF00680,m3,-33446.5594,68,67029.1187,67043.9433,67338.7862,8,26.404303968400004
PF00680,m2,-32861.4745,87,65896.9490,65921.8871,66293.1412,8,37.1906166583
PF00680,m1,-32367.5907,69,64873.1814,64888.4662,65187.4028,0,39.3773838646
PF01583,poisson,-5223.1604,37,10520.3208,10542.2895,10635.4643,10,6.721224778199999
PF01583,m1,-4629.6029,38,9335.2059,9358.5444,9453.4614,0,11.823246528400002
PF01583,m2,-4720.4826,58,9556.9651,9620.9277,9737.4604,2,11.146948542999997
PF01583,m3,-4859.9448,39,9797.8896,9822.6515,9919.2571,2,13.378857216399995
PF01583,m5,-5570.8293,37,11215.6586,11237.6273,11330.8021,12,14.711277066400001
PF01583,m4,-4993.2428,57,10100.4857,10161.7079,10277.8690,12,9.5953174259
PF01583,GTR20,-4575.6212,245,9641.2423,130181.2423,10403.6794,12,7.571256629499997
PF00152,m1,-55752.0169,211,111926.0339,112142.6537,112862.3995,0,76.11966622959994
PF00152,m3,-58431.8914,210,117283.7828,117497.8407,118215.7106,56,54.31770433540003
PF00152,m2,-56918.8171,229,114295.6342,114562.3178,115311.8794,36,62.20443495489995
PF00152,m4,-59623.8765,230,119707.7531,119977.4485,120728.4359,72,73.40720251050001
PF00152,m5,-64577.0350,209,129572.0700,129783.5881,130499.5601,78,105.54196915799997
PF00152,GTR20,-57570.1950,417,115974.3901,117658.5060,117824.9325,64,52.57528514399998
PF00152,poisson,-63998.5577,209,128415.1153,128626.6334,129342.6054,72,46.314078668300006
PF00117,GTR20,-42781.3685,467,86496.7369,523608.7369,88213.7810,82,66.46059653849997
PF00117,poisson,-47229.2212,259,94976.4424,99185.1924,95928.7216,122,58.76730847439997
PF00117,m4,-45092.2797,261,90706.5594,95265.3594,91666.1922,92,119.47492368110002
PF00117,m5,-48992.9024,259,98503.8049,102712.5549,99456.0841,124,132.12784706620005
PF00117,m3,-43719.9242,280,87999.8484,102305.3030,89029.3395,104,126.44316788319998
PF00117,m2,-43060.3670,261,86642.7341,91201.5341,87602.3668,104,67.0487474276
PF00117,m1,-42062.4058,261,84646.8117,89205.6117,85606.4444,0,82.2240946598
PF00874,m2,-41607.7838,481,84177.5676,547861.5676,85506.1732,198,251.08620287469984
PF00874,m3,-42137.8982,462,85199.7963,513011.7963,86475.9207,226,169.27968232489997
PF00874,m1,-40928.4227,481,82818.8454,546502.8454,84147.4511,0,202.25395765799993
PF00874,GTR20,-41280.4020,669,83898.8040,980358.8040,85746.6983,190,181.0583524864
PF00874,m5,-45347.8069,462,91619.6138,519431.6138,92895.7382,300,362.2116390674002
PF00874,m4,-42919.9655,481,86801.9309,550485.9309,88130.5366,270,263.76127984929985
PF00874,poisson,-46268.2853,461,93458.5706,519422.5706,94731.9328,314,146.21300973169997
PF04408,poisson,-26116.2101,275,52782.4202,204582.4202,53750.8220,154,68.33968462730007
PF04408,m4,-24656.8968,277,49867.7936,203879.7936,50843.2383,154,131.09615121140004
PF04408,m5,-26521.5146,276,53595.0292,206499.0292,54566.9524,166,174.13147245650006
PF04408,m3,-24029.4529,294,48646.9059,222106.9059,49682.2154,150,75.75016629649994
PF04408,m2,-23665.9405,296,47923.8810,223747.8810,48966.2334,156,108.13986589179996
PF04408,m1,-23270.4362,276,47092.8723,199996.8723,48064.7955,0,91.38301026730004
PF04408,GTR20,-23493.4598,483,47952.9195,515496.9195,49653.7851,146,85.23327469600005
PF00487,m5,-46997.8171,215,94425.6341,95240.3709,95242.4390,66,79.11879194280002
PF00487,m4,-43577.1444,235,87624.2888,88804.2888,88517.0755,36,77.6763332243
PF00487,m2,-42276.0899,236,85024.1799,86227.0186,85920.7657,40,80.73086490899999
PF00487,m3,-42996.5597,216,86425.1195,87254.7124,87245.7235,50,79.56890236650003
PF00487,m1,-41625.6178,236,83723.2355,84926.0743,84619.8214,0,85.1044504442
PF00487,poisson,-45774.0006,215,91978.0011,92792.7380,92794.8061,80,50.206389562799984
PF00487,GTR20,-41531.8283,423,83909.6567,442613.6567,85516.6729,52,63.74612909969999
PF01850,m1,-41163.3588,309,82944.7176,274524.7176,83987.6786,0,139.90181460820014
PF01850,m2,-41963.3950,309,84544.7900,276124.7900,85587.7511,108,228.04347900379992
PF01850,m3,-42682.6785,290,85945.3569,254725.3569,86924.1876,134,140.72781656550004
PF01850,m5,-46897.3963,290,94374.7926,263154.7926,95353.6234,156,399.88334663470016
PF01850,m4,-43826.0466,309,88270.0932,279850.0932,89313.0543,134,232.7227710727999
PF01850,poisson,-44530.6926,289,89639.3852,257259.3852,90614.8407,134,106.31238881140003
PF01850,GTR20,-41506.4228,497,84006.8456,579018.8456,85684.3590,114,122.5236394014
PF05000,m1,-16454.6877,212,33333.3755,123645.3755,33973.0388,0,73.62071389190001
PF05000,m2,-16700.4523,231,33862.9046,141046.9046,34559.8963,70,72.9997366177
PF05000,m3,-17174.3571,211,34770.7142,124234.7142,35407.3603,96,45.60792900079998
PF05000,m5,-18795.6602,211,38013.3204,127477.3204,38649.9665,116,97.28661248389992
PF05000,m4,-17509.4404,211,35440.8809,124904.8809,36077.5269,88,49.06549562509998
PF05000,GTR20,-16714.8839,419,34267.7677,386227.7677,35532.0080,88,52.27191739779996
PF05000,poisson,-18637.4045,211,37696.8091,127160.8091,38333.4551,110,44.226663014899984
PF03144,poisson,-35430.8596,597,72055.7191,786067.7191,73678.6629,342,115.23647339290008
PF03144,GTR20,-31007.1074,805,63624.2149,1361284.2149,65812.6064,284,138.84685227759994
PF03144,m5,-35901.9298,598,72999.8596,789403.8596,74625.5219,342,241.8503342116001
PF03144,m4,-33201.2649,618,67638.5298,832722.5298,69318.5621,322,266.55765919519973
PF03144,m1,-31141.0235,598,63478.0471,779882.0471,65103.7094,0,134.56448573509996
PF03144,m2,-31729.0170,597,64652.0339,778664.0339,66274.9777,220,133.9332386311999
PF03144,m3,-32413.9712,597,66021.9424,780033.9424,67644.8862,276,132.69359240960003
PF02789,GTR20,-25137.6028,411,51097.2057,389761.2057,52407.2212,66,84.19700176779997
PF02789,poisson,-28045.8585,203,56497.7170,139321.7170,57144.7563,108,63.8433378351
PF02789,m5,-27945.3995,204,56298.7991,139938.7991,56949.0258,102,189.248443541
PF02789,m4,-26336.6016,205,53083.2032,137543.2032,53736.6173,80,170.11744927390006
PF02789,m1,-25198.7103,223,50843.4206,150747.4206,51554.2077,0,98.57399682149997
PF02789,m2,-25502.9037,222,51449.8074,150461.8074,52157.4070,58,74.8420447948
PF02789,m3,-25739.5130,203,51885.0261,134709.0261,52532.0654,78,81.97004788010005
PF03358,GTR20,-7867.7647,247,16229.5294,138741.5294,17056.2650,4,15.934215148399998
PF03358,m4,-8282.3247,58,16680.6493,16725.9738,16874.7816,4,27.8331473947
PF03358,m5,-8847.4334,39,17772.8668,17791.2197,17903.4040,10,43.77426925690001
PF03358,m1,-7971.7307,41,16025.4614,16045.9614,16162.6928,0,18.826415726
PF03358,m3,-8133.9751,40,16347.9502,16367.3584,16481.8345,2,17.886789036099994
PF03358,poisson,-8583.1614,39,17244.3228,17262.6757,17374.8600,4,13.6999502731
PF03358,m2,-8045.0794,41,16172.1588,16192.6588,16309.3902,0,22.321773496700004
PF01397,GTR20,-23693.1523,355,48096.3046,300856.3046,49389.1816,14,33.66725838150001
PF01397,poisson,-26477.2498,147,53248.4996,53573.2160,53783.8600,52,28.671714721900003
PF01397,m1,-23657.1852,167,47648.3704,48140.5809,48256.5689,0,37.6564540693
PF01397,m3,-24287.7988,148,48871.5976,49203.2066,49410.5998,22,35.1787453528
PF01397,m2,-24101.3075,148,48498.6150,48830.2240,49037.6172,24,33.44202570640001
PF01397,m4,-24629.2335,168,49594.4669,50096.9802,50206.3073,28,57.44204851300001
PF01397,m5,-26627.5209,148,53551.0418,53882.6508,54090.0440,30,58.74210936309999
PF01627,poisson,-47535.9378,483,96037.8755,563581.8755,97403.9511,270,151.4843509695
PF01627,m1,-42189.4723,503,85384.9446,592408.9446,86807.5864,0,220.37136507629984
PF01627,m3,-43776.9590,484,88521.9180,558001.9180,89890.8218,262,197.88855164230017
PF01627,m2,-43080.0721,484,87128.1441,556608.1441,88497.0480,224,205.8224524618001
PF01627,m4,-44667.1789,503,90340.3578,597364.3578,91762.9996,274,240.28927698470014
PF01627,m5,-48459.7836,484,97887.5671,567367.5671,99256.4710,290,505.85963012630026
PF01627,GTR20,-42798.4249,691,86978.8498,1043322.8498,88933.2146,250,188.10375495550008
PF02866,poisson,-9669.2177,53,19444.4355,19480.8941,19622.0840,16,13.942442102300001
PF02866,m5,-10015.1810,53,20136.3620,20172.8206,20314.0105,16,34.479667835200004
PF02866,m4,-9211.0996,74,18570.1992,18651.8169,18818.2367,10,28.304362196299994
PF02866,m1,-8668.1454,55,17446.2908,17486.0328,17630.6430,0,23.260657727
PF02866,m2,-8798.6776,73,17743.3552,17822.2165,17988.0408,0,22.370256306899996
PF02866,m3,-8923.6285,72,17991.2570,18067.4309,18232.5908,16,18.308222589
PF02866,GTR20,-8699.6176,261,17921.2352,154685.2352,18796.0702,8,16.374039131800007
PF06968,m4,-10059.5623,123,20365.1247,50869.1247,20713.0073,24,65.33306178129997
PF06968,m5,-10858.0121,121,21958.0243,31799.3576,22300.2502,40,57.590524684000016
PF06968,m1,-9431.1545,123,19108.3090,49612.3090,19456.1916,0,39.46129106170001
PF06968,m3,-9753.8043,140,19787.6086,59267.6086,20183.5725,12,31.233043079300007
PF06968,m2,-9667.7220,123,19581.4439,50085.4439,19929.3265,20,34.55022462369999
PF06968,poisson,-10556.4817,121,21354.9634,31196.2967,21697.1893,30,24.958945440400004
PF06968,GTR20,-9413.6691,329,19485.3382,236625.3382,20415.8534,32,28.893400942
PF03140,poisson,-21138.6435,49,42375.2870,42384.1799,42590.8181,6,12.8234485623
PF03140,m1,-19135.3805,70,38410.7609,38429.5156,38718.6626,0,26.9822289451
PF03140,m2,-19390.1106,50,38880.2212,38889.4939,39100.1509,8,20.9930333758
PF03140,m3,-19712.2081,68,39560.4163,39578.0554,39859.5207,8,15.069188268600001
PF03140,m5,-22025.4305,49,44148.8610,44157.7539,44364.3921,12,28.003646570700006
PF03140,m4,-20106.0086,68,40348.0173,40365.6564,40647.1217,8,18.684049038399994
PF03140,GTR20,-19423.5685,257,39361.1370,39747.7609,40491.5759,8,14.672821667300001
PF00156,GTR20,-30707.5662,457,62329.1323,480941.1323,63921.6845,26,76.9046922478999
PF00156,poisson,-34318.6848,249,69135.3696,193635.3696,70003.0841,98,63.56045935069998
PF00156,m4,-32555.2618,269,65648.5237,210908.5237,66585.9340,80,110.42749158599999
PF00156,m5,-35298.8564,250,71097.7127,196597.7127,71968.9119,106,155.68853616860008
PF00156,m1,-30593.2149,250,61686.4297,187186.4297,62557.6290,0,93.4794310446
PF00156,m3,-31681.5269,250,63863.0538,189363.0538,64734.2530,50,77.94795238239998
PF00156,m2,-31206.4398,249,62910.8796,187410.8796,63778.5940,38,71.77013170119996
PF07702,GTR20,-46921.1059,557,94956.2119,716568.2119,96752.9528,98,120.25985327749997
PF07702,m5,-53356.8550,350,107413.7100,353113.7100,108542.7214,150,291.2777174168998
PF07702,poisson,-51627.4909,349,103952.9818,348252.9818,105078.7674,156,101.13703371199996
PF07702,m4,-49394.0578,369,99526.1157,372586.1157,100716.4162,118,181.17597328710002
PF07702,m2,-47576.7061,368,95889.4122,367473.4122,97076.4870,98,115.75090116410003
PF07702,m3,-48112.1692,350,96924.3385,342624.3385,98053.3498,108,126.31911741219993
PF07702,m1,-46668.4225,369,94074.8451,367134.8451,95265.1456,0,150.68892999699995
PF00990,GTR20,-15517.9912,299,31633.9824,211033.9824,32596.8688,42,35.90139469030001
PF00990,poisson,-17226.0122,91,34634.0244,34814.0674,34927.0767,60,30.065220284300008
PF00990,m4,-16344.9115,92,32873.8229,33059.8229,33170.0957,46,36.590190916600015
PF00990,m5,-17363.8604,91,34909.7209,35089.7639,35202.7732,54,77.27165344119999
PF00990,m1,-15333.5319,92,30851.0639,31037.0639,31147.3366,0,45.09270756249999
PF00990,m3,-15976.1591,92,32136.3182,32322.3182,32432.5909,36,34.8505398473
PF00990,m2,-15549.2454,112,31322.4908,31674.0464,31683.1707,50,61.738529431699966
PF02674,poisson,-7950.1632,37,15974.3264,15994.7032,16091.6343,12,15.669079616400003
PF02674,m2,-7111.9683,56,14335.9365,14389.5836,14513.4836,10,20.900024929299995
PF02674,m3,-7159.2738,57,14432.5475,14488.5814,14613.2651,8,24.5977907251
PF02674,GTR20,-6914.5899,245,14319.1798,134859.1798,15095.9483,12,21.6198298228
PF02674,m1,-7037.6500,57,14189.3000,14245.3339,14370.0176,0,33.44837935900001
PF02674,m5,-7684.2649,37,15442.5297,15462.9065,15559.8376,8,25.2847368063
PF02674,m4,-7295.8771,39,14669.7543,14692.6955,14793.4032,12,38.808033182599985
PF01547,GTR20,-114219.3779,509,229456.7559,236288.0717,231682.7756,130,176.82740509650006
PF01547,poisson,-121487.1827,301,243576.3654,244216.5203,244892.7347,170,142.82448610360004
PF01547,m3,-116282.4354,320,233204.8707,233980.1160,234604.3330,124,276.8143556868999
PF01547,m2,-115404.9856,302,231413.9713,232060.6568,232734.7139,124,273.4706824185999
PF01547,m1,-114110.2521,321,228862.5042,229645.5496,230266.3398,0,188.39519549370002
PF01547,m4,-117896.1313,303,236398.2626,237051.5392,237723.3785,138,272.3085214136001
PF01547,m5,-123473.4166,302,247550.8332,248197.5187,248871.5758,154,282.9838538912999
PF02588,GTR20,-19658.0571,479,40274.1142,500114.1142,41689.9554,92,91.20832703569998
PF02588,m1,-19805.2260,291,40192.4521,210136.4521,41052.5977,0,131.37955143280007
PF02588,m2,-20172.1956,290,40924.3911,209704.3911,41781.5810,100,84.34881088349994
PF02588,m3,-20378.8198,291,41339.6396,211283.6396,42199.7853,74,168.57270217130005
PF02588,m5,-22110.7190,272,44765.4381,193277.4381,45569.4230,108,99.49758559520004
PF02588,m4,-20675.9887,272,41895.9774,190407.9774,42699.9623,88,113.1728615652
PF02588,poisson,-23314.9792,271,47171.9585,194595.9585,47972.9876,136,68.56623727459996
PF02769,m2,-47517.2083,352,95738.4167,344250.4167,96966.5228,66,111.34835531049995
PF02769,m3,-48192.1242,352,97088.2483,345600.2483,98316.3544,100,129.10735577960008
PF02769,m1,-46521.2547,332,93706.5095,314818.5095,94864.8368,0,107.44064134099997
PF02769,poisson,-51897.9133,331,104457.8265,324241.8265,105612.6649,96,86.0198565213
PF02769,m5,-54131.7859,332,108927.5718,330039.5718,110085.8992,142,237.67927348920014
PF02769,m4,-49760.3883,351,100222.7767,347326.7767,101447.3938,102,131.55216618899988
PF02769,GTR20,-47004.7794,539,95087.5588,677207.5588,96968.0963,82,102.52414512419999
PF00169,poisson,-40324.6828,285,81219.3656,84687.8762,82304.6862,202,120.88094810310002
PF00169,m1,-37430.2460,305,75470.4920,82383.8253,76631.9754,0,230.66724151140014
PF00169,m2,-37831.5613,305,76273.1226,83186.4559,77434.6060,172,282.55838332770026
PF00169,m3,-38100.5760,304,76809.1519,83432.0091,77966.8272,164,173.34438497660005
PF00169,m5,-40693.9835,286,81959.9671,85528.7497,83049.0958,186,417.54019877459973
PF00169,m4,-38658.7368,306,77929.4737,85155.7814,79094.7653,182,270.63173099500005
PF00169,GTR20,-37514.4778,493,76014.9556,563098.9556,77892.3698,174,157.3947167533
PF02086,m1,-14513.0307,51,29128.0615,29147.9267,29320.0862,0,26.783715876499997
PF02086,m2,-14638.3977,70,29416.7955,29456.8761,29680.3588,0,36.286180702900005
PF02086,m3,-14808.0410,69,29754.0820,29792.8772,30013.8802,8,28.403124926300002
PF02086,m5,-16113.8996,49,32325.7992,32344.0149,32510.2936,22,52.90347995530001
PF02086,m4,-15180.3850,49,30458.7701,30476.9857,30643.2644,8,30.000477427200007
PF02086,poisson,-15605.2353,49,31308.4706,31326.6862,31492.9650,16,17.7594139605
PF02086,GTR20,-14466.3478,257,29446.6956,31620.6629,30414.3498,8,21.930405646900002
PF04203,m2,-5463.3764,62,11050.7529,11134.7529,11239.8440,12,23.0016136072
PF04203,m3,-5529.3495,60,11178.6990,11255.7516,11361.6904,10,17.5359257872
PF04203,m1,-5428.3012,43,10942.6025,10976.3882,11073.7463,0,17.772765134900002
PF04203,m5,-6202.4549,41,12486.9098,12517.1204,12611.9539,18,33.2311022128
PF04203,m4,-5751.7655,41,11585.5309,11615.7414,11710.5750,18,17.9265930853
PF04203,poisson,-5984.3118,41,12050.6236,12080.8341,12175.6677,18,12.6923409541
PF04203,GTR20,-5317.7648,249,11133.5296,135633.5296,11892.9438,16,15.438555771099995
PF00111,poisson,-26812.8323,373,54371.6647,333375.6647,55420.6094,162,90.76936378929999
PF00111,m2,-24681.4660,393,50148.9321,359832.9321,51254.1205,154,101.49826297309998
PF00111,m3,-25153.4115,373,51052.8230,330056.8230,52101.7678,138,107.39996367930001
PF00111,m1,-24320.2571,375,49390.5142,331390.5142,50445.0833,0,77.24411027900003
PF00111,GTR20,-24165.0388,581,49492.0775,725776.0775,51125.9566,142,109.30712472299989
PF00111,m5,-28465.7058,373,57677.4117,336681.4117,58726.3564,172,176.49665757789998
PF00111,m4,-26054.9051,375,52859.8102,334859.8102,53914.3793,172,170.18182324860015
PF06114,m1,-21125.9114,156,42563.8227,43606.0355,43081.4495,0,66.70888231880001
PF06114,m3,-21715.4917,155,43740.9833,44748.4833,44255.2919,80,76.9096577313
PF06114,m2,-21441.2957,175,43232.5914,45432.5914,43813.2624,54,104.9353636923
PF06114,m4,-22128.5628,175,44607.1256,46807.1256,45187.7966,84,89.63793114779997
PF06114,m5,-23514.6276,156,47341.2551,48383.4679,47858.8818,88,167.06194589189994
