HIVb,JTT,WAG,Blosum62,cpREV,Dayhoff,DCMut,FLU,HIVw,JTTDCMut,LG,mtInv,mtMet,mtVer,PMB,VT,mtMAM,mtREV,mtZOA,rtREV,mtART
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.75713893243265,1.4464285714285714,0.7195415952640599,0.37202983941376216,0.2615844544095665,3.3333333333333335,3.332643549175592,22.114047157164144,26.45470107901439,1.4403423629799572,0.15875076935933058,0.07744585094059017,0.18816542377986759,0.646704085250818,0.4340902317686351,0.5563561681011507,11000000.0,0.29484398464875694,0.059082568807339454,0.022779043280182234,0.003937007874015748
11.969731249696988,1.875,1.541176585137872,0.802022468430429,0.7458893871449925,5.5,5.447444002488779,56.12088976123842,33.18312228233315,1.8567830273744164,0.4172398360199977,0.11140950134677195,0.2829249640028595,0.7783059392428002,0.9820630025891535,0.945360086912549,1.0,0.16302352744869014,0.06275229357798166,0.1845102505694761,0.0007874015748031497
0.11414938832237106,0.26785714285714285,0.20495209534195358,0.3376481254513793,0.10164424514200299,0.5,0.5100912181680815,3.0434688195433184,3.566431856274567,0.2407281044704932,0.1019254472729727,0.08520756981807939,0.09911042305921264,0.2613893803968427,0.512620491071066,0.27832990719893874,1.0,0.10629067245119306,0.09724770642201835,0.002277904328018223,0.051181102362204724
17.25431891271675,3.1964285714285716,1.3794204704782678,1.3396505871860398,0.9940209267563528,6.666666666666667,6.627791542598107,42.81427211570874,11.145043631787084,3.0291133864134046,0.830040287913144,1.4816354241579586,2.3148025946062845,4.437981792040433,1.4904228357438738,1.3499759000302665,78000000.0,2.0141832137493743,1.061651376146789,0.30751708428246016,0.7874015748031497
0.6848955219056545,0.48214285714285715,0.3086092070415953,0.4905779079300113,0.09865470852017937,0.6388888888888888,0.6336273943380295,8.120281717141333,0.029823504500366832,0.3829041320990534,0.1441727157460335,0.03466735002669373,0.047677617341166635,0.09447912302039325,0.5451530359112318,0.38881384446180367,8000000.0,0.2319372601368263,0.008440366972477064,0.0683371298405467,0.0007874015748031497
0.0404014285945151,0.6428571428571429,0.18824485901230723,0.4150006505787677,0.21674140508221226,1.8055555555555556,1.8149637793875828,5.668930141476786,0.029823504500366832,0.6295872078652271,0.06019483472634912,0.16061675210722734,0.5804927821211364,1.6730026912079015,0.43605286703221147,0.3602006674070178,75000000.0,1.6100450525613215,0.12183486238532111,0.002277904328018223,0.10236220472440945
0.0404014285945151,0.625,0.882404774887054,0.8871270047888374,0.35276532137518685,0.7222222222222222,0.718398626727701,17.93518758865577,3.53577925834909,0.6430829379018865,0.21554837040453437,0.01137148895051822,0.032387396128713504,0.08430559487143713,0.7808928744632435,0.6037734471730414,1.0,0.13949607875855163,0.0007339449541284404,0.08656036446469248,0.0007874015748031497
1.7393299827081885,0.5357142857142857,0.3874386586695747,0.5479582877978283,0.2944693572496263,1.1388888888888888,1.1289248255633082,0.8740828435032278,0.9557836722277562,0.5396325011575726,0.1588283079237181,0.11812847853957661,0.1735045421957157,0.3170729069984273,0.754993540514552,0.43582548952835,21000000.0,0.42482896712831636,0.057247706422018346,0.10250569476082004,0.015748031496062992
0.15081287674332164,0.9642857142857143,0.8699719582489485,0.8587412970938868,0.2765321375186846,2.0,1.9939113817163683,2.2212429380240057,0.029823504500366832,0.8170808977889492,0.45158580425570205,0.4547682162470013,1.0317535875326012,3.049561884111352,1.4517166849182173,0.7685206629060585,76000000.0,2.3674286667779074,0.5009174311926605,0.5353075170842825,0.4763779527559055
0.0404014285945151,0.9642857142857143,0.4964246767409254,0.33246069489753594,0.3393124065769806,2.7222222222222223,2.7345284654015374,2.0178616592862086,3.683256488103404,0.9712591256758308,0.11121279956803386,0.01840125860141351,0.05194412353851643,0.13105205873671436,0.5534259167103412,0.49266621025448504,2000000.0,0.4496913065242783,0.006238532110091743,0.11617312072892938,0.0007874015748031497
17.147739944084424,3.4642857142857144,1.4006757283065898,0.80361621199064,0.7324364723467862,6.944444444444445,6.905026443269188,24.92944794125782,6.023214615903086,3.4110949418428556,0.473126258495093,0.4828944477662104,0.6444110295843641,1.1582440890814647,1.1653209773707196,1.1061167493867448,53000000.0,0.9062239279159019,0.22678899082568807,0.22095671981776766,0.19291338582677164
0.4453271707687584,1.0178571428571428,0.8846763514566133,0.8217188753954231,0.23467862481315396,2.4722222222222223,2.465870961290609,13.375910738022457,0.029823504500366832,0.9690971629897054,0.38965900708855145,0.06978852781195818,0.08283373484140341,0.12520817734882905,1.043476100842417,0.895837934367882,1.0,0.03170365426330719,0.026788990825688072,0.07289293849658314,0.0007874015748031497
