name,tree,rep,model,optim,logl,k,AIC,AICc,BIC,rf_true,treelength
NP,prum,17,r1,optimizedtruetree,-28607.2386,399,58012.4772,61269.6201,59692.5066,0,9.423114298599991
NP,prum,17,r2,optimizedtruetree,-30061.8315,416,60955.6630,65238.9223,62707.2726,0,8.486671828299999
NP,prum,17,r3,optimizedtruetree,-31633.9379,398,64063.8758,67271.9970,65739.6946,0,9.978032229600002
NP,prum,17,r4,optimizedtruetree,-33148.7015,398,67093.4030,70301.5242,68769.2218,0,10.703925428900003
NP,prum,17,r5,optimizedtruetree,-34593.3736,397,69980.7472,73140.8672,71652.3554,0,11.070424322800003
NP,ruhfel,17,poisson,inferredtree,-88248.4814,679,177854.9629,1101294.9629,180713.9603,126,31.81625278380001
NP,ruhfel,17,r1,inferredtree,-80857.8093,699,163113.6186,1141713.6186,166056.8280,138,32.063579694700024
NP,ruhfel,17,r2,inferredtree,-84937.0937,698,171270.1874,1147074.1874,174209.1863,138,35.63219613210001
NP,ruhfel,17,r3,inferredtree,-88965.9892,679,179289.9783,1102729.9783,182148.9758,134,40.13728228550004
NP,ruhfel,17,r4,inferredtree,-93379.5551,679,188117.1103,1111557.1103,190976.1077,148,48.30116128049999
NP,ruhfel,17,r5,inferredtree,-97307.0183,679,195972.0366,1119412.0366,198831.0340,154,51.19613434379996
NP,ruhfel,17,poisson,optimizedtruetree,-88259.6981,679,177877.3961,1101317.3961,180736.3936,52,31.820334507399984
NP,ruhfel,17,r1,optimizedtruetree,-80866.0054,699,163130.0107,1141730.0107,166073.2202,52,32.043495485600005
NP,ruhfel,17,r2,optimizedtruetree,-84954.6030,698,171305.2061,1147109.2061,174244.2049,52,35.65610413850001
NP,ruhfel,17,r3,optimizedtruetree,-88995.5355,679,179349.0710,1102789.0710,182208.0684,52,40.1676835674
NP,ruhfel,17,r4,optimizedtruetree,-93430.7711,679,188219.5423,1111659.5423,191078.5397,52,48.489496068400044
NP,ruhfel,17,r5,optimizedtruetree,-97374.3607,679,196106.7214,1119546.7214,198965.7188,52,51.51866326220001
NP,salichos,17,poisson,inferredtree,-20526.8273,43,41139.6546,41147.9894,41320.7104,4,9.381530376700002
NP,salichos,17,r1,inferredtree,-19261.0727,64,38650.1453,38669.3601,38919.6237,4,11.6825552333
NP,salichos,17,r2,inferredtree,-19896.5504,63,39919.1007,39937.6814,40184.3685,4,13.0223541412
NP,salichos,17,r3,inferredtree,-20583.2123,45,41256.4246,41265.5839,41445.9016,8,15.711618612900002
NP,salichos,17,r4,inferredtree,-21292.9344,44,42673.8688,42682.6105,42859.1352,8,31.311149635499998
NP,salichos,17,r5,inferredtree,-21877.0708,43,43840.1415,43848.4763,44021.1973,8,18.7632208655
NP,salichos,17,poisson,optimizedtruetree,-20531.6811,43,41149.3621,41157.6969,41330.4179,0,9.402407045
NP,salichos,17,r1,optimizedtruetree,-19268.2603,64,38664.5205,38683.7353,38933.9989,0,11.744479770799998
NP,salichos,17,r2,optimizedtruetree,-19902.4599,63,39930.9199,39949.5005,40196.1877,0,13.0885839109
NP,salichos,17,r3,optimizedtruetree,-20594.0562,45,41278.1124,41287.2717,41467.5894,0,15.847435117399996
NP,salichos,17,r4,optimizedtruetree,-21301.4819,44,42690.9639,42699.7056,42876.2303,0,31.5306434134
NP,salichos,17,r5,optimizedtruetree,-21882.2045,43,43850.4089,43858.7437,44031.4647,0,18.862947291600005
NP,rayfinned,17,poisson,inferredtree,-53988.7235,607,109191.4470,847303.4470,111747.2813,64,15.635544232700004
NP,rayfinned,17,r1,inferredtree,-49355.3019,608,99926.6038,840470.6038,102486.6486,60,16.757711148399995
NP,rayfinned,17,r2,inferredtree,-51901.6284,627,105057.2568,892569.2568,107697.3030,72,16.159544724899998
NP,rayfinned,17,r3,inferredtree,-54547.6783,608,110311.3566,850855.3566,112871.4015,72,18.98394271519999
NP,rayfinned,17,r4,inferredtree,-57076.1206,608,115368.2413,855912.2413,117928.2861,76,48.095757238400004
NP,rayfinned,17,r5,inferredtree,-59658.4823,607,120530.9646,858642.9646,123086.7988,82,21.66317065869997
NP,rayfinned,17,poisson,optimizedtruetree,-53998.2746,607,109210.5492,847322.5492,111766.3835,0,15.641940315399998
NP,rayfinned,17,r1,optimizedtruetree,-49365.2886,608,99946.5772,840490.5772,102506.6221,0,16.7813072247
NP,rayfinned,17,r2,optimizedtruetree,-51921.3179,627,105096.6358,892608.6358,107736.6820,0,16.162022004200015
NP,rayfinned,17,r3,optimizedtruetree,-54572.6848,608,110361.3695,850905.3695,112921.4144,0,18.988560318799998
NP,rayfinned,17,r4,optimizedtruetree,-57108.3563,608,115432.7125,855976.7125,117992.7574,0,48.17233816080004
NP,rayfinned,17,r5,optimizedtruetree,-59699.3230,607,120612.6460,858724.6460,123168.4802,0,21.67640701959999
NP,spiralia,17,poisson,inferredtree,-38092.6386,203,76591.2771,76872.9914,77446.0290,4,12.638229421199997
NP,spiralia,17,r1,inferredtree,-34660.5231,205,69731.0462,70020.2928,70594.2192,8,14.424904989100005
NP,spiralia,17,r2,inferredtree,-36539.5385,222,73523.0769,73883.1206,74457.8302,10,13.580353415200003
NP,spiralia,17,r3,inferredtree,-38428.3803,223,77302.7607,77667.3738,78241.7245,12,13.7392039505
NP,spiralia,17,r4,inferredtree,-40420.1590,203,81246.3179,81528.0322,82101.0697,12,16.7308356697
NP,spiralia,17,r5,inferredtree,-42315.5833,203,85037.1666,85318.8808,85891.9184,18,18.08369681820001
NP,spiralia,17,poisson,optimizedtruetree,-38094.9910,203,76595.9821,76877.6964,77450.7339,0,12.640323669000006
NP,spiralia,17,r1,optimizedtruetree,-34664.9448,205,69739.8895,70029.1361,70603.0626,0,14.477037953700002
NP,spiralia,17,r2,optimizedtruetree,-36546.0094,222,73536.0187,73896.0624,74470.7719,0,13.584997750900003
NP,spiralia,17,r3,optimizedtruetree,-38441.2757,223,77328.5514,77693.1645,78267.5152,0,13.743329177100009
NP,spiralia,17,r4,optimizedtruetree,-40431.2334,203,81268.4668,81550.1811,82123.2186,0,16.730416622199993
NP,spiralia,17,r5,optimizedtruetree,-42342.8561,203,85091.7122,85373.4265,85946.4640,0,18.070985798100004
NP,andersen,18,poisson,inferredtree,-28101.9443,351,56905.8887,58598.3818,58383.8093,90,8.6879431728
NP,andersen,18,r1,inferredtree,-26016.1674,353,52738.3348,54473.9181,54224.6766,94,9.4463380228
NP,andersen,18,r2,inferredtree,-27154.3809,371,55050.7618,57241.4285,56612.8944,94,9.034121609000005
NP,andersen,18,r3,inferredtree,-28353.4600,370,57446.9199,59608.6522,59004.8420,92,10.1880305659
NP,andersen,18,r4,inferredtree,-29593.5336,352,59891.0672,61604.9430,61373.1984,94,12.593664776399997
NP,andersen,18,r5,inferredtree,-30783.0395,351,62268.0790,63960.5721,63745.9996,90,13.212568003300007
NP,andersen,18,poisson,optimizedtruetree,-28135.4495,351,56972.8990,58665.3921,58450.8196,8,8.710277196799998
NP,andersen,18,r1,optimizedtruetree,-26041.3498,353,52788.6995,54524.2829,54275.0414,8,9.459815105099993
NP,andersen,18,r2,optimizedtruetree,-27184.2485,371,55110.4970,57301.1637,56672.6296,8,9.050752228500002
NP,andersen,18,r3,optimizedtruetree,-28386.8840,370,57513.7681,59675.5004,59071.6901,8,10.209101940800002
NP,andersen,18,r4,optimizedtruetree,-29633.8627,352,59971.7254,61685.6012,61453.8566,8,12.61901312430001
NP,andersen,18,r5,optimizedtruetree,-30830.0981,351,62362.1963,64054.6894,63840.1169,8,13.243636270600005
NP,dosreis,18,poisson,inferredtree,-67253.4618,545,135596.9237,730736.9237,137891.7007,14,20.58393896459998
NP,dosreis,18,r1,inferredtree,-61001.5529,566,123135.1059,764979.1059,125518.3055,24,23.095780131300028
NP,dosreis,18,r2,inferredtree,-64144.6663,565,129419.3327,768999.3327,131798.3217,18,21.471242166000003
NP,dosreis,18,r3,inferredtree,-67326.8868,565,135783.7735,775363.7735,138162.7626,20,22.010442537000014
NP,dosreis,18,r4,inferredtree,-70666.3369,546,142424.6738,739748.6738,144723.6614,16,56.188383477299965
NP,dosreis,18,r5,inferredtree,-73559.7618,545,148209.5236,743349.5236,150504.3007,20,28.449023768899995
NP,dosreis,18,poisson,optimizedtruetree,-67263.8158,545,135617.6316,730757.6316,137912.4087,0,20.590325346700002
NP,dosreis,18,r1,optimizedtruetree,-61012.5320,566,123157.0639,765001.0639,125540.2636,0,23.03472329909999
NP,dosreis,18,r2,optimizedtruetree,-64152.2730,565,129434.5461,769014.5461,131813.5351,0,21.471036069199958
NP,dosreis,18,r3,optimizedtruetree,-67340.2535,565,135810.5070,775390.5070,138189.4961,0,22.015776789199986
NP,dosreis,18,r4,optimizedtruetree,-70680.8930,546,142453.7860,739777.7860,144752.7736,0,56.16885592699997
NP,dosreis,18,r5,optimizedtruetree,-73577.7194,545,148245.4388,743385.4388,150540.2159,0,28.45670904389998
NP,opisthokonta,18,poisson,inferredtree,-57076.9816,137,114427.9631,114532.9965,115004.8153,22,25.425586969899996
NP,opisthokonta,18,r1,inferredtree,-52562.0890,157,105438.1780,105584.0956,106099.2422,4,31.91008374799999
NP,opisthokonta,18,r2,inferredtree,-55027.7984,156,110367.5968,110511.2448,111024.4504,12,27.229935961300008
NP,opisthokonta,18,r3,inferredtree,-57657.7003,137,115589.4005,115694.4338,116166.2527,16,34.653932299
NP,opisthokonta,18,r4,inferredtree,-59794.1341,156,119900.2683,120043.9164,120557.1219,8,38.12455588020001
NP,opisthokonta,18,r5,inferredtree,-62220.5508,137,124715.1017,124820.1350,125291.9539,14,46.222072383699995
NP,opisthokonta,18,poisson,optimizedtruetree,-57115.4831,137,114504.9662,114609.9995,115081.8184,0,25.534640872599997
NP,opisthokonta,18,r1,optimizedtruetree,-52570.2516,157,105454.5032,105600.4208,106115.5674,0,31.77351436779999
NP,opisthokonta,18,r2,optimizedtruetree,-55046.1574,156,110404.3149,110547.9630,111061.1685,0,27.2940055186
NP,opisthokonta,18,r3,optimizedtruetree,-57690.1603,137,115654.3206,115759.3540,116231.1728,0,34.75645692460001
NP,opisthokonta,18,r4,optimizedtruetree,-59814.0185,156,119940.0370,120083.6851,120596.8906,0,38.1669510391
NP,opisthokonta,18,r5,optimizedtruetree,-62255.1262,137,124784.2523,124889.2857,125361.1045,0,46.14860196139998
NP,prum,18,poisson,inferredtree,-30319.3004,397,61432.6009,64592.7209,63104.2091,84,8.050379862400002
NP,prum,18,r1,inferredtree,-27610.5258,417,56055.0515,60412.7015,57810.8718,84,9.753918398499996
NP,prum,18,r2,inferredtree,-29033.4677,416,58898.9353,63182.1946,60650.5449,86,8.1926577785
NP,prum,18,r3,inferredtree,-30499.8593,417,61833.7186,66191.3686,63589.5388,88,8.339899129099999
NP,prum,18,r4,inferredtree,-31891.0909,398,64578.1817,67786.3030,66254.0006,86,9.750597230700006
NP,prum,18,r5,inferredtree,-33329.1560,397,67452.3121,70612.4321,69123.9203,80,10.212954897399987
NP,prum,18,poisson,optimizedtruetree,-30375.6856,397,61545.3711,64705.4911,63216.9794,0,8.080748809099997
NP,prum,18,r1,optimizedtruetree,-27647.0800,417,56128.1599,60485.8099,57883.9802,0,9.798794489499986
NP,prum,18,r2,optimizedtruetree,-29080.5058,416,58993.0115,63276.2708,60744.6211,0,8.2229511467
NP,prum,18,r3,optimizedtruetree,-30560.9023,417,61955.8046,66313.4546,63711.6249,0,8.373935752900001
NP,prum,18,r4,optimizedtruetree,-31971.6663,398,64739.3325,67947.4538,66415.1514,0,9.791207909100004
NP,prum,18,r5,optimizedtruetree,-33431.2006,397,67656.4013,70816.5213,69328.0095,0,10.254695474900002
NP,ruhfel,18,poisson,inferredtree,-89622.0497,701,180646.0994,1164850.0994,183597.7300,110,32.509747749699976
NP,ruhfel,18,r1,inferredtree,-82489.9109,702,166383.8218,1153395.8218,169339.6630,98,33.34390623580001
NP,ruhfel,18,r2,inferredtree,-86340.4626,701,174082.9251,1158286.9251,177034.5558,114,33.22220625860001
NP,ruhfel,18,r3,inferredtree,-90024.3221,702,181452.6442,1168464.6442,184408.4855,108,57.65038964690003
NP,ruhfel,18,r4,inferredtree,-94696.7794,701,190795.5588,1174999.5588,193747.1895,96,48.71184254750001
NP,ruhfel,18,r5,inferredtree,-97719.7200,701,196841.4400,1181045.4400,199793.0707,104,51.23852687639999
NP,ruhfel,18,poisson,optimizedtruetree,-89667.4109,701,180736.8218,1164940.8218,183688.4525,30,32.56400253900003
NP,ruhfel,18,r1,optimizedtruetree,-82518.6239,702,166441.2477,1153453.2477,169397.0890,30,33.347579694899956
NP,ruhfel,18,r2,optimizedtruetree,-86371.6328,701,174145.2655,1158349.2655,177096.8962,30,33.250596137299986
NP,ruhfel,18,r3,optimizedtruetree,-90059.1635,702,181522.3270,1168534.3270,184478.1683,30,57.90710868649997
NP,ruhfel,18,r4,optimizedtruetree,-94757.7400,701,190917.4799,1175121.4799,193869.1106,30,48.795918884599985
NP,ruhfel,18,r5,optimizedtruetree,-97778.0544,701,196958.1088,1181162.1088,199909.7394,30,51.18008503740007
NP,salichos,18,poisson,inferredtree,-20844.0066,43,41774.0131,41782.3479,41955.0689,8,9.636486348800002
NP,salichos,18,r1,inferredtree,-19486.7867,64,39101.5734,39120.7882,39371.0518,2,12.274834702000003
NP,salichos,18,r2,inferredtree,-20187.0331,62,40498.0662,40516.0248,40759.1234,6,12.578199961600005
NP,salichos,18,r3,inferredtree,-20884.2796,62,41892.5591,41910.5177,42153.6163,6,15.826972583200003
NP,salichos,18,r4,inferredtree,-21608.2443,45,43306.4887,43315.6480,43495.9657,6,36.8813524773
NP,salichos,18,r5,inferredtree,-22344.3816,43,44774.7632,44783.0980,44955.8190,8,19.904190469099998
NP,salichos,18,poisson,optimizedtruetree,-20857.6588,43,41801.3176,41809.6524,41982.3734,0,9.684586454100002
NP,salichos,18,r1,optimizedtruetree,-19487.4796,64,39102.9592,39122.1740,39372.4376,0,12.266449256199998
NP,salichos,18,r2,optimizedtruetree,-20193.3406,62,40510.6813,40528.6399,40771.7385,0,12.6805012626
NP,salichos,18,r3,optimizedtruetree,-20887.8956,62,41899.7913,41917.7499,42160.8485,0,15.960406595299999
NP,salichos,18,r4,optimizedtruetree,-21614.6356,45,43319.2713,43328.4306,43508.7483,0,36.997411505600006
NP,salichos,18,r5,optimizedtruetree,-22367.9196,43,44821.8392,44830.1740,45002.8950,0,20.0619724753
NP,rayfinned,18,poisson,inferredtree,-53070.0788,607,107354.1576,845466.1576,109909.9919,76,15.21486043579999
NP,rayfinned,18,r1,inferredtree,-48178.5424,628,97613.0847,887637.0847,100257.3416,68,17.46052422450001
NP,rayfinned,18,r2,inferredtree,-50883.7174,608,102983.4349,843527.4349,105543.4797,72,15.641570286000011
NP,rayfinned,18,r3,inferredtree,-53584.2477,627,108422.4953,895934.4953,111062.5416,72,15.923970655900009
NP,rayfinned,18,r4,inferredtree,-56380.8443,608,113977.6886,854521.6886,116537.7335,92,42.3713425585
NP,rayfinned,18,r5,inferredtree,-58696.2504,607,118606.5009,856718.5009,121162.3351,90,19.330446220200002
NP,rayfinned,18,poisson,optimizedtruetree,-53092.4657,607,107398.9313,845510.9313,109954.7656,0,15.2368893514
NP,rayfinned,18,r1,optimizedtruetree,-48200.6357,628,97657.2714,887681.2714,100301.5282,0,17.488659977300006
NP,rayfinned,18,r2,optimizedtruetree,-50912.3226,608,103040.6452,843584.6452,105600.6901,0,15.664614539399999
NP,rayfinned,18,r3,optimizedtruetree,-53618.8724,627,108491.7449,896003.7449,111131.7911,0,15.938429072899995
NP,rayfinned,18,r4,optimizedtruetree,-56440.2816,608,114096.5632,854640.5632,116656.6081,0,41.360759167000026
NP,rayfinned,18,r5,optimizedtruetree,-58767.8561,607,118749.7122,856861.7122,121305.5465,0,19.351584407699985
NP,spiralia,18,poisson,inferredtree,-36643.3873,203,73692.7746,73974.4889,74547.5264,10,12.022249486999993
NP,spiralia,18,r1,inferredtree,-33293.9543,204,66995.9085,67281.3693,67854.8709,12,13.300513054200007
NP,spiralia,18,r2,inferredtree,-34889.1925,224,70226.3850,70595.6158,71169.5594,8,13.922664157299995
NP,spiralia,18,r3,inferredtree,-36654.8122,204,73717.6243,74003.0851,74576.5868,22,32.11772581229996
NP,spiralia,18,r4,inferredtree,-38303.3026,204,77014.6052,77300.0660,77873.5677,18,15.431808270800001
NP,spiralia,18,r5,inferredtree,-39832.8252,203,80071.6504,80353.3646,80926.4022,18,16.4055268277
NP,spiralia,18,poisson,optimizedtruetree,-36654.4505,203,73714.9009,73996.6152,74569.6528,0,12.028739687600003
NP,spiralia,18,r1,optimizedtruetree,-33302.9943,204,67013.9886,67299.4493,67872.9510,0,13.324748771500005
NP,spiralia,18,r2,optimizedtruetree,-34896.7651,224,70241.5302,70610.7610,71184.7046,0,13.9439189847
NP,spiralia,18,r3,optimizedtruetree,-36676.7511,204,73761.5021,74046.9629,74620.4645,0,31.640805491199995
NP,spiralia,18,r4,optimizedtruetree,-38326.2808,204,77060.5616,77346.0224,77919.5241,0,15.448871086700002
NP,spiralia,18,r5,optimizedtruetree,-39852.0530,203,80110.1060,80391.8203,80964.8578,0,16.393051744400008
NP,andersen,19,poisson,inferredtree,-27827.4777,351,56356.9553,58049.4485,57834.8760,62,8.5738850014
NP,andersen,19,r1,inferredtree,-25792.1816,353,52290.3632,54025.9465,53776.7050,60,9.1132156993
NP,andersen,19,r2,inferredtree,-26975.0394,351,54652.0788,56344.5720,56129.9994,52,8.823501618399993
NP,andersen,19,r3,inferredtree,-28099.0743,370,56938.1486,59099.8809,58496.0706,66,10.736576382099997
NP,andersen,19,r4,inferredtree,-29353.0967,352,59410.1934,61124.0693,60892.3247,64,12.6646111421
NP,andersen,19,r5,inferredtree,-30495.8877,351,61693.7753,63386.2685,63171.6960,66,13.356737032700003
NP,andersen,19,poisson,optimizedtruetree,-27850.6641,351,56403.3283,58095.8214,57881.2489,4,8.591183650500001
NP,andersen,19,r1,optimizedtruetree,-25804.0631,353,52314.1261,54049.7095,53800.4680,4,9.1147059609
NP,andersen,19,r2,optimizedtruetree,-26993.3633,351,54688.7266,56381.2197,56166.6472,4,8.838787220599997
NP,andersen,19,r3,optimizedtruetree,-28121.1134,370,56982.2267,59143.9590,58540.1487,4,10.757774436100007
NP,andersen,19,r4,optimizedtruetree,-29378.7710,352,59461.5420,61175.4178,60943.6732,4,12.687061005700006
NP,andersen,19,r5,optimizedtruetree,-30523.0790,351,61748.1581,63440.6512,63226.0787,4,13.380994894000008
NP,dosreis,19,poisson,inferredtree,-67356.0933,545,135802.1867,730942.1867,138096.9637,26,20.65181296379999
NP,dosreis,19,r1,inferredtree,-61337.5955,565,123805.1911,763385.1911,126184.1801,26,24.309373093400023
NP,dosreis,19,r2,inferredtree,-64792.8411,545,130675.6822,725815.6822,132970.4593,32,20.847888485
NP,dosreis,19,r3,inferredtree,-68384.4964,564,137896.9929,775216.9929,140271.7713,30,21.897477511399963
NP,dosreis,19,r4,inferredtree,-71840.9048,546,144773.8096,742097.8096,147072.7972,18,50.88075274479997
NP,dosreis,19,r5,inferredtree,-74931.2115,546,150954.4229,748278.4229,153253.4106,24,27.422502113400046
NP,dosreis,19,poisson,optimizedtruetree,-67370.7042,545,135831.4084,730971.4084,138126.1855,0,20.673042135399992
NP,dosreis,19,r1,optimizedtruetree,-61348.5994,565,123827.1989,763407.1989,126206.1879,0,24.2015757979
NP,dosreis,19,r2,optimizedtruetree,-64810.1412,545,130710.2823,725850.2823,133005.0594,0,20.86935606969998
NP,dosreis,19,r3,optimizedtruetree,-68410.7981,564,137949.5961,775269.5961,140324.3746,0,21.928238668199967
NP,dosreis,19,r4,optimizedtruetree,-71859.9187,546,144811.8375,742135.8375,147110.8251,0,50.8931061203
NP,dosreis,19,r5,optimizedtruetree,-74960.4780,546,151012.9560,748336.9560,153311.9437,0,27.467952787699993
NP,opisthokonta,19,poisson,inferredtree,-57042.5457,137,114359.0915,114464.1248,114935.9437,2,25.338759189500006
NP,opisthokonta,19,r1,inferredtree,-52401.8462,157,105117.6925,105263.6101,105778.7567,8,29.825799632100008
NP,opisthokonta,19,r2,inferredtree,-54811.2737,137,109896.5474,110001.5807,110473.3996,8,26.951444433699987
NP,opisthokonta,19,r3,inferredtree,-57090.0938,137,114454.1876,114559.2209,115031.0398,6,28.110672872899993
NP,opisthokonta,19,r4,inferredtree,-59305.4995,156,118922.9989,119066.6470,119579.8525,8,37.76968492820001
NP,opisthokonta,19,r5,inferredtree,-61856.4619,137,123986.9237,124091.9571,124563.7759,10,45.81691603689999
NP,opisthokonta,19,poisson,optimizedtruetree,-57055.6712,137,114385.3424,114490.3757,114962.1946,0,25.3717310757
NP,opisthokonta,19,r1,optimizedtruetree,-52413.8679,157,105141.7358,105287.6534,105802.8000,0,29.751516266399996
NP,opisthokonta,19,r2,optimizedtruetree,-54822.8872,137,109919.7744,110024.8077,110496.6266,0,26.983797943099997
NP,opisthokonta,19,r3,optimizedtruetree,-57107.1976,137,114488.3953,114593.4286,115065.2475,0,28.184454354699998
NP,opisthokonta,19,r4,optimizedtruetree,-59329.7313,156,118971.4627,119115.1108,119628.3163,0,37.90311185120002
NP,opisthokonta,19,r5,optimizedtruetree,-61890.3057,137,124054.6114,124159.6447,124631.4636,0,45.923886073000006
NP,prum,19,poisson,inferredtree,-29873.5236,397,60541.0472,63701.1672,62212.6554,66,7.9155260716
NP,prum,19,r1,inferredtree,-27350.6423,399,55499.2845,58756.4274,57179.3140,64,8.492613593799998
NP,prum,19,r2,inferredtree,-28535.6279,418,57907.2558,62341.2305,59667.2866,66,8.7164430525
NP,prum,19,r3,inferredtree,-29734.1437,416,60300.2874,64583.5467,62051.8971,76,8.187304415000012
NP,prum,19,r4,inferredtree,-31067.6572,398,62931.3143,66139.4355,64607.1332,84,21.152090574200013
NP,prum,19,r5,inferredtree,-32289.6208,397,65373.2415,68533.3615,67044.8497,84,10.1400217592
NP,prum,19,poisson,optimizedtruetree,-29912.2889,397,60618.5778,63778.6978,62290.1860,0,7.943305009800009
NP,prum,19,r1,optimizedtruetree,-27375.4641,399,55548.9283,58806.0711,57228.9577,0,8.529435622100003
NP,prum,19,r2,optimizedtruetree,-28567.3588,418,57970.7176,62404.6923,59730.7485,0,8.756467347499996
NP,prum,19,r3,optimizedtruetree,-29769.0757,416,60370.1513,64653.4106,62121.7610,0,8.214286446300006
NP,prum,19,r4,optimizedtruetree,-31114.3817,398,63024.7635,66232.8847,64700.5823,0,21.322710990600015
NP,prum,19,r5,optimizedtruetree,-32348.1639,397,65490.3278,68650.4478,67161.9361,0,10.170423767799996
NP,ruhfel,19,poisson,inferredtree,-90473.4250,697,182340.8499,1155352.8499,185275.6382,106,32.938058215700025
NP,ruhfel,19,r1,inferredtree,-83215.7137,717,167865.4274,1197477.4274,170884.4276,100,35.288152946099956
NP,ruhfel,19,r2,inferredtree,-87505.7143,716,176443.4286,1203187.4286,179458.2182,120,36.48705249649999
NP,ruhfel,19,r3,inferredtree,-92117.5821,716,185667.1642,1212411.1642,188681.9539,128,43.12993551189995
NP,ruhfel,19,r4,inferredtree,-96297.9591,716,194027.9182,1220771.9182,197042.7079,146,43.507659328500004
NP,ruhfel,19,r5,inferredtree,-100227.9512,697,201849.9024,1174861.9024,204784.6906,130,54.909726188900045
NP,ruhfel,19,poisson,optimizedtruetree,-90491.0035,697,182376.0070,1155388.0070,185310.7953,30,32.95065886850005
NP,ruhfel,19,r1,optimizedtruetree,-83227.3787,717,167888.7575,1197500.7575,170907.7578,30,35.24502830430001
NP,ruhfel,19,r2,optimizedtruetree,-87530.8171,716,176493.6341,1203237.6341,179508.4238,30,36.477434956700044
NP,ruhfel,19,r3,optimizedtruetree,-92159.4278,716,185750.8556,1212494.8556,188765.6453,30,43.12577388210002
NP,ruhfel,19,r4,optimizedtruetree,-96352.8226,716,194137.6451,1220881.6451,197152.4348,30,43.793261926599996
NP,ruhfel,19,r5,optimizedtruetree,-100286.7840,697,201967.5680,1174979.5680,204902.3563,30,54.939809411699976
NP,salichos,19,poisson,inferredtree,-20626.2978,43,41338.5957,41346.9305,41519.6515,6,9.5256344702
NP,salichos,19,r1,inferredtree,-19300.6426,63,38727.2852,38745.8658,38992.5530,8,11.892466356099998
NP,salichos,19,r2,inferredtree,-19993.4590,63,40112.9180,40131.4987,40378.1858,8,12.639209847899997
NP,salichos,19,r3,inferredtree,-20681.0346,62,41486.0691,41504.0278,41747.1264,12,16.165063427599996
NP,salichos,19,r4,inferredtree,-21396.2850,44,42880.5699,42889.3116,43065.8363,6,34.1037613881
NP,salichos,19,r5,inferredtree,-22121.4574,43,44328.9149,44337.2497,44509.9707,14,18.270576350499994
NP,salichos,19,poisson,optimizedtruetree,-20637.9524,43,41361.9047,41370.2396,41542.9606,0,9.577380372599999
NP,salichos,19,r1,optimizedtruetree,-19307.5799,63,38741.1599,38759.7405,39006.4277,0,11.9314541504
NP,salichos,19,r2,optimizedtruetree,-20006.0706,63,40138.1413,40156.7219,40403.4091,0,12.743144873800004
NP,salichos,19,r3,optimizedtruetree,-20697.6549,62,41519.3098,41537.2684,41780.3670,0,16.490656733500007
NP,salichos,19,r4,optimizedtruetree,-21412.4249,44,42912.8499,42921.5916,43098.1163,0,35.436123582600004
NP,salichos,19,r5,optimizedtruetree,-22162.0255,43,44410.0509,44418.3857,44591.1067,0,18.626525486299997
NP,rayfinned,19,poisson,inferredtree,-50797.7529,607,102809.5058,840921.5058,105365.3400,56,14.49416559839999
NP,rayfinned,19,r1,inferredtree,-46335.0545,608,93886.1091,834430.1091,96446.1539,58,15.148927244400008
NP,rayfinned,19,r2,inferredtree,-48606.0496,628,98468.0992,888492.0992,101112.3561,52,16.167367451799997
NP,rayfinned,19,r3,inferredtree,-50795.6312,626,102843.2623,887847.2623,105479.0980,58,15.168469591699994
NP,rayfinned,19,r4,inferredtree,-53535.2057,608,108286.4113,848830.4113,110846.4562,62,18.242273524700003
NP,rayfinned,19,r5,inferredtree,-55644.9206,607,112503.8412,850615.8412,115059.6754,68,19.491280192900007
NP,rayfinned,19,poisson,optimizedtruetree,-50820.4944,607,102854.9888,840966.9888,105410.8231,0,14.510896093699996
NP,rayfinned,19,r1,optimizedtruetree,-46351.6793,608,93919.3587,834463.3587,96479.4035,0,15.172699385899996
NP,rayfinned,19,r2,optimizedtruetree,-48629.1107,628,98514.2214,888538.2214,101158.4783,0,16.242294147199985
NP,rayfinned,19,r3,optimizedtruetree,-50821.6729,626,102895.3458,887899.3458,105531.1815,0,15.184277252199987
NP,rayfinned,19,r4,optimizedtruetree,-53565.1683,608,108346.3366,848890.3366,110906.3814,0,18.258029318100007
NP,rayfinned,19,r5,optimizedtruetree,-55683.3930,607,112580.7860,850692.7860,115136.6203,0,19.494145230700003
NP,spiralia,19,poisson,inferredtree,-37830.8977,203,76067.7953,76349.5096,76922.5471,14,12.438731499300006
NP,spiralia,19,r1,inferredtree,-34133.5671,205,68677.1342,68966.3808,69540.3072,12,13.616341959200003
NP,spiralia,19,r2,inferredtree,-35880.5769,203,72167.1538,72448.8681,73021.9057,12,12.7614024079
NP,spiralia,19,r3,inferredtree,-37632.5033,204,75673.0065,75958.4673,76531.9689,12,14.630277413999995
NP,spiralia,19,r4,inferredtree,-39557.9227,204,79523.8454,79809.3061,80382.8078,14,15.927774604500001
NP,spiralia,19,r5,inferredtree,-41137.8961,203,82681.7922,82963.5065,83536.5441,12,17.446636628700002
NP,spiralia,19,poisson,optimizedtruetree,-37838.8323,203,76083.6647,76365.3790,76938.4165,0,12.446155880000003
NP,spiralia,19,r1,optimizedtruetree,-34140.2503,205,68690.5006,68979.7472,69553.6737,0,13.658085606700006
NP,spiralia,19,r2,optimizedtruetree,-35889.2962,203,72184.5925,72466.3068,73039.3443,0,12.772534393099994
