name,tree,rep,model,optim,logl,k,AIC,AICc,BIC,rf_true,treelength
NP,opisthokonta,11,m3,optimizedtruetree,-53914.3287,156,108140.6574,108284.3055,108797.5111,0,27.401753109200012
NP,opisthokonta,11,m4,optimizedtruetree,-55004.7323,138,110285.4645,110392.3281,110866.5274,0,44.53986066200001
NP,opisthokonta,11,m5,optimizedtruetree,-61127.2776,137,122528.5552,122633.5885,123105.4074,0,43.90354025650001
NP,opisthokonta,11,poisson,optimizedtruetree,-56211.6090,137,112697.2180,112802.2514,113274.0703,0,24.903972287399995
NP,prum,11,m1,inferredtree,-28234.2945,398,57264.5889,60472.7101,58940.4078,64,8.304963582000006
NP,prum,11,m2,inferredtree,-29213.0283,398,59222.0566,62430.1778,60897.8754,68,10.010293843099992
NP,prum,11,m3,inferredtree,-29684.6108,398,60165.2215,63373.3427,61841.0403,74,8.605289743100002
NP,prum,11,m4,inferredtree,-30208.8822,399,61215.7644,64472.9073,62895.7939,76,8.923053157799998
NP,prum,11,m5,inferredtree,-34166.9937,397,69127.9875,72288.1075,70799.5957,84,10.4028741641
NP,prum,11,poisson,inferredtree,-30567.2880,397,61928.5760,65088.6960,63600.1843,66,8.131699539000003
NP,prum,11,m1,optimizedtruetree,-28255.8986,398,57307.7971,60515.9183,58983.6159,0,8.333969642699996
NP,prum,11,m2,optimizedtruetree,-29235.5792,398,59267.1585,62475.2797,60942.9773,0,10.029243570099998
NP,prum,11,m3,optimizedtruetree,-29708.4448,398,60212.8897,63421.0109,61888.7085,0,8.646483119399997
NP,prum,11,m4,optimizedtruetree,-30233.6699,399,61265.3398,64522.4827,62945.3693,0,8.948379911799995
NP,prum,11,m5,optimizedtruetree,-34223.7139,397,69241.4279,72401.5479,70913.0361,0,10.432415479300001
NP,prum,11,poisson,optimizedtruetree,-30597.9860,397,61989.9719,65150.0919,63661.5801,0,8.152964833299995
NP,ruhfel,11,m1,inferredtree,-84876.7082,720,171193.4165,1209433.4165,174225.0485,100,34.620397849299955
NP,ruhfel,11,m2,inferredtree,-87256.9929,719,175951.9858,1211311.9858,178979.4072,104,34.72096690229998
NP,ruhfel,11,m3,inferredtree,-88592.3691,700,178584.7382,1159984.7382,181532.1582,102,35.36628435710001
NP,ruhfel,11,m4,inferredtree,-90598.5273,718,182633.0547,1215117.0547,185656.2656,104,38.577908735499975
NP,ruhfel,11,m5,inferredtree,-101904.7308,700,205209.4616,1186609.4616,208156.8817,102,55.42829198389999
NP,ruhfel,11,poisson,inferredtree,-91877.2912,699,185152.5824,1163752.5824,188095.7919,102,33.578046647800015
NP,ruhfel,11,m1,optimizedtruetree,-84895.5787,720,171231.1574,1209471.1574,174262.7894,28,34.658339917899944
NP,ruhfel,11,m2,optimizedtruetree,-87282.7886,719,176003.5773,1211363.5773,179030.9987,28,34.782989803900016
NP,ruhfel,11,m3,optimizedtruetree,-88615.6226,700,178631.2453,1160031.2453,181578.6653,28,35.4039222811
NP,ruhfel,11,m4,optimizedtruetree,-90629.4766,718,182694.9532,1215178.9532,185718.1640,28,38.61857502610001
NP,ruhfel,11,m5,optimizedtruetree,-101961.2950,700,205322.5900,1186722.5900,208270.0101,28,55.5243739591
NP,ruhfel,11,poisson,optimizedtruetree,-91912.5570,699,185223.1141,1163823.1141,188166.3235,28,33.63679252370003
NP,salichos,11,m1,inferredtree,-19695.6408,63,39517.2816,39535.8622,39782.5494,4,12.858005656100001
NP,salichos,11,m2,inferredtree,-20071.1494,63,40268.2988,40286.8794,40533.5666,4,15.1994063286
NP,salichos,11,m3,inferredtree,-20301.2633,63,40728.5265,40747.1072,40993.7943,4,11.1401789716
NP,salichos,11,m4,inferredtree,-20744.6544,44,41577.3087,41586.0505,41762.5752,6,14.559409082500004
NP,salichos,11,m5,inferredtree,-22550.0510,43,45186.1020,45194.4368,45367.1578,4,19.8919699449
NP,salichos,11,poisson,inferredtree,-21047.1881,43,42180.3762,42188.7110,42361.4320,4,9.9869110995
NP,salichos,11,m1,optimizedtruetree,-19701.9432,63,39529.8863,39548.4669,39795.1541,0,12.885014152999998
NP,salichos,11,m2,optimizedtruetree,-20082.5328,63,40291.0657,40309.6463,40556.3335,0,15.268282722899999
NP,salichos,11,m3,optimizedtruetree,-20310.5791,63,40747.1581,40765.7388,41012.4259,0,11.186122333700002
NP,salichos,11,m4,optimizedtruetree,-20749.4319,44,41586.8638,41595.6055,41772.1302,0,14.5364841668
NP,salichos,11,m5,optimizedtruetree,-22575.0597,43,45236.1194,45244.4542,45417.1752,0,20.019487224400002
NP,salichos,11,poisson,optimizedtruetree,-21052.5925,43,42191.1851,42199.5199,42372.2409,0,10.0073080012
NP,rayfinned,11,m1,inferredtree,-47400.8855,627,96055.7711,883567.7711,98695.8173,76,16.4850902402
NP,rayfinned,11,m2,inferredtree,-48829.7154,627,98913.4307,886425.4307,101553.4770,78,18.2608972703
NP,rayfinned,11,m3,inferredtree,-49792.2123,628,100840.4246,890864.4246,103484.6815,78,16.58169279139999
NP,rayfinned,11,m4,inferredtree,-50902.6136,608,103021.2273,843565.2273,105581.2721,78,15.104575635900003
NP,rayfinned,11,m5,inferredtree,-57380.2460,607,115974.4920,854086.4920,118530.3262,78,19.731091854
NP,rayfinned,11,poisson,inferredtree,-51944.9122,607,105103.8244,843215.8244,107659.6586,76,14.903301978199998
NP,rayfinned,11,m1,optimizedtruetree,-47424.3527,627,96102.7054,883614.7054,98742.7517,0,16.564116995599996
NP,rayfinned,11,m2,optimizedtruetree,-48859.8815,627,98973.7631,886485.7631,101613.8093,0,18.289887992700002
NP,rayfinned,11,m3,optimizedtruetree,-49818.6412,628,100893.2825,890917.2825,103537.5393,0,16.597411534200003
NP,rayfinned,11,m4,optimizedtruetree,-50933.1081,608,103082.2162,843626.2162,105642.2610,0,15.124499598900002
NP,rayfinned,11,m5,optimizedtruetree,-57437.5075,607,116089.0151,854201.0151,118644.8493,0,19.755521790700005
NP,rayfinned,11,poisson,optimizedtruetree,-51977.2960,607,105168.5920,843280.5920,107724.4262,0,14.922669755900003
NP,spiralia,11,m1,inferredtree,-33349.8166,205,67109.6332,67398.8798,67972.8062,12,12.877895006599987
NP,spiralia,11,m2,inferredtree,-34341.4054,223,69128.8109,69493.4240,70067.7747,12,17.0148342633
NP,spiralia,11,m3,inferredtree,-34908.0653,222,70260.1307,70620.1743,71194.8839,12,12.337618466400006
NP,spiralia,11,m4,inferredtree,-35585.7322,205,71581.4644,71870.7110,72444.6375,14,17.5625156424
NP,spiralia,11,m5,inferredtree,-40061.4719,203,80528.9438,80810.6581,81383.6956,12,16.2536466007
NP,spiralia,11,poisson,inferredtree,-36434.7550,203,73275.5101,73557.2244,74130.2619,6,11.906505699300006
NP,spiralia,11,m1,optimizedtruetree,-33354.0329,205,67118.0659,67407.3124,67981.2389,0,12.88302353020001
NP,spiralia,11,m2,optimizedtruetree,-34348.5498,223,69143.0996,69507.7127,70082.0634,0,17.065883232300003
NP,spiralia,11,m3,optimizedtruetree,-34913.9436,222,70271.8872,70631.9309,71206.6405,0,12.339364579499996
NP,spiralia,11,m4,optimizedtruetree,-35596.8080,205,71603.6159,71892.8625,72466.7889,0,17.637640605999998
NP,spiralia,11,m5,optimizedtruetree,-40075.7549,203,80557.5099,80839.2241,81412.2617,0,16.256692691400012
NP,spiralia,11,poisson,optimizedtruetree,-36439.8159,203,73285.6319,73567.3462,74140.3837,0,11.910837715400001
NP,andersen,12,m1,inferredtree,-26362.9725,372,53469.9451,55690.0411,55036.2883,78,10.2418075925
NP,andersen,12,m2,inferredtree,-27105.6846,371,54953.3692,57144.0359,56515.5018,82,9.086565865199997
NP,andersen,12,m3,inferredtree,-27497.3875,370,55734.7750,57896.5072,57292.6970,80,9.683359191099996
NP,andersen,12,m4,inferredtree,-28059.2010,352,56822.4020,58536.2778,58304.5332,76,9.6554450977
NP,andersen,12,m5,inferredtree,-31397.4782,351,63496.9563,65189.4495,64974.8770,80,13.546043938100006
NP,andersen,12,poisson,inferredtree,-28622.8608,351,57947.7215,59640.2147,59425.6422,76,8.892088263099998
NP,andersen,12,m1,optimizedtruetree,-26371.7437,372,53487.4874,55707.5834,55053.8306,4,10.237759422000003
NP,andersen,12,m2,optimizedtruetree,-27117.1638,371,54976.3276,57166.9943,56538.4602,4,9.094869362600006
NP,andersen,12,m3,optimizedtruetree,-27509.3693,370,55758.7387,57920.4710,57316.6607,4,9.691421658700003
NP,andersen,12,m4,optimizedtruetree,-28076.3554,352,56856.7108,58570.5867,58338.8421,4,9.6451175218
NP,andersen,12,m5,optimizedtruetree,-31419.8327,351,63541.6654,65234.1585,65019.5860,4,13.550272549700008
NP,andersen,12,poisson,optimizedtruetree,-28636.3035,351,57974.6071,59667.1003,59452.5277,4,8.900304010300001
NP,dosreis,12,m1,inferredtree,-63302.6644,547,127699.3288,727211.3288,130002.5270,36,22.894305999899977
NP,dosreis,12,m2,inferredtree,-65174.1825,547,131442.3650,730954.3650,133745.5632,30,29.12257941730005
NP,dosreis,12,m3,inferredtree,-66317.5186,565,133765.0372,773345.0372,136144.0262,30,34.51239466229999
NP,dosreis,12,m4,inferredtree,-67750.6902,546,136593.3804,733917.3804,138892.3680,24,32.86896417710001
NP,dosreis,12,m5,inferredtree,-76452.0514,545,153994.1028,749134.1028,156288.8798,40,27.818088699700045
NP,dosreis,12,poisson,inferredtree,-68915.6367,545,138921.2734,734061.2734,141216.0504,28,21.20713533110001
NP,dosreis,12,m1,optimizedtruetree,-63313.0253,547,127720.0506,727232.0506,130023.2488,0,22.856527474400014
NP,dosreis,12,m2,optimizedtruetree,-65187.7635,547,131469.5271,730981.5271,133772.7253,0,28.940195339299983
NP,dosreis,12,m3,optimizedtruetree,-66330.3028,565,133790.6055,773370.6055,136169.5946,0,34.302192274799964
NP,dosreis,12,m4,optimizedtruetree,-67766.3210,546,136624.6420,733948.6420,138923.6296,0,32.826955141300054
NP,dosreis,12,m5,optimizedtruetree,-76481.8827,545,154053.7654,749193.7654,156348.5424,0,27.838946157200017
NP,dosreis,12,poisson,optimizedtruetree,-68923.8429,545,138937.6858,734077.6858,141232.4628,0,21.21171077940001
NP,opisthokonta,12,m1,inferredtree,-51737.4843,157,103788.9686,103934.8863,104450.0328,4,28.89814245970001
NP,opisthokonta,12,m2,inferredtree,-53069.6568,157,106453.3136,106599.2313,107114.3778,6,28.06871398559999
NP,opisthokonta,12,m3,inferredtree,-54088.8000,156,108489.6000,108633.2481,109146.4536,4,26.262143243299985
NP,opisthokonta,12,m4,inferredtree,-54933.4613,137,110140.9227,110245.9560,110717.7749,2,27.030667316500015
NP,opisthokonta,12,m5,inferredtree,-60942.7871,137,122159.5743,122264.6076,122736.4265,8,45.187193696200005
NP,opisthokonta,12,poisson,inferredtree,-56243.6193,137,112761.2385,112866.2719,113338.0908,0,24.727718650999996
NP,opisthokonta,12,m1,optimizedtruetree,-51738.1833,157,103790.3666,103936.2842,104451.4308,0,28.87219348620002
NP,opisthokonta,12,m2,optimizedtruetree,-53071.8999,157,106457.7997,106603.7174,107118.8639,0,28.0165570288
NP,opisthokonta,12,m3,optimizedtruetree,-54091.7526,156,108495.5052,108639.1533,109152.3588,0,26.269146045000003
NP,opisthokonta,12,m4,optimizedtruetree,-54934.7508,137,110143.5016,110248.5350,110720.3538,0,27.029776468800005
NP,opisthokonta,12,m5,optimizedtruetree,-60958.0486,137,122190.0973,122295.1306,122766.9495,0,45.178931460000015
NP,opisthokonta,12,poisson,optimizedtruetree,-56243.6194,137,112761.2389,112866.2722,113338.0911,0,24.72687328350001
NP,prum,12,m1,inferredtree,-27147.6132,398,55091.2263,58299.3475,56767.0451,74,8.616894709599999
NP,prum,12,m2,inferredtree,-27903.5919,417,56641.1838,60998.8338,58397.0041,86,10.363062383900006
NP,prum,12,m3,inferredtree,-28474.0473,399,57746.0946,61003.2374,59426.1240,76,8.488633402100005
NP,prum,12,m4,inferredtree,-28974.6051,399,58747.2102,62004.3531,60427.2397,74,8.454198848300003
NP,prum,12,m5,inferredtree,-32335.3422,397,65464.6844,68624.8044,67136.2926,88,9.910155261099996
NP,prum,12,poisson,inferredtree,-29592.0509,397,59978.1019,63138.2219,61649.7101,80,7.807637694000001
NP,prum,12,m1,optimizedtruetree,-27165.7794,398,55127.5588,58335.6800,56803.3776,0,8.613816257000007
NP,prum,12,m2,optimizedtruetree,-27929.3326,417,56692.6652,61050.3152,58448.4855,0,10.369811850299996
NP,prum,12,m3,optimizedtruetree,-28495.4212,399,57788.8423,61045.9852,59468.8718,0,8.492432854800002
NP,prum,12,m4,optimizedtruetree,-28994.9050,399,58787.8100,62044.9529,60467.8395,0,8.450462459900004
NP,prum,12,m5,optimizedtruetree,-32378.5024,397,65551.0048,68711.1248,67222.6131,0,9.940343399599998
NP,prum,12,poisson,optimizedtruetree,-29614.1489,397,60022.2978,63182.4178,61693.9060,0,7.826644284000002
NP,ruhfel,12,m1,inferredtree,-84671.1049,696,170734.2098,1140958.2098,173664.7874,128,34.012924749999954
NP,ruhfel,12,m2,inferredtree,-86950.0380,715,175330.0760,1199210.0760,178340.6550,144,45.861881751199974
NP,ruhfel,12,m3,inferredtree,-88284.5776,714,177997.1553,1199017.1553,181003.5237,132,35.48323958039999
NP,ruhfel,12,m4,inferredtree,-90179.2288,696,181750.4576,1151974.4576,184681.0352,134,52.678459430200014
NP,ruhfel,12,m5,inferredtree,-100325.6648,695,202041.3295,1169481.3295,204967.6966,150,52.61738874259997
NP,ruhfel,12,poisson,inferredtree,-91700.1160,695,184790.2319,1152230.2319,187716.5990,128,33.84686657039995
NP,ruhfel,12,m1,optimizedtruetree,-84692.4733,696,170776.9466,1141000.9466,173707.5243,32,33.9380154513
NP,ruhfel,12,m2,optimizedtruetree,-86979.8919,715,175389.7838,1199269.7838,178400.3628,32,45.14966456700002
NP,ruhfel,12,m3,optimizedtruetree,-88316.3543,714,178060.7087,1199080.7087,181067.0771,32,35.52010071530004
NP,ruhfel,12,m4,optimizedtruetree,-90227.0957,696,181846.1913,1152070.1913,184776.7690,32,52.47069167510002
NP,ruhfel,12,m5,optimizedtruetree,-100396.6452,695,202183.2905,1169623.2905,205109.6575,32,52.59393942609994
NP,ruhfel,12,poisson,optimizedtruetree,-91728.6534,695,184847.3067,1152287.3067,187773.6738,32,33.85725003469999
NP,salichos,12,m1,inferredtree,-19634.3419,63,39394.6839,39413.2645,39659.9517,0,12.048832448499997
NP,salichos,12,m2,inferredtree,-19984.2804,64,40096.5609,40115.7757,40366.0393,4,13.470970073500004
NP,salichos,12,m3,inferredtree,-20301.4083,43,40688.8167,40697.1515,40869.8725,2,11.0599352882
NP,salichos,12,m4,inferredtree,-20653.2861,45,41396.5722,41405.7314,41586.0492,4,14.136342893700002
NP,salichos,12,m5,inferredtree,-22373.7918,44,44835.5835,44844.3252,45020.8499,2,19.927432651899995
NP,salichos,12,poisson,inferredtree,-20828.4622,43,41742.9245,41751.2593,41923.9803,6,9.610850124999997
NP,salichos,12,m1,optimizedtruetree,-19634.3419,63,39394.6838,39413.2645,39659.9516,0,12.047983509500002
NP,salichos,12,m2,optimizedtruetree,-19985.6643,64,40099.3285,40118.5433,40368.8069,0,13.505549991300002
NP,salichos,12,m3,optimizedtruetree,-20302.1972,43,40690.3944,40698.7292,40871.4502,0,11.066468079999996
NP,salichos,12,m4,optimizedtruetree,-20659.3064,45,41408.6127,41417.7720,41598.0897,0,14.169683356799998
NP,salichos,12,m5,optimizedtruetree,-22377.0121,44,44842.0242,44850.7659,45027.2906,0,19.92870194510001
NP,salichos,12,poisson,optimizedtruetree,-20834.6242,43,41755.2484,41763.5832,41936.3042,0,9.677131089999996
NP,rayfinned,12,m1,inferredtree,-50176.9839,625,101603.9678,884103.9678,104235.5929,78,18.177219330600003
NP,rayfinned,12,m2,inferredtree,-51633.0697,625,104516.1395,887016.1395,107147.7645,78,19.708675843000012
NP,rayfinned,12,m3,inferredtree,-52685.8009,624,106619.6018,886619.6018,109247.0162,80,16.545657422500003
NP,rayfinned,12,m4,inferredtree,-53692.9177,624,108633.8354,888633.8354,111261.2498,78,16.2619807785
NP,rayfinned,12,m5,inferredtree,-61255.1070,606,123722.2139,859406.2139,126273.8376,88,22.360185475800012
NP,rayfinned,12,poisson,inferredtree,-55145.9029,605,111501.8057,844761.8057,114049.2188,76,16.063176735799995
NP,rayfinned,12,m1,optimizedtruetree,-50198.8444,625,101647.6889,884147.6889,104279.3139,6,18.28785988170002
NP,rayfinned,12,m2,optimizedtruetree,-51658.8892,625,104567.7785,887067.7785,107199.4035,6,19.7241400452
NP,rayfinned,12,m3,optimizedtruetree,-52715.0541,624,106678.1082,886678.1082,109305.5226,6,16.565303349000004
NP,rayfinned,12,m4,optimizedtruetree,-53719.0051,624,108686.0103,888686.0103,111313.4247,6,16.27562278789998
NP,rayfinned,12,m5,optimizedtruetree,-61293.9880,606,123799.9761,859483.9761,126351.5997,6,22.374997694899978
NP,rayfinned,12,poisson,optimizedtruetree,-55164.2471,605,111538.4941,844798.4941,114085.9072,6,16.074250189200015
NP,spiralia,12,m1,inferredtree,-34713.0323,205,69836.0645,70125.3111,70699.2375,8,14.678205472
NP,spiralia,12,m2,inferredtree,-35625.5871,224,71699.1743,72068.4050,72642.3487,12,15.695819169899995
NP,spiralia,12,m3,inferredtree,-36509.2220,204,73426.4440,73711.9048,74285.4065,10,19.979267587499994
NP,spiralia,12,m4,inferredtree,-37266.7347,204,74941.4695,75226.9302,75800.4319,12,13.5308358145
NP,spiralia,12,m5,inferredtree,-41934.8529,203,84275.7059,84557.4202,85130.4577,12,17.506692660700008
NP,spiralia,12,poisson,inferredtree,-38102.8758,203,76611.7515,76893.4658,77466.5034,10,12.6323857819
NP,spiralia,12,m1,optimizedtruetree,-34716.7655,205,69843.5310,70132.7776,70706.7040,0,14.672495939899997
NP,spiralia,12,m2,optimizedtruetree,-35632.5752,224,71713.1503,72082.3811,72656.3248,0,15.720385511199993
NP,spiralia,12,m3,optimizedtruetree,-36521.3831,204,73450.7662,73736.2269,74309.7286,0,20.037420924400003
NP,spiralia,12,m4,optimizedtruetree,-37274.3736,204,74956.7471,75242.2079,75815.7095,0,13.532998799299994
NP,spiralia,12,m5,optimizedtruetree,-41956.2959,203,84318.5917,84600.3060,85173.3435,0,17.513739578399985
NP,spiralia,12,poisson,optimizedtruetree,-38106.0907,203,76618.1814,76899.8956,77472.9332,0,12.635108022099999
NP,andersen,13,m1,inferredtree,-25738.4702,374,52224.9404,54505.4282,53799.7049,66,9.1965136474
NP,andersen,13,m2,inferredtree,-26391.3366,374,53530.6732,55811.1610,55105.4376,64,10.243952486799992
NP,andersen,13,m3,inferredtree,-26902.2616,354,54512.5233,56270.1457,56003.0757,78,10.445139340100003
NP,andersen,13,m4,inferredtree,-27320.5312,355,55351.0624,57131.0624,56845.8255,66,12.553640912000008
NP,andersen,13,m5,inferredtree,-30153.2830,353,61012.5661,62748.1494,62498.9079,64,12.892239833500005
NP,andersen,13,poisson,inferredtree,-27945.0291,353,56596.0583,58331.6416,58082.4001,66,8.576937923900001
NP,andersen,13,m1,optimizedtruetree,-25759.6519,374,52267.3037,54547.7915,53842.0682,2,9.2022973385
NP,andersen,13,m2,optimizedtruetree,-26415.5259,374,53579.0519,55859.5397,55153.8163,2,10.260570784400004
NP,andersen,13,m3,optimizedtruetree,-26930.0445,354,54568.0890,56325.7114,56058.6415,2,10.429139312100002
NP,andersen,13,m4,optimizedtruetree,-27348.2224,355,55406.4448,57186.4448,56901.2078,2,12.585689450100002
NP,andersen,13,m5,optimizedtruetree,-30203.6844,353,61113.3688,62848.9522,62599.7107,2,12.921181867800005
NP,andersen,13,poisson,optimizedtruetree,-27969.2218,353,56644.4435,58380.0268,58130.7853,2,8.595840652600005
NP,dosreis,13,m1,inferredtree,-62470.7967,546,126033.5933,723357.5933,128332.5810,26,23.2387671872
NP,dosreis,13,m2,inferredtree,-64475.8010,565,130081.6019,769661.6019,132460.5910,24,27.610935086300014
NP,dosreis,13,m3,inferredtree,-65671.3391,546,132434.6781,729758.6781,134733.6658,18,23.688812417799976
NP,dosreis,13,m4,inferredtree,-67143.2728,545,135376.5457,730516.5457,137671.3227,22,22.343943121000024
NP,dosreis,13,m5,inferredtree,-76337.1487,545,153764.2975,748904.2975,156059.0745,28,28.528328794799997
NP,dosreis,13,poisson,inferredtree,-68371.7641,545,137833.5283,732973.5283,140128.3053,26,21.13305124280002
NP,dosreis,13,m1,optimizedtruetree,-62478.9847,546,126049.9694,723373.9694,128348.9570,0,23.201697224900006
NP,dosreis,13,m2,optimizedtruetree,-64484.3999,565,130098.7997,769678.7997,132477.7888,0,27.57919616500001
NP,dosreis,13,m3,optimizedtruetree,-65679.7373,546,132451.4747,729775.4747,134750.4623,0,23.62338440759997
NP,dosreis,13,m4,optimizedtruetree,-67153.3580,545,135396.7159,730536.7159,137691.4930,0,22.349773348000042
NP,dosreis,13,m5,optimizedtruetree,-76360.7415,545,153811.4830,748951.4830,156106.2600,0,28.54068630399999
NP,dosreis,13,poisson,optimizedtruetree,-68381.4595,545,137852.9191,732992.9191,140147.6961,0,21.14404892550004
NP,opisthokonta,13,m1,inferredtree,-51248.7455,157,102811.4911,102957.4087,103472.5553,6,28.702741425400006
NP,opisthokonta,13,m2,inferredtree,-52643.6855,157,105601.3710,105747.2886,106262.4352,8,29.388852389200007
NP,opisthokonta,13,m3,inferredtree,-53748.1594,137,107770.3188,107875.3522,108347.1711,6,27.024598486299993
NP,opisthokonta,13,m4,inferredtree,-54529.1244,137,109332.2487,109437.2820,109909.1009,4,26.988503679000004
NP,opisthokonta,13,m5,inferredtree,-60476.5354,137,121227.0708,121332.1042,121803.9230,12,43.809742159900004
NP,opisthokonta,13,poisson,inferredtree,-55725.5664,137,111725.1328,111830.1661,112301.9850,8,24.453971015299985
NP,opisthokonta,13,m1,optimizedtruetree,-51252.7921,157,102819.5842,102965.5018,103480.6484,0,28.65968152319998
NP,opisthokonta,13,m2,optimizedtruetree,-52651.2491,157,105616.4983,105762.4159,106277.5625,0,29.247932423400005
NP,opisthokonta,13,m3,optimizedtruetree,-53754.5513,137,107783.1025,107888.1359,108359.9548,0,27.026633846200006
NP,opisthokonta,13,m4,optimizedtruetree,-54534.3046,137,109342.6093,109447.6426,109919.4615,0,26.99386982040001
NP,opisthokonta,13,m5,optimizedtruetree,-60493.6385,137,121261.2771,121366.3104,121838.1293,0,43.81321618909999
NP,opisthokonta,13,poisson,optimizedtruetree,-55737.9665,137,111749.9330,111854.9663,112326.7852,0,24.497669703500005
NP,prum,13,m1,inferredtree,-26575.9723,399,53949.9447,57207.0876,55629.9741,86,8.299368341699997
NP,prum,13,m2,inferredtree,-27371.8506,398,55539.7012,58747.8224,57215.5200,88,10.436285455700004
NP,prum,13,m3,inferredtree,-27843.7295,398,56483.4590,59691.5802,58159.2779,88,7.4178316699
NP,prum,13,m4,inferredtree,-28314.0748,398,57424.1496,60632.2708,59099.9684,92,8.41763625499999
NP,prum,13,m5,inferredtree,-31694.6161,397,64183.2322,67343.3522,65854.8404,94,9.375118310200003
NP,prum,13,poisson,inferredtree,-28914.9953,397,58623.9905,61784.1105,60295.5987,90,7.592197706800002
NP,prum,13,m1,optimizedtruetree,-26616.3830,399,54030.7659,57287.9088,55710.7953,0,8.3253466558
NP,prum,13,m2,optimizedtruetree,-27411.1720,398,55618.3440,58826.4652,57294.1628,0,10.3829037736
NP,prum,13,m3,optimizedtruetree,-27890.6300,398,56577.2600,59785.3812,58253.0789,0,7.4455871144
NP,prum,13,m4,optimizedtruetree,-28358.1780,398,57512.3559,60720.4772,59188.1748,0,8.447348715799995
NP,prum,13,m5,optimizedtruetree,-31769.0965,397,64332.1931,67492.3131,66003.8013,0,9.414714681900003
NP,prum,13,poisson,optimizedtruetree,-28966.8060,397,58727.6120,61887.7320,60399.2203,0,7.625757550500007
NP,ruhfel,13,m1,inferredtree,-82339.8976,686,166051.7953,1108615.7953,168940.2669,152,31.925132985400005
NP,ruhfel,13,m2,inferredtree,-84710.7949,704,170829.5898,1163469.5898,173793.8523,146,33.87424532809999
NP,ruhfel,13,m3,inferredtree,-85967.0824,705,173344.1648,1168804.1648,176312.6379,150,42.893762588800044
NP,ruhfel,13,m4,inferredtree,-87827.5640,686,177027.1279,1119591.1279,179915.5996,162,51.03039431599996
NP,ruhfel,13,m5,inferredtree,-98288.9402,685,197947.8805,1137767.8805,200832.1415,154,52.128802468799975
NP,ruhfel,13,poisson,inferredtree,-89374.2586,685,180118.5173,1119938.5173,183002.7783,158,32.55449880009992
NP,ruhfel,13,m1,optimizedtruetree,-82383.9702,686,166139.9404,1108703.9404,169028.4121,48,31.82475487829999
NP,ruhfel,13,m2,optimizedtruetree,-84755.0085,704,170918.0170,1163558.0170,173882.2794,48,34.01262475019999
NP,ruhfel,13,m3,optimizedtruetree,-86025.0886,705,173460.1772,1168920.1772,176428.6502,48,43.02372435199999
NP,ruhfel,13,m4,optimizedtruetree,-87903.4891,686,177178.9781,1119742.9781,180067.4498,48,51.161781045300025
NP,ruhfel,13,m5,optimizedtruetree,-98409.3489,685,198188.6979,1138008.6979,201072.9589,48,52.837291502499966
NP,ruhfel,13,poisson,optimizedtruetree,-89422.2954,685,180214.5907,1120034.5907,183098.8518,48,32.62426700639997
NP,salichos,13,m1,inferredtree,-19501.8846,64,39131.7692,39150.9840,39401.2476,4,12.442099170900004
NP,salichos,13,m2,inferredtree,-19958.3130,45,40006.6261,40015.7854,40196.1031,4,11.365194099899998
NP,salichos,13,m3,inferredtree,-20139.2946,64,40406.5892,40425.8040,40676.0676,4,14.1000503183
NP,salichos,13,m4,inferredtree,-20617.7862,44,41323.5724,41332.3142,41508.8389,4,14.183225000199998
NP,salichos,13,m5,inferredtree,-22401.9467,43,44889.8935,44898.2283,45070.9493,2,19.7432031698
NP,salichos,13,poisson,inferredtree,-20795.7773,43,41677.5546,41685.8894,41858.6104,4,9.593403448700002
NP,salichos,13,m1,optimizedtruetree,-19505.0552,64,39138.1103,39157.3251,39407.5887,0,12.596219411699998
NP,salichos,13,m2,optimizedtruetree,-19962.7849,45,40015.5698,40024.7291,40205.0468,0,11.472428349300001
NP,salichos,13,m3,optimizedtruetree,-20141.4258,64,40410.8516,40430.0664,40680.3300,0,14.210658426600004
NP,salichos,13,m4,optimizedtruetree,-20622.9785,44,41333.9571,41342.6988,41519.2235,0,14.3568464627
NP,salichos,13,m5,optimizedtruetree,-22403.6756,43,44893.3512,44901.6860,45074.4070,0,19.83115547499999
NP,salichos,13,poisson,optimizedtruetree,-20799.8321,43,41685.6642,41693.9990,41866.7200,0,9.632687598900002
NP,rayfinned,13,m1,inferredtree,-47561.9552,627,96377.9103,883889.9103,99017.9566,58,17.379434986399996
NP,rayfinned,13,m2,inferredtree,-49163.5224,627,99581.0447,887093.0447,102221.0910,66,19.77769438449999
NP,rayfinned,13,m3,inferredtree,-50121.9082,626,101495.8165,886499.8165,104131.6521,68,15.432314936200003
NP,rayfinned,13,m4,inferredtree,-51083.0483,609,103384.0965,846364.0965,105948.3520,62,22.558957929699993
NP,rayfinned,13,m5,inferredtree,-57359.9884,607,115933.9769,854045.9769,118489.8111,66,19.720277330899986
NP,rayfinned,13,poisson,inferredtree,-52326.4677,607,105866.9354,843978.9354,108422.7697,62,15.007754325900002
NP,rayfinned,13,m1,optimizedtruetree,-47573.4963,627,96400.9926,883912.9926,99041.0388,0,17.39869225589999
NP,rayfinned,13,m2,optimizedtruetree,-49182.1208,627,99618.2416,887130.2416,102258.2878,0,19.793143733199987
NP,rayfinned,13,m3,optimizedtruetree,-50141.9320,626,101535.8641,886539.8641,104171.6997,0,15.4420062721
NP,rayfinned,13,m4,optimizedtruetree,-51103.5020,609,103425.0040,846405.0040,105989.2595,0,22.519315920099988
