name,tree,repl,bic,model,modelr
HA,andersen,6,NA,mtART,5
HA,andersen,7,NA,JTT+G4,1
HA,andersen,7,NA,LG+F,2
HA,andersen,7,NA,mtZOA+F+I,3
HA,andersen,7,NA,mtMAM+I,4
HA,andersen,7,NA,mtART,5
HA,andersen,8,NA,JTT+I+G4,1
HA,andersen,8,NA,mtInv+F+I,2
HA,andersen,8,NA,mtZOA+F+I,3
HA,andersen,8,NA,mtMAM+I,4
HA,andersen,8,NA,mtART,5
HA,andersen,9,NA,JTT+I+G4,1
HA,andersen,9,NA,LG+I,2
HA,andersen,9,NA,mtREV+I,3
HA,andersen,9,NA,mtMAM+I,4
HA,andersen,9,NA,mtART,5
HA,andersen,10,NA,JTT+F+G4,1
HA,andersen,10,NA,HIVw+I,2
HA,andersen,10,NA,mtZOA+F+I,3
HA,andersen,10,NA,mtMAM,4
HA,andersen,10,NA,mtART,5
HA,andersen,11,NA,JTT+G4,1
HA,andersen,11,NA,Dayhoff+F+I,2
HA,andersen,11,NA,mtInv,3
HA,andersen,11,NA,mtMAM+I,4
HA,andersen,11,NA,mtART,5
HA,andersen,12,NA,JTT+G4,1
HA,andersen,12,NA,mtInv+F,2
HA,andersen,12,NA,mtZOA+F+I,3
HA,andersen,12,NA,mtART+G4,4
HA,andersen,12,NA,mtART,5
HA,andersen,13,NA,JTT+G4,1
HA,andersen,13,NA,LG+I,2
HA,andersen,13,NA,mtREV+I,3
HA,andersen,13,NA,mtMAM+I,4
HA,andersen,13,NA,mtART,5
HA,andersen,14,NA,JTT+I+G4,1
HA,andersen,14,NA,mtREV+F+I+G4,2
HA,andersen,14,NA,mtREV+I,3
HA,andersen,14,NA,mtMAM+I,4
HA,andersen,14,NA,mtART,5
HA,andersen,15,NA,JTT+F+I+G4,1
HA,andersen,15,NA,Dayhoff+G4,2
HA,andersen,15,NA,mtZOA+F,3
HA,andersen,15,NA,mtMAM+I,4
HA,andersen,15,NA,mtART,5
HA,andersen,16,NA,JTT+F+I+G4,1
HA,andersen,16,NA,HIVw,2
HA,andersen,16,NA,mtZOA+F+I,3
HA,andersen,16,NA,mtMAM+I,4
HA,andersen,16,NA,mtART,5
HA,andersen,17,NA,JTT+F+G4,1
HA,andersen,17,NA,mtInv+F+I,2
HA,andersen,17,NA,mtZOA+F,3
HA,andersen,17,NA,mtMAM+I,4
HA,andersen,17,NA,mtART,5
HA,andersen,18,NA,HIVb+F+G4,1
HA,andersen,18,NA,mtInv+F,2
HA,andersen,18,NA,mtVer+I,3
HA,andersen,18,NA,mtART+G4,4
HA,andersen,18,NA,mtART,5
HA,andersen,19,NA,JTT+F+I+G4,1
HA,andersen,19,NA,LG+I,2
HA,andersen,19,NA,mtREV+I,3
HA,andersen,19,NA,mtMAM,4
HA,andersen,19,NA,mtART,5
HA,andersen,20,NA,HIVb+F+G4,1
HA,andersen,20,NA,LG+F+I,2
HA,andersen,20,NA,mtZOA+F+I,3
HA,andersen,20,NA,mtMAM+I,4
HA,andersen,20,NA,mtART,5
HA,spiralia,1,NA,JTT+G4,1
HA,spiralia,1,NA,rtREV+F+I+G4,2
HA,spiralia,1,NA,mtInv,3
HA,spiralia,1,NA,mtMAM+I,4
HA,spiralia,1,NA,mtART,5
HA,spiralia,2,NA,HIVb+F+G4,1
HA,spiralia,2,NA,mtREV+F+I+G4,2
HA,spiralia,2,NA,mtVer,3
HA,spiralia,2,NA,mtART+I+G4,4
HA,spiralia,2,NA,mtART,5
HA,spiralia,3,NA,JTT+F+G4,1
HA,spiralia,3,NA,FLU+F,2
HA,spiralia,3,NA,mtInv,3
HA,spiralia,3,NA,mtMAM+I,4
HA,spiralia,3,NA,mtART,5
HA,spiralia,4,NA,JTT+F+G4,1
HA,spiralia,4,NA,FLU+F,2
HA,spiralia,4,NA,mtVer,3
HA,spiralia,4,NA,mtMAM+I,4
HA,spiralia,4,NA,mtART,5
HA,spiralia,5,NA,HIVb+F+I+G4,1
HA,spiralia,5,NA,FLU+F,2
HA,spiralia,5,NA,mtInv,3
HA,spiralia,5,NA,mtMAM+I,4
HA,spiralia,5,NA,mtART,5
HA,spiralia,6,NA,JTT+F+I+G4,1
HA,spiralia,6,NA,FLU+F,2
HA,spiralia,6,NA,mtInv,3
HA,spiralia,6,NA,mtMAM+I,4
HA,spiralia,6,NA,mtART,5
HA,spiralia,7,NA,JTT+G4,1
HA,spiralia,7,NA,cpREV,2
HA,spiralia,7,NA,mtMAM+G4,3
HA,spiralia,7,NA,mtMAM+I,4
HA,spiralia,7,NA,mtART,5
HA,spiralia,8,NA,JTT+F+G4,1
HA,spiralia,8,NA,FLU+F,2
HA,spiralia,8,NA,mtMAM+G4,3
HA,spiralia,8,NA,mtMAM+I,4
HA,spiralia,8,NA,mtART,5
HA,spiralia,9,NA,JTT+F+G4,1
HA,spiralia,9,NA,FLU+I,2
HA,spiralia,9,NA,mtMAM+I+G4,3
HA,spiralia,9,NA,mtMAM+I,4
HA,spiralia,9,NA,mtART,5
HA,spiralia,10,NA,HIVb+F+G4,1
HA,spiralia,10,NA,HIVw+I,2
HA,spiralia,10,NA,mtMAM+G4,3
HA,spiralia,10,NA,mtMAM+I,4
HA,spiralia,10,NA,mtART,5
HA,spiralia,11,NA,JTT+F+G4,1
HA,spiralia,11,NA,FLU+F+I,2
HA,spiralia,11,NA,mtMAM+I+G4,3
HA,spiralia,11,NA,mtMAM+I,4
HA,spiralia,11,NA,mtART,5
HA,spiralia,12,NA,JTT+F+G4,1
HA,spiralia,12,NA,FLU+F,2
HA,spiralia,12,NA,mtInv,3
HA,spiralia,12,NA,mtMAM+I,4
HA,spiralia,12,NA,mtART,5
HA,spiralia,13,NA,HIVb+F+G4,1
HA,spiralia,13,NA,FLU+F,2
HA,spiralia,13,NA,mtZOA+F+I,3
HA,spiralia,13,NA,mtMAM+I,4
HA,spiralia,13,NA,mtART,5
HA,spiralia,14,NA,JTT+G4,1
HA,spiralia,14,NA,FLU+F,2
HA,spiralia,14,NA,mtInv,3
HA,spiralia,14,NA,mtMAM+I,4
HA,spiralia,14,NA,mtART,5
HA,spiralia,15,NA,JTT+F+G4,1
HA,spiralia,15,NA,cpREV,2
HA,spiralia,15,NA,mtInv,3
HA,spiralia,15,NA,mtMAM,4
HA,spiralia,15,NA,mtART,5
HA,spiralia,16,NA,JTT+G4,1
HA,spiralia,16,NA,FLU+F,2
HA,spiralia,16,NA,mtInv+I,3
HA,spiralia,16,NA,mtMAM+I,4
HA,spiralia,16,NA,mtART,5
HA,spiralia,17,NA,JTT+G4,1
HA,spiralia,17,NA,FLU,2
HA,spiralia,17,NA,mtInv+I,3
HA,spiralia,17,NA,mtMAM+I,4
HA,spiralia,17,NA,mtART,5
HA,spiralia,18,NA,JTT+G4,1
HA,spiralia,18,NA,FLU+F,2
HA,spiralia,18,NA,mtInv+I,3
HA,spiralia,18,NA,mtMAM+I,4
HA,spiralia,18,NA,mtART,5
HA,spiralia,19,NA,HIVb+I+G4,1
HA,spiralia,19,NA,FLU+I,2
HA,spiralia,19,NA,mtMAM+I+G4,3
HA,spiralia,19,NA,mtMAM+I,4
HA,spiralia,19,NA,mtART,5
HA,spiralia,20,NA,JTT+F+G4,1
HA,spiralia,20,NA,FLU+F,2
HA,spiralia,20,NA,mtInv,3
HA,spiralia,20,NA,mtMAM+I,4
HA,spiralia,20,NA,mtART,5
HA,rayfinned,1,NA,HIVb+F+G4,1
HA,rayfinned,1,NA,mtREV+F+I+G4,2
HA,rayfinned,1,NA,mtZOA+F+I,3
HA,rayfinned,1,NA,mtART+G4,4
HA,rayfinned,1,NA,mtART,5
HA,rayfinned,2,NA,HIVb+G4,1
HA,rayfinned,2,NA,mtREV+F+G4,2
HA,rayfinned,2,NA,mtZOA+F+I,3
HA,rayfinned,2,NA,mtART+I+G4,4
HA,rayfinned,2,NA,mtART,5
HA,rayfinned,3,NA,HIVb+F+G4,1
HA,rayfinned,3,NA,mtREV+F+G4,2
HA,rayfinned,3,NA,mtZOA+F+I,3
HA,rayfinned,3,NA,mtART+G4,4
HA,rayfinned,3,NA,mtART,5
HA,rayfinned,4,NA,HIVb+G4,1
HA,rayfinned,4,NA,HIVw,2
HA,rayfinned,4,NA,mtMAM+I+G4,3
HA,rayfinned,4,NA,mtART+G4,4
HA,rayfinned,4,NA,mtART,5
HA,rayfinned,5,NA,JTT+F+G4,1
HA,rayfinned,5,NA,mtREV+F+G4,2
HA,rayfinned,5,NA,mtZOA+F+I,3
HA,rayfinned,5,NA,mtMAM+I,4
HA,rayfinned,5,NA,mtART,5
HA,rayfinned,6,NA,JTT+G4,1
HA,rayfinned,6,NA,cpREV,2
HA,rayfinned,6,NA,mtMAM+I+G4,3
HA,rayfinned,6,NA,mtMAM,4
HA,rayfinned,6,NA,mtART,5
HA,rayfinned,7,NA,HIVb+F+G4,1
HA,rayfinned,7,NA,FLU+F+I,2
HA,rayfinned,7,NA,mtZOA+F+I,3
HA,rayfinned,7,NA,mtART+I+G4,4
HA,rayfinned,7,NA,mtART,5
HA,rayfinned,8,NA,HIVb+I+G4,1
HA,rayfinned,8,NA,FLU+I,2
HA,rayfinned,8,NA,mtZOA+F+I,3
HA,rayfinned,8,NA,mtART+G4,4
HA,rayfinned,8,NA,mtART,5
HA,rayfinned,9,NA,JTT+G4,1
HA,rayfinned,9,NA,HIVw+I,2
HA,rayfinned,9,NA,mtZOA+F+I,3
HA,rayfinned,9,NA,mtART+I+G4,4
HA,rayfinned,9,NA,mtART,5
HA,rayfinned,10,NA,HIVb+G4,1
HA,rayfinned,10,NA,Blosum62+F+G4,2
HA,rayfinned,10,NA,mtVer+I,3
HA,rayfinned,10,NA,mtART+I+G4,4
HA,rayfinned,10,NA,mtART,5
HA,rayfinned,11,NA,HIVb+F+G4,1
HA,rayfinned,11,NA,PMB+I,2
HA,rayfinned,11,NA,mtZOA+F+I,3
HA,rayfinned,11,NA,mtART+G4,4
HA,rayfinned,11,NA,mtART,5
HA,rayfinned,12,NA,JTT+G4,1
HA,rayfinned,12,NA,FLU+F+I,2
HA,rayfinned,12,NA,mtMAM+G4,3
HA,rayfinned,12,NA,mtART+I+G4,4
HA,rayfinned,12,NA,mtART,5
HA,rayfinned,13,NA,JTT+G4,1
HA,rayfinned,13,NA,PMB+I,2
HA,rayfinned,13,NA,mtMAM+F+I+G4,3
HA,rayfinned,13,NA,mtART+G4,4
HA,rayfinned,13,NA,mtART,5
HA,rayfinned,14,NA,HIVb+I+G4,1
HA,rayfinned,14,NA,mtREV+F+G4,2
HA,rayfinned,14,NA,mtZOA+F+I,3
HA,rayfinned,14,NA,mtART+I+G4,4
HA,rayfinned,14,NA,mtART,5
HA,rayfinned,15,NA,JTT+I+G4,1
HA,rayfinned,15,NA,FLU+F+I,2
HA,rayfinned,15,NA,mtMAM+F+G4,3
HA,rayfinned,15,NA,mtART+I+G4,4
HA,rayfinned,15,NA,mtART,5
HA,rayfinned,16,NA,HIVb+F+G4,1
HA,rayfinned,16,NA,cpREV,2
HA,rayfinned,16,NA,mtInv,3
HA,rayfinned,16,NA,mtART+G4,4
HA,rayfinned,16,NA,mtART,5
HA,rayfinned,17,NA,HIVb+F+G4,1
HA,rayfinned,17,NA,HIVw,2
HA,rayfinned,17,NA,mtZOA+F+I,3
HA,rayfinned,17,NA,mtART+I+G4,4
HA,rayfinned,17,NA,mtART,5
HA,rayfinned,18,NA,JTT+G4,1
HA,rayfinned,18,NA,FLU+F+I,2
HA,rayfinned,18,NA,mtREV+I,3
HA,rayfinned,18,NA,mtART+I+G4,4
HA,rayfinned,18,NA,mtART,5
HA,rayfinned,19,NA,HIVb+G4,1
HA,rayfinned,19,NA,FLU+F,2
HA,rayfinned,19,NA,mtZOA+F+I,3
HA,rayfinned,19,NA,mtART+I+G4,4
HA,rayfinned,19,NA,mtART,5
HA,rayfinned,20,NA,HIVb+F+G4,1
HA,rayfinned,20,NA,FLU+F,2
HA,rayfinned,20,NA,mtZOA+F+I,3
HA,rayfinned,20,NA,mtMAM+I,4
HA,rayfinned,20,NA,mtART,5
NP,greenalga,1,NA,JTT+I+G4,1
NP,greenalga,1,NA,LG+F,2
NP,greenalga,1,NA,mtInv+I,3
NP,greenalga,1,NA,mtART+F,4
NP,greenalga,1,NA,mtART,5
NP,greenalga,2,NA,JTT+G4,1
NP,greenalga,2,NA,FLU+I,2
NP,greenalga,2,NA,mtInv,3
NP,greenalga,2,NA,mtMAM+I,4
NP,greenalga,2,NA,mtART,5
NP,greenalga,3,NA,JTT+G4,1
NP,greenalga,3,NA,Blosum62+G4,2
NP,greenalga,3,NA,mtInv,3
NP,greenalga,3,NA,mtART+F+I,4
NP,greenalga,3,NA,mtART,5
NP,greenalga,4,NA,JTT+G4,1
NP,greenalga,4,NA,Blosum62+F+I+G4,2
NP,greenalga,4,NA,mtZOA+I+G4,3
NP,greenalga,4,NA,mtMAM+I,4
NP,greenalga,4,NA,mtART,5
NP,greenalga,5,NA,HIVb+I+G4,1
NP,greenalga,5,NA,Blosum62+F+I,2
NP,greenalga,5,NA,mtMAM+F+I,3
NP,greenalga,5,NA,mtART+F,4
NP,greenalga,5,NA,mtART,5
NP,greenalga,6,NA,JTT+F+G4,1
NP,greenalga,6,NA,rtREV+F+I+G4,2
NP,greenalga,6,NA,mtMAM+F,3
NP,greenalga,6,NA,mtART+G4,4
NP,greenalga,6,NA,mtART,5
NP,greenalga,7,NA,JTT+G4,1
NP,greenalga,7,NA,FLU,2
NP,greenalga,7,NA,mtInv,3
NP,greenalga,7,NA,mtMAM,4
NP,greenalga,7,NA,mtART,5
NP,greenalga,8,NA,JTT+G4,1
NP,greenalga,8,NA,DCMut+F,2
NP,greenalga,8,NA,mtZOA+F,3
NP,greenalga,8,NA,mtART+I+G4,4
NP,greenalga,8,NA,mtART,5
NP,greenalga,9,NA,JTT+F+G4,1
NP,greenalga,9,NA,DCMut+G4,2
NP,greenalga,9,NA,mtZOA+G4,3
NP,greenalga,9,NA,mtMAM+I,4
NP,greenalga,9,NA,mtART,5
NP,greenalga,10,NA,JTT+I+G4,1
NP,greenalga,10,NA,PMB,2
NP,greenalga,10,NA,mtInv,3
NP,greenalga,10,NA,mtART+F+I,4
NP,greenalga,10,NA,mtART,5
NP,greenalga,11,NA,JTT+G4,1
NP,greenalga,11,NA,HIVw+I,2
NP,greenalga,11,NA,mtInv+I,3
NP,greenalga,11,NA,mtMAM,4
NP,greenalga,11,NA,mtART,5
NP,greenalga,12,NA,JTT+G4,1
NP,greenalga,12,NA,FLU+F,2
NP,greenalga,12,NA,mtZOA+G4,3
NP,greenalga,12,NA,mtART+F+I,4
NP,greenalga,12,NA,mtART,5
NP,greenalga,13,NA,JTT+F+G4,1
NP,greenalga,13,NA,DCMut+I,2
NP,greenalga,13,NA,mtZOA+G4,3
NP,greenalga,13,NA,mtMAM+I,4
NP,greenalga,13,NA,mtART,5
NP,greenalga,14,NA,JTT+I+G4,1
NP,greenalga,14,NA,HIVw+I,2
NP,greenalga,14,NA,mtZOA+I+G4,3
NP,greenalga,14,NA,mtART+F,4
NP,greenalga,14,NA,mtART,5
NP,greenalga,15,NA,JTT+G4,1
NP,greenalga,15,NA,mtREV+F+I+G4,2
NP,greenalga,15,NA,mtZOA+F,3
NP,greenalga,15,NA,mtART+F+I,4
NP,greenalga,15,NA,mtART,5
NP,greenalga,16,NA,HIVb+F+G4,1
NP,greenalga,16,NA,DCMut+F,2
NP,greenalga,16,NA,mtVer,3
NP,greenalga,16,NA,mtART+F+I,4
NP,greenalga,16,NA,mtART,5
NP,greenalga,17,NA,HIVb+I+G4,1
NP,greenalga,17,NA,LG+F+I,2
NP,greenalga,17,NA,mtZOA+G4,3
NP,greenalga,17,NA,mtMAM+I,4
NP,greenalga,17,NA,mtART,5
NP,greenalga,18,NA,JTT+G4,1
NP,greenalga,18,NA,LG+F+I,2
NP,greenalga,18,NA,mtZOA+G4,3
NP,greenalga,18,NA,mtMAM+I,4
NP,greenalga,18,NA,mtART,5
NP,greenalga,19,NA,JTT+G4,1
NP,greenalga,19,NA,LG+F,2
NP,greenalga,19,NA,mtREV,3
NP,greenalga,19,NA,mtMAM,4
NP,greenalga,19,NA,mtART,5
NP,greenalga,20,NA,JTT+F+G4,1
NP,greenalga,20,NA,HIVw+I,2
NP,greenalga,20,NA,mtREV+I,3
NP,greenalga,20,NA,mtART+F,4
NP,greenalga,20,NA,mtART,5
NP,opisthokonta,1,NA,JTT+F+G4,1
NP,opisthokonta,1,NA,HIVw+G4,2
NP,opisthokonta,1,NA,mtART+F+G4,3
NP,opisthokonta,1,NA,mtART+F,4
NP,opisthokonta,1,NA,mtART,5
NP,opisthokonta,2,NA,JTT+F+G4,1
NP,opisthokonta,2,NA,PMB+F,2
NP,opisthokonta,2,NA,mtMAM+F,3
NP,opisthokonta,2,NA,mtART+F,4
NP,opisthokonta,2,NA,mtART,5
NP,opisthokonta,3,NA,JTT+F+G4,1
NP,opisthokonta,3,NA,Dayhoff+F,2
NP,opisthokonta,3,NA,mtZOA+F,3
NP,opisthokonta,3,NA,mtART+F,4
NP,opisthokonta,3,NA,mtART,5
NP,opisthokonta,4,NA,JTT+F+G4,1
NP,opisthokonta,4,NA,PMB+F,2
NP,opisthokonta,4,NA,mtZOA+F,3
NP,opisthokonta,4,NA,mtART+F,4
NP,opisthokonta,4,NA,mtART,5
NP,opisthokonta,5,NA,JTT+F+G4,1
NP,opisthokonta,5,NA,cpREV,2
NP,opisthokonta,5,NA,mtART+F+G4,3
NP,opisthokonta,5,NA,mtART+F,4
NP,opisthokonta,5,NA,mtART,5
NP,opisthokonta,6,NA,JTT+F+G4,1
NP,opisthokonta,6,NA,DCMut+F+I,2
NP,opisthokonta,6,NA,mtMAM+F+I,3
NP,opisthokonta,6,NA,mtART+F,4
NP,opisthokonta,6,NA,mtART,5
NP,opisthokonta,7,NA,JTT+F+G4,1
NP,opisthokonta,7,NA,HIVw+G4,2
NP,opisthokonta,7,NA,mtART+F+G4,3
NP,opisthokonta,7,NA,mtART+F,4
NP,opisthokonta,7,NA,mtART,5
NP,opisthokonta,8,NA,JTT+F+G4,1
NP,opisthokonta,8,NA,FLU+G4,2
NP,opisthokonta,8,NA,mtART+F+I+G4,3
NP,opisthokonta,8,NA,mtART+F,4
NP,opisthokonta,8,NA,mtART+I,5
NP,opisthokonta,9,NA,JTT+F+G4,1
NP,opisthokonta,9,NA,PMB+F+I,2
NP,opisthokonta,9,NA,mtMAM+I+G4,3
NP,opisthokonta,9,NA,mtART+F,4
NP,opisthokonta,9,NA,mtART+I,5
NP,opisthokonta,10,NA,JTT+F+G4,1
NP,opisthokonta,10,NA,cpREV+F,2
NP,opisthokonta,10,NA,mtART+F+G4,3
NP,opisthokonta,10,NA,mtART+F,4
NP,opisthokonta,10,NA,mtART,5
NP,opisthokonta,11,NA,JTT+F+G4,1
NP,opisthokonta,11,NA,cpREV+F,2
NP,opisthokonta,11,NA,mtART+F+G4,3
NP,opisthokonta,11,NA,mtART+F,4
NP,opisthokonta,11,NA,mtART,5
NP,opisthokonta,12,NA,JTT+F+G4,1
NP,opisthokonta,12,NA,cpREV+F,2
NP,opisthokonta,12,NA,mtMet,3
NP,opisthokonta,12,NA,mtART+F,4
NP,opisthokonta,12,NA,mtART,5
NP,opisthokonta,13,NA,JTT+F+G4,1
NP,opisthokonta,13,NA,HIVw+G4,2
NP,opisthokonta,13,NA,mtMet,3
NP,opisthokonta,13,NA,mtART+F,4
NP,opisthokonta,13,NA,mtART,5
NP,opisthokonta,14,NA,JTT+F+G4,1
NP,opisthokonta,14,NA,HIVw+G4,2
NP,opisthokonta,14,NA,mtART+F+G4,3
NP,opisthokonta,14,NA,mtART+F,4
NP,opisthokonta,14,NA,mtART,5
NP,opisthokonta,15,NA,JTT+F+G4,1
NP,opisthokonta,15,NA,PMB,2
NP,opisthokonta,15,NA,mtMAM+F,3
NP,opisthokonta,15,NA,mtART+F,4
NP,opisthokonta,15,NA,mtART,5
NP,opisthokonta,16,NA,JTT+F+I+G4,1
NP,opisthokonta,16,NA,HIVw+G4,2
NP,opisthokonta,16,NA,mtMet+I,3
NP,opisthokonta,16,NA,mtART+F,4
NP,opisthokonta,16,NA,mtART+I,5
NP,opisthokonta,17,NA,JTT+F+G4,1
NP,opisthokonta,17,NA,rtREV+F+G4,2
NP,opisthokonta,17,NA,mtART+F+G4,3
NP,opisthokonta,17,NA,mtART+F,4
NP,opisthokonta,17,NA,mtART,5
NP,opisthokonta,18,NA,JTT+F+G4,1
NP,opisthokonta,18,NA,PMB+F,2
NP,opisthokonta,18,NA,mtMet,3
NP,opisthokonta,18,NA,mtART+F,4
NP,opisthokonta,18,NA,mtART,5
NP,opisthokonta,19,NA,JTT+F+G4,1
NP,opisthokonta,19,NA,WAG,2
NP,opisthokonta,19,NA,HIVw,3
NP,opisthokonta,19,NA,mtART+F,4
NP,opisthokonta,19,NA,mtART,5
NP,opisthokonta,20,NA,JTT+F+G4,1
NP,opisthokonta,20,NA,HIVw+I+G4,2
NP,opisthokonta,20,NA,mtART+F+I+G4,3
NP,opisthokonta,20,NA,mtART+F,4
NP,opisthokonta,20,NA,mtART+I,5
NP,prum,1,NA,HIVb+G4,1
NP,prum,1,NA,FLU+F,2
NP,prum,1,NA,mtZOA+F+I,3
NP,prum,1,NA,mtMAM+I,4
NP,prum,1,NA,mtART,5
NP,prum,2,NA,HIVb+G4,1
NP,prum,2,NA,mtMet+F+I,2
NP,prum,2,NA,mtZOA+F,3
NP,prum,2,NA,mtART+I+G4,4
NP,prum,2,NA,mtART,5
NP,prum,3,NA,HIVb+I+G4,1
NP,prum,3,NA,FLU+I,2
NP,prum,3,NA,mtREV+I,3
NP,prum,3,NA,mtART+G4,4
NP,prum,3,NA,mtART,5
NP,prum,4,NA,JTT+I+G4,1
NP,prum,4,NA,Blosum62+F+I+G4,2
NP,prum,4,NA,mtZOA+F+I,3
NP,prum,4,NA,mtMAM+I,4
NP,prum,4,NA,mtART,5
NP,prum,5,NA,HIVb+G4,1
NP,prum,5,NA,cpREV+F,2
NP,prum,5,NA,mtZOA+F+I,3
NP,prum,5,NA,mtART+I+G4,4
NP,prum,5,NA,mtART,5
NP,prum,6,NA,HIVb+G4,1
NP,prum,6,NA,cpREV+F+I,2
NP,prum,6,NA,mtZOA+F+I,3
NP,prum,6,NA,mtART+G4,4
NP,prum,6,NA,mtART,5
NP,prum,7,NA,HIVb+G4,1
NP,prum,7,NA,mtREV+F+I+G4,2
NP,prum,7,NA,mtZOA+F+I,3
NP,prum,7,NA,mtART+G4,4
NP,prum,7,NA,mtART,5
NP,prum,8,NA,JTT+G4,1
NP,prum,8,NA,Blosum62+F+G4,2
NP,prum,8,NA,mtZOA+F+I,3
NP,prum,8,NA,mtMAM,4
NP,prum,8,NA,mtART,5
NP,prum,9,NA,JTT+G4,1
NP,prum,9,NA,mtInv+F,2
NP,prum,9,NA,mtZOA+F,3
NP,prum,9,NA,mtMAM+I,4
NP,prum,9,NA,mtART,5
NP,prum,10,NA,HIVb+G4,1
NP,prum,10,NA,DCMut+F+G4,2
NP,prum,10,NA,mtZOA+F+I,3
NP,prum,10,NA,mtMAM+I,4
NP,prum,10,NA,mtART,5
NP,prum,11,NA,HIVb+G4,1
NP,prum,11,NA,PMB+I,2
NP,prum,11,NA,mtZOA+F+I,3
NP,prum,11,NA,mtMAM+I,4
NP,prum,11,NA,mtART,5
NP,prum,12,NA,JTT+G4,1
NP,prum,12,NA,mtREV+F+G4,2
NP,prum,12,NA,mtZOA+F+I,3
NP,prum,12,NA,mtART+G4,4
NP,prum,12,NA,mtART,5
NP,prum,13,NA,JTT+I+G4,1
NP,prum,13,NA,Blosum62+I+G4,2
NP,prum,13,NA,mtZOA+F,3
NP,prum,13,NA,mtMAM+I,4
NP,prum,13,NA,mtART,5
NP,prum,14,NA,JTT+G4,1
NP,prum,14,NA,Blosum62+G4,2
NP,prum,14,NA,mtZOA+F,3
NP,prum,14,NA,mtART+G4,4
NP,prum,14,NA,mtART,5
NP,prum,15,NA,HIVb+G4,1
NP,prum,15,NA,PMB+I,2
NP,prum,15,NA,mtZOA+F+I,3
NP,prum,15,NA,mtMAM,4
NP,prum,15,NA,mtART,5
NP,prum,16,NA,JTT+G4,1
NP,prum,16,NA,PMB+F+I,2
NP,prum,16,NA,mtZOA+F+I,3
NP,prum,16,NA,mtMAM+I,4
NP,prum,16,NA,mtART,5
NP,prum,17,NA,JTT+I+G4,1
NP,prum,17,NA,mtInv+F,2
NP,prum,17,NA,mtREV+I,3
NP,prum,17,NA,mtMAM+I,4
NP,prum,17,NA,mtART,5
NP,prum,18,NA,HIVb+F+G4,1
NP,prum,18,NA,FLU+F,2
NP,prum,18,NA,mtZOA+F+I,3
NP,prum,18,NA,mtMAM+I,4
NP,prum,18,NA,mtART,5
NP,prum,19,NA,JTT+I+G4,1
NP,prum,19,NA,Blosum62+F+I+G4,2
NP,prum,19,NA,mtZOA+F,3
NP,prum,19,NA,mtART+G4,4
NP,prum,19,NA,mtART,5
NP,prum,20,NA,HIVb+F+G4,1
NP,prum,20,NA,cpREV,2
NP,prum,20,NA,mtZOA+F,3
NP,prum,20,NA,mtMAM+I,4
NP,prum,20,NA,mtART,5
NP,ruhfel,1,NA,JTT+F+G4,1
NP,ruhfel,1,NA,PMB+F,2
NP,ruhfel,1,NA,mtZOA+F,3
NP,ruhfel,1,NA,mtART+G4,4
NP,ruhfel,1,NA,mtART,5
NP,ruhfel,2,NA,JTT+G4,1
NP,ruhfel,2,NA,FLU+F,2
NP,ruhfel,2,NA,mtZOA+F,3
NP,ruhfel,2,NA,mtMAM,4
NP,ruhfel,2,NA,mtART,5
NP,ruhfel,3,NA,JTT+G4,1
NP,ruhfel,3,NA,Blosum62+F+G4,2
NP,ruhfel,3,NA,mtVer,3
NP,ruhfel,3,NA,mtART+G4,4
NP,ruhfel,3,NA,mtART,5
NP,ruhfel,4,NA,JTT+G4,1
NP,ruhfel,4,NA,PMB+F,2
NP,ruhfel,4,NA,mtMAM+F,3
NP,ruhfel,4,NA,mtMAM,4
NP,ruhfel,4,NA,mtART,5
NP,ruhfel,5,NA,JTT+G4,1
NP,ruhfel,5,NA,HIVw+F,2
NP,ruhfel,5,NA,mtVer,3
NP,ruhfel,5,NA,mtART+G4,4
NP,ruhfel,5,NA,mtART,5
NP,ruhfel,6,NA,JTT+I+G4,1
NP,ruhfel,6,NA,mtREV+F+G4,2
NP,ruhfel,6,NA,mtVer+I,3
NP,ruhfel,6,NA,mtART+F,4
NP,ruhfel,6,NA,mtART+I,5
NP,ruhfel,7,NA,JTT+F+G4,1
NP,ruhfel,7,NA,mtVer+F,2
NP,ruhfel,7,NA,mtZOA+F,3
NP,ruhfel,7,NA,mtMAM,4
NP,ruhfel,7,NA,mtART,5
NP,ruhfel,8,NA,JTT+G4,1
NP,ruhfel,8,NA,FLU+F,2
NP,ruhfel,8,NA,mtZOA+F,3
NP,ruhfel,8,NA,mtART+G4,4
NP,ruhfel,8,NA,mtART,5
NP,ruhfel,9,NA,JTT+G4,1
NP,ruhfel,9,NA,DCMut+F,2
NP,ruhfel,9,NA,mtVer,3
NP,ruhfel,9,NA,mtART+G4,4
NP,ruhfel,9,NA,mtART,5
NP,ruhfel,10,NA,JTT+G4,1
NP,ruhfel,10,NA,FLU+F,2
NP,ruhfel,10,NA,mtVer,3
NP,ruhfel,10,NA,mtMAM,4
NP,ruhfel,10,NA,mtART,5
NP,ruhfel,11,NA,JTT+F+I+G4,1
NP,ruhfel,11,NA,mtInv+F,2
NP,ruhfel,11,NA,mtZOA+F+I,3
NP,ruhfel,11,NA,mtMAM,4
NP,ruhfel,11,NA,mtART+I,5
NP,ruhfel,12,NA,JTT+G4,1
